N	2gram	Voloshinov_1	VelikijI
1	и не	8	20
2	и в	13	16
3	так как	3	9
4	то что	6	9
5	еще не	1	8
6	в истории	1	8
7	что они	2	7
8	а не	2	7
9	человека и	1	6
10	на себя	1	5
11	но и	3	5
12	в мире	1	5
13	все это	4	5
14	как бы	6	5
15	и есть	1	4
16	в образе	1	4
17	говорить о	3	4
18	в его	7	4
19	в этом	2	4
20	что он	1	4
21	потому что	1	4
22	в нем	2	4
23	так и	3	4
24	как и	3	4
25	что мы	1	4
26	в ней	2	4
27	и все	3	4
28	от этого	2	3
29	и что	1	3
30	хотя бы	5	3
31	то это	1	3
32	лишь в	4	3
33	в чем	2	3
34	с его	1	3
35	в том	2	3
36	тот же	2	3
37	но в	4	3
38	все эти	2	3
39	в конце	1	3
40	их в	1	3
41	в своей	4	3
42	в них	2	3
43	не было	1	3
44	должно быть	1	3
45	если не	1	3
46	нет ничего	2	3
47	не в	3	3
48	тому что	1	3
49	но это	1	3
50	не имеет	2	3
51	никогда не	3	3
52	к счастью	1	3
53	превращается в	3	3
54	и для	3	3
55	к тому	2	3
56	что в	3	3
57	и это	1	2
58	духа но	1	2
59	того чтобы	1	2
60	и то	3	2
61	но мы	4	2
62	по которым	1	2
63	можно было	1	2
64	мы не	4	2
65	когда в	1	2
66	в последнем	1	2
67	и над	1	2
68	мы это	1	2
69	своей истории	1	2
70	ее и	1	2
71	между тем	2	2
72	нет и	1	2
73	вслед за	2	2
74	которые не	1	2
75	материалом для	2	2
76	его к	1	2
77	только в	6	2
78	в себя	1	2
79	конечно не	1	2
80	не только	6	2
81	раз навсегда	1	2
82	его и	1	2
83	превращаются в	1	2
84	для него	2	2
85	и никогда	1	2
86	тем что	2	2
87	на том	1	2
88	мы слышим	1	2
89	истории и	1	2
90	прежде всего	9	2
91	для них	1	2
92	все равно	1	2
93	один из	1	2
94	для человека	1	2
95	и тогда	1	2
96	когда я	1	2
97	и последнее	1	2
98	да и	3	2
99	одна из	1	2
100	уж конечно	1	2
101	уже на	1	2
102	том что	2	2
103	от него	1	2
104	ее в	2	2
105	которым можно	1	2
106	до того	1	2
107	людей и	1	2
108	это все	1	2
109	не создает	1	2
110	а в	2	2
111	но не	1	2
112	могут быть	2	2
113	всего в	1	2
114	быть может	1	1
115	в виду	1	1
116	для себя	2	1
117	в ее	3	1
118	и до	1	1
119	роль в	2	1
120	в нашу	1	1
121	он всегда	1	1
122	не имеют	1	1
123	которое может	2	1
124	то же	4	1
125	вопрос о	1	1
126	но может	1	1
127	о возможности	1	1
128	и ее	2	1
129	зависимости от	2	1
130	мира если	2	1
131	в их	3	1
132	и который	1	1
133	природы и	1	1
134	к нему	1	1
135	сознания не	1	1
136	менее всего	1	1
137	бы в	2	1
138	и чем	1	1
139	и уж	1	1
140	существует как	1	1
141	его на	2	1
142	как в	2	1
143	в своем	1	1
144	все же	5	1
145	в двух	4	1
146	нужна для	1	1
147	мы видим	2	1
148	с ними	2	1
149	в самом	2	1
150	в которой	3	1
151	в целом	2	1
152	существует лишь	1	1
153	и закономерности	1	1
154	в этой	1	1
155	уже в	2	1
156	жизнь как	1	1
157	в которую	2	1
158	в виде	1	1
159	и если	1	1
160	или даже	1	1
161	есть духовное	1	1
162	не будут	1	1
163	в понимании	1	1
164	не сумеет	1	1
165	и вот	1	1
166	и должна	1	1
167	вовсе не	2	1
168	отношение к	1	1
169	но что	1	1
170	на этом	1	1
171	и вместе	1	1
172	ее на	1	1
173	для того	1	1
174	в едином	1	1
175	конечно в	2	1
176	как мог	1	1
177	с другой	2	1
178	есть не	2	1
179	истину что	1	1
180	еще и	4	1
181	и тем	2	1
182	она и	1	1
183	не всегда	1	1
184	и уже	3	1
185	между собою	2	1
186	него не	1	1
187	выбора все	1	1
188	вместе с	1	1
189	так же	2	1
190	ко всем	1	1
191	как это	1	1
192	за которым	1	1
193	что всякий	1	1
194	мы в	1	1
195	и столь	1	1
196	в которых	1	1
197	он говорит	1	1
198	в одном	3	1
199	этого слова	1	1
200	с этой	2	1
201	властью и	1	1
202	нет никакого	1	1
203	равно не	1	1
204	есть прежде	3	1
205	и другое	1	1
206	сознании и	1	1
207	и именно	1	1
208	указать на	1	1
209	мы все	1	1
210	застывшее в	1	1
211	не существует	1	1
212	нам могут	1	1
213	места ему	1	1
214	найти в	1	1
215	в разных	1	1
216	того как	1	1
217	лишь как	1	1
218	может быть	8	1
219	сложность и	1	1
220	вообще в	1	1
221	во всем	2	1
222	это слово	1	1
223	в новых	1	1
224	в сознании	4	1
225	связь с	1	1
226	может и	1	1
227	другой стороны	2	1
228	к этому	1	1
229	в искусстве	3	1
230	в своих	2	1
231	в процессе	5	1
232	и эта	5	1
233	им и	1	1
234	себя и	1	1
235	они не	1	1
