N	3gram	Vygotskiy__4	Analitik
1	в том что	12	7
2	по отношению к	1	7
3	с другой стороны	2	5
4	о том что	10	5
5	в свою очередь	1	4
6	то же время	1	3
7	не только не	2	3
8	в то же	1	3
9	к тому же	2	3
10	иметь дело с	1	2
11	дело в том	1	2
12	подобно тому как	1	2
13	при этом как	1	2
14	том что он	3	2
15	с точки зрения	4	2
16	одной и той	2	2
17	с одной стороны	3	2
18	сама по себе	3	2
19	во всяком случае	3	2
20	в конечном счете	1	2
21	можно сказать что	1	2
22	совершенно очевидно что	1	2
23	и той же	2	2
24	и в сущности	1	1
25	даже в пределах	1	1
26	и может быть	4	1
27	том что при	1	1
28	раз в том	1	1
29	что иное как	1	1
30	мы будем иметь	1	1
31	на самом деле	5	1
32	в самом деле	7	1
33	за минуту до	1	1
34	в этом смысле	1	1
35	что могло бы	1	1
36	до сих пор	3	1
37	в таком случае	1	1
38	что он не	4	1
39	мы не станем	1	1
40	таким образом в	2	1
41	свой жизненный путь	1	1
42	в сущности говоря	2	1
43	все той же	1	1
44	на этот вопрос	1	1
45	и здесь мы	1	1
46	со всех сторон	1	1
47	как раз в	4	1
48	сам по себе	2	1
49	в том чтобы	3	1
50	к этому что	1	1
51	в противоречие с	1	1
52	минуту до этого	1	1
53	не только в	1	1
54	с целым рядом	2	1
55	тот факт что	1	1
56	быть определена как	1	1
57	в своем составе	1	1
58	и в этой	1	1
59	а с другой	1	1
60	так или иначе	1	1
61	не для того	3	1
62	мы знаем о	1	1
63	как бы в	1	1
64	для того чтобы	19	1
65	в глубине души	1	1
66	у шекспира и	1	1
67	нет никакой возможности	2	1
68	прибавим к этому	1	1
69	не может быть	1	1
70	как нельзя лучше	1	1
71	то есть в	1	1
72	мысль о том	1	1
73	речь идет о	2	1
74	с этой стороны	1	1
75	мы обратимся к	1	1
76	идет о том	1	1
77	они как бы	1	1
78	до тех пор	2	1
79	которые конечно будут	1	1
80	заключается в том	3	1
81	будем иметь дело	1	1
82	было бы сказать	2	1
83	не что иное	1	1
84	в гораздо более	1	1
85	так что она	1	1
86	все это было	2	1
87	может быть определена	1	1
88	что и в	1	1
