N	3gram	Propp_Isto_7	Formalny
1	с точки зрения	1	14
2	не может быть	3	14
3	и т д	16	6
4	и т п	1	5
5	в зависимости от	1	5
6	с другой стороны	8	5
7	в самом деле	1	4
8	в данном случае	3	4
9	в связи с	1	4
10	бы то ни	1	4
11	то ни было	1	4
12	в большинстве случаев	1	4
13	а не в	1	3
14	по отношению к	1	3
15	то же самое	1	3
16	вместе с тем	1	3
17	в том что	4	3
18	нуждается ни в	1	2
19	уже знаем что	2	2
20	но уже в	1	2
21	ни в каких	1	2
22	нам кажется что	1	2
23	о том как	1	2
24	в нем и	1	2
25	не нуждается ни	1	2
26	мы увидим что	2	2
27	т е с	1	2
28	мы видели что	1	2
29	мы не можем	2	2
30	так и в	2	2
31	от всех других	2	2
32	к тому что	1	2
33	тем не менее	4	2
34	то же что	2	2
35	дело не в	3	2
36	мы уже знаем	3	2
37	как мы видели	1	2
38	может продолжаться до	1	1
39	хотя и не	1	1
40	так же неверно	1	1
41	к сыну а	1	1
42	же неверно как	1	1
43	те случаи когда	1	1
44	что в данном	1	1
45	а иногда и	1	1
46	один и тот	1	1
47	что ни в	1	1
48	в этом случае	1	1
49	в своей работе	1	1
50	таким образом сама	1	1
51	в одной из	2	1
52	но в данном	1	1
53	в чистом виде	1	1
54	друг на друга	1	1
55	как это происходит	2	1
56	одна из них	1	1
57	продолжаться до бесконечности	1	1
58	с этой точки	3	1
59	говорит о том	1	1
60	в предыдущей главе	1	1
61	до сих пор	2	1
62	т е предполагают	1	1
63	так как он	2	1
64	и в других	2	1
65	ту или иную	1	1
66	т е в	2	1
67	и что в	1	1
68	так же как	4	1
69	не только в	5	1
70	с одной стороны	4	1
71	и тот же	1	1
72	она никогда не	1	1
73	вовсе не от	1	1
74	это не так	1	1
75	что это не	2	1
76	мере того как	1	1
77	отца к сыну	3	1
78	в наши задачи	1	1
79	они пришли к	2	1
80	не может и	1	1
81	но так как	1	1
82	этой точки зрения	3	1
83	о том что	5	1
84	от отца к	3	1
85	не в качестве	1	1
86	в этом же	1	1
87	можно было бы	1	1
88	это происходит в	2	1
89	другой стороны и	2	1
90	не только на	1	1
91	но все же	2	1
92	с тем и	1	1
93	мы имеем в	4	1
94	лежит в основе	2	1
95	совершенно очевидно что	1	1
96	в этих случаях	10	1
97	вовсе не вытекает	1	1
98	сама по себе	1	1
99	как и в	2	1
100	по мере того	1	1
101	же самое и	1	1
102	она не может	1	1
