N	3gram	Voloshinov_2	Myslijsy
1	более или менее	2	8
2	сами по себе	1	7
3	во всяком случае	2	7
4	в том что	6	7
5	и того же	4	6
6	в свою очередь	5	6
7	одного и того	4	6
8	по крайней мере	2	5
9	тем не менее	1	5
10	и в свою	1	4
11	до сих пор	3	4
12	сам по себе	1	4
13	не было бы	2	4
14	на то что	2	3
15	с одной стороны	3	3
16	смысле этого слова	4	3
17	не могут быть	1	3
18	но тем не	1	3
19	но во всяком	1	3
20	не только по	1	2
21	на самом деле	4	2
22	есть прежде всего	1	2
23	нам кажется что	1	2
24	не может обойтись	1	2
25	в таком случае	3	2
26	одно и то	3	2
27	и тогда когда	1	2
28	связанные с этим	1	2
29	с другой стороны	1	2
30	для того чтобы	6	2
31	то же время	8	2
32	так и в	1	2
33	само по себе	1	2
34	не может быть	10	2
35	с самого начала	5	2
36	в то же	8	2
37	и не имеет	1	2
38	и то же	3	2
39	таким образом в	1	2
40	если бы он	3	1
41	мы не воспринимаем	1	1
42	слова для него	1	1
43	если б мы	2	1
44	и каждому из	1	1
45	и связанные с	1	1
46	лишь в той	1	1
47	прежде всего на	1	1
48	их жизни и	1	1
49	дело в том	1	1
50	может обойтись без	1	1
51	с одним из	1	1
52	к другому в	1	1
53	то что они	1	1
54	в слове и	1	1
55	за другим и	1	1
56	будет никаких оснований	1	1
57	если не исключительно	1	1
58	том что он	2	1
59	и как увидим	1	1
60	им как бы	1	1
61	начала ни конца	1	1
62	одной стороны и	2	1
63	языка и не	1	1
64	же касается до	1	1
65	друг от друга	1	1
66	себе не может	1	1
67	и в других	1	1
68	в отличие от	3	1
69	а в обществе	1	1
70	бы то ни	4	1
71	в собственном смысле	2	1
72	с тем что	1	1
73	ни начала ни	1	1
74	на которые мы	1	1
75	и не может	3	1
76	не было в	1	1
77	и не в	3	1
78	так а не	1	1
79	как и в	1	1
80	и на все	1	1
81	то ни было	4	1
82	и в процессе	1	1
83	по сравнению с	1	1
84	во всех этих	1	1
85	на первых порах	1	1
86	внимание на следующее	1	1
87	в связи с	7	1
88	внутренней и внешней	2	1
89	но не только	1	1
90	при этом мы	1	1
91	о которых мы	1	1
92	они не имеют	1	1
93	при этом как	1	1
94	а не сами	1	1
95	не имеет значения	1	1
96	даже и в	1	1
97	в этом случае	1	1
98	о том что	3	1
99	мы можем сказать	2	1
100	если бы в	1	1
101	связи с другими	1	1
102	а не иначе	1	1
103	не менее в	1	1
104	но все же	1	1
105	в переносном смысле	1	1
106	этого слова и	1	1
107	в большинстве случаев	5	1
108	для него как	1	1
109	слово чужого языка	1	1
110	на все остальные	1	1
111	не будет никаких	1	1
112	в душевной жизни	1	1
113	здесь как и	1	1
114	мы видели что	1	1
