N	2gram	Vinokur_St_1	SlovoVZh
1	не может	8	16
2	может быть	15	14
3	точки зрения	11	14
4	как бы	4	13
5	и его	8	13
6	таким образом	7	12
7	и в	44	12
8	по отношению	3	11
9	в нашем	1	11
10	отношению к	3	11
11	и не	16	10
12	если бы	9	9
13	так как	5	9
14	прежде всего	7	8
15	художественного произведения	1	7
16	сказать что	7	7
17	для нас	7	7
18	в ней	3	6
19	в том	36	6
20	только в	10	6
21	при этом	2	6
22	в нем	5	6
23	в процессе	1	6
24	должна быть	3	5
25	то же	5	5
26	в виду	1	5
27	можно сказать	1	5
28	как в	13	5
29	но в	10	5
30	и др	1	5
31	а не	16	5
32	как и	9	5
33	что мы	5	5
34	том что	29	5
35	никогда не	5	5
36	хотя бы	6	5
37	то что	18	5
38	на самом	6	4
39	зависимости от	1	4
40	литературы и	2	4
41	к нему	2	4
42	за пределы	2	4
43	в этом	21	4
44	все же	8	4
45	в самом	7	4
46	уже не	1	4
47	не только	18	4
48	отношение к	2	4
49	от того	1	4
50	так и	9	4
51	материала и	2	4
52	с другой	9	4
53	что не	3	4
54	не в	12	4
55	его в	2	4
56	дело в	6	4
57	и является	1	4
58	и к	1	4
59	жизни и	5	4
60	и на	1	4
61	самом деле	11	3
62	в котором	5	3
63	ведь и	3	3
64	ясно что	10	3
65	еще не	3	3
66	мы не	2	3
67	и вообще	3	3
68	о том	17	3
69	бы то	1	3
70	но и	10	3
71	между тем	3	3
72	нуждается в	1	3
73	того что	9	3
74	быть и	2	3
75	все эти	5	3
76	конечно не	2	3
77	в себе	2	3
78	слово в	1	3
79	да и	3	3
80	для него	6	3
81	он должен	2	3
82	и по	5	3
83	то ни	1	3
84	и с	3	3
85	точек зрения	1	3
86	до сих	7	3
87	ни в	3	3
88	в некоторых	1	3
89	в них	1	3
90	и уже	2	3
91	в своей	6	3
92	так же	5	3
93	в такой	2	3
94	тем не	2	3
95	как к	3	3
96	и более	2	3
97	из этого	1	3
98	по себе	1	3
99	сих пор	7	3
100	не менее	5	3
101	все это	5	3
102	но для	2	3
103	и для	3	3
104	бы мы	2	3
105	сколько бы	1	3
106	так называемой	2	3
107	отношении к	1	3
108	в каком	3	3
109	и то	5	2
110	как это	4	2
111	словами и	1	2
112	опираясь на	1	2
113	они ни	1	2
114	едва ли	1	2
115	не отражает	1	2
116	мы имеем	2	2
117	мы в	1	2
118	совпадает с	2	2
119	истории литературы	2	2
120	почти исключительно	1	2
121	и та	1	2
122	настоящее время	1	2
123	с его	1	2
124	и что	4	2
125	между собой	1	2
126	в чем	3	2
127	данном случае	6	2
128	в данном	14	2
129	которые мы	1	2
130	в его	9	2
131	что и	6	2
132	подчеркнуть что	2	2
133	в форме	1	2
134	в своем	2	2
135	кроме того	1	2
136	дело с	2	2
137	в какой	3	2
138	и потому	2	2
139	и так	3	2
140	лежит на	1	2
141	в настоящее	1	2
142	бы не	2	2
143	с одной	3	2
144	какой степени	1	2
145	уже в	2	2
146	и те	2	2
147	он не	2	2
148	не так	1	2
149	в корне	1	2
150	допустим что	2	2
151	в зависимости	1	2
152	к ним	1	2
153	но что	1	2
154	но все	4	2
155	на все	1	2
156	это не	8	2
157	и дает	1	2
158	оно не	1	2
159	более того	1	2
160	одной стороны	2	2
161	до конца	1	2
162	самое слово	1	2
163	другой стороны	7	2
164	была бы	5	2
165	там где	5	2
166	в момент	1	2
167	разрыв между	1	2
168	ни на	2	2
169	вместе с	1	2
170	можно найти	2	2
171	в отношении	9	2
172	к его	1	2
173	но не	3	2
174	общего с	3	2
175	место в	1	2
176	точку зрения	3	2
177	речи в	1	2
178	с этой	3	2
179	она не	2	2
180	с точки	8	2
181	является для	1	2
182	такой же	5	2
183	этой стороны	1	2
184	тогда когда	1	2
185	в то	9	2
186	и притом	1	2
187	на него	2	2
188	ничего не	2	2
189	этих двух	3	2
190	и все	2	2
191	но зато	1	2
192	в этих	2	2
193	но это	6	2
194	бы оно	1	2
195	что форма	1	2
196	от всех	1	2
197	стороны и	1	2
198	могут быть	5	2
199	и вполне	3	2
200	что в	30	2
201	как на	1	2
202	и другие	1	2
203	к этому	1	2
204	а между	1	1
205	и это	2	1
206	например в	8	1
207	же как	3	1
208	как мы	1	1
209	и о	1	1
210	чтобы не	1	1
211	на основе	1	1
212	это и	4	1
213	показать что	1	1
214	тем же	3	1
215	только то	1	1
216	не хочет	2	1
217	с самого	1	1
218	то время	2	1
219	из его	1	1
220	не имеют	1	1
221	являются лишь	1	1
222	из двух	3	1
223	можно было	13	1
224	было в	1	1
225	лет и	1	1
226	на вещи	1	1
227	на которую	1	1
228	и приемов	1	1
229	себе как	1	1
230	это только	1	1
