N	2gram	Vygotskiy__3	SlovoVZh
1	не может	7	16
2	может быть	19	14
3	точки зрения	16	14
4	как бы	14	13
5	и его	6	13
6	таким образом	12	12
7	и в	38	12
8	и не	10	10
9	если бы	14	9
10	так как	6	9
11	художественного произведения	1	7
12	сказать что	4	7
13	для нас	8	7
14	в ней	15	6
15	в том	25	6
16	только в	4	6
17	при этом	4	6
18	в нем	4	6
19	все время	30	6
20	должна быть	5	5
21	то же	10	5
22	в виду	4	5
23	можно сказать	1	5
24	отнюдь не	2	5
25	как в	4	5
26	но в	3	5
27	в жизни	1	5
28	а не	7	5
29	как и	8	5
30	что мы	1	5
31	и следовательно	2	5
32	том что	14	5
33	никогда не	4	5
34	поэтическое произведение	1	5
35	хотя бы	2	5
36	то что	35	5
37	мы все	4	4
38	на самом	2	4
39	и интонация	1	4
40	зависимости от	1	4
41	как если	3	4
42	в этом	13	4
43	все же	8	4
44	в самом	25	4
45	уже не	2	4
46	не только	12	4
47	отношение к	1	4
48	так и	1	4
49	с другой	7	4
50	что не	3	4
51	не в	12	4
52	его в	3	4
53	дело в	1	4
54	и к	3	4
55	жизни и	1	4
56	и на	6	4
57	здесь не	3	3
58	самом деле	21	3
59	в котором	6	3
60	ясно что	6	3
61	еще не	1	3
62	мы не	5	3
63	и вообще	1	3
64	о том	6	3
65	но и	5	3
66	между тем	7	3
67	того что	4	3
68	быть и	1	3
69	когда он	4	3
70	и наконец	2	3
71	имеет в	1	3
72	и ее	2	3
73	все эти	4	3
74	только на	1	3
75	конечно не	4	3
76	в себе	4	3
77	в поэзии	1	3
78	к герою	1	3
79	для него	2	3
80	не к	3	3
81	и по	2	3
82	и с	1	3
83	до сих	6	3
84	ни в	3	3
85	в некоторых	1	3
86	в них	3	3
87	и уже	2	3
88	двух направлениях	1	3
89	из общего	1	3
90	в своей	5	3
91	так же	2	3
92	в такой	3	3
93	поэтического произведения	1	3
94	этой точки	1	3
95	как к	2	3
96	и более	2	3
97	из этого	8	3
98	не должна	2	3
99	с окружающей	1	3
100	художественное произведение	1	3
101	сих пор	5	3
102	все это	3	3
103	и для	4	3
104	бы мы	1	3
105	так называемой	3	3
106	с ним	2	3
107	или не	2	3
108	отношении к	1	3
109	от этой	2	2
110	значения и	1	2
111	как не	1	2
112	и то	8	2
113	как это	6	2
114	словами и	1	2
115	они ни	1	2
116	в себя	1	2
117	действия и	2	2
118	и самое	1	2
119	и совершенно	4	2
120	едва ли	3	2
121	те же	1	2
122	и значение	3	2
123	мы имеем	1	2
124	мы в	2	2
125	нас и	1	2
126	совпадает с	2	2
127	и здесь	6	2
128	не остается	1	2
129	и та	2	2
130	с его	1	2
131	но мы	2	2
132	и что	18	2
133	между собой	2	2
134	ней как	1	2
135	в чем	1	2
136	но конечно	1	2
137	данном случае	2	2
138	в данном	2	2
139	что поэт	2	2
140	в его	5	2
141	что и	4	2
142	в форме	1	2
143	относится к	1	2
144	независимо от	1	2
145	с чисто	1	2
146	в своем	5	2
147	кроме того	1	2
148	его к	2	2
149	дело с	1	2
150	в какой	5	2
151	и потому	1	2
152	и так	1	2
153	бы не	3	2
154	с одной	6	2
155	какой степени	1	2
156	тому же	1	2
157	и те	1	2
158	имеем в	1	2
159	эта возможность	1	2
160	он не	6	2
161	не так	3	2
162	в корне	1	2
163	в зависимости	1	2
164	к ним	3	2
165	мы можем	7	2
166	но что	2	2
167	из него	4	2
168	одно и	3	2
169	но все	1	2
170	любит и	1	2
171	конечно в	3	2
172	на примере	2	2
173	с другими	1	2
174	это не	1	2
175	мы никогда	1	2
176	и дает	2	2
177	как же	2	2
178	себя и	1	2
179	одной стороны	5	2
180	можем сказать	2	2
181	зависит от	1	2
182	до конца	2	2
183	другой стороны	5	2
184	была бы	2	2
185	там где	6	2
186	автора и	2	2
187	смысл и	4	2
188	имеет место	2	2
189	в момент	1	2
190	о ком	1	2
191	ни на	1	2
192	вместе с	5	2
193	к его	2	2
194	но не	1	2
195	место в	3	2
196	быть только	1	2
197	с этой	2	2
198	она не	6	2
199	еще раз	1	2
200	с точки	9	2
201	такой же	2	2
202	в то	3	2
203	и притом	1	2
204	на него	1	2
205	героев и	1	2
206	ничего не	2	2
207	этих двух	1	2
208	и все	10	2
209	все они	2	2
210	в этих	2	2
211	но это	3	2
212	бы оно	1	2
213	между ними	1	2
214	от всех	1	2
215	как только	3	2
216	же самое	10	2
217	на это	3	2
218	что в	20	2
219	как на	3	2
220	и другие	2	2
221	не есть	1	2
222	к этому	3	2
223	а между	1	1
224	и это	8	1
225	найдем в	1	1
226	например в	2	1
227	же как	1	1
228	как мы	7	1
229	и о	3	1
230	чтобы не	1	1
231	с ее	2	1
232	момент в	1	1
233	свою очередь	2	1
234	на основе	1	1
235	совершенно ясно	13	1
236	это и	1	1
237	его это	1	1
238	характер и	1	1
239	показать что	7	1
240	бы действительно	2	1
241	нам кажется	1	1
242	свои права	1	1
243	с первого	1	1
244	только то	2	1
245	с самого	6	1
246	то время	2	1
247	принимают участие	1	1
248	по преимуществу	2	1
249	идет речь	1	1
250	из его	1	1
251	дано в	3	1
252	самому существу	1	1
253	не имеют	2	1
254	и больше	2	1
255	высшей степени	1	1
256	с таким	1	1
257	вразрез с	1	1
258	по аналогии	2	1
259	из двух	3	1
260	можно было	1	1
261	произведения что	1	1
262	мы уже	7	1
263	для иллюстрации	1	1
264	остается только	1	1
265	это только	3	1
266	ему событие	1	1
267	та же	3	1
268	что уже	1	1
269	стиля в	1	1
270	не заключена	1	1
271	для этого	2	1
272	из одного	3	1
273	он как	1	1
274	значение этой	1	1
275	и стиль	1	1
276	вправе сказать	1	1
277	художественной формой	1	1
278	на себя	1	1
279	и такой	1	1
280	то она	1	1
281	и он	1	1
282	так не	1	1
283	определенным образом	1	1
284	но при	1	1
285	быть понято	1	1
286	не ту	1	1
287	в поэтической	5	1
288	заключена в	1	1
289	основе своей	1	1
290	и который	2	1
291	на их	2	1
292	столь же	2	1
293	аналогии с	2	1
294	является просто	1	1
295	мы понимаем	1	1
296	во всех	4	1
297	дела с	1	1
298	для какой	1	1
299	и во	2	1
300	образом мы	4	1
301	в конечном	1	1
302	положения и	1	1
303	то мы	1	1
304	то в	1	1
305	невозможно указать	1	1
306	в общем	2	1
307	автор как	1	1
308	в свои	1	1
309	только там	1	1
310	и можно	1	1
311	что они	4	1
312	именно в	1	1
313	стал бы	1	1
314	в теории	1	1
315	слов и	2	1
316	в лучшем	2	1
317	и она	1	1
318	в одной	2	1
319	что именно	2	1
320	второй план	6	1
321	она как	1	1
322	что здесь	2	1
323	все остальные	1	1
324	перед нами	8	1
325	своего смысла	1	1
326	но тот	1	1
327	хотя и	1	1
328	в двух	9	1
329	на интонации	1	1
330	же те	1	1
331	тот же	3	1
332	в поэтическом	1	1
333	мы увидим	12	1
334	более или	1	1
335	стиля и	1	1
336	что заключено	1	1
337	увидим что	9	1
338	пор не	1	1
339	положение в	1	1
340	именно эта	1	1
341	о самом	1	1
342	по мнению	2	1
343	героического эпоса	1	1
344	к художественному	1	1
345	ситуации в	1	1
346	тому как	1	1
347	нам удалось	2	1
348	что нам	1	1
349	теплом и	1	1
350	что это	10	1
351	в целом	4	1
352	было дано	1	1
353	это же	2	1
354	если мы	6	1
355	не то	4	1
356	думать что	2	1
357	есть в	2	1
358	не можем	4	1
359	дальше и	1	1
360	в виде	2	1
361	не исчерпывает	1	1
362	и выводов	1	1
363	что она	16	1
364	не из	1	1
365	при помощи	4	1
366	образом для	1	1
367	на одну	1	1
368	одно из	2	1
369	и их	1	1
370	придает всему	1	1
371	всяком случае	2	1
372	ведь это	1	1
373	не как	1	1
374	в одном	8	1
375	и вот	2	1
376	часто автор	1	1
377	произведении в	1	1
378	вовсе не	8	1
379	ничего общего	1	1
380	у нее	1	1
381	можно с	1	1
382	друг друга	1	1
383	уверенностью сказать	2	1
384	дело и	1	1
385	у него	4	1
386	из нее	2	1
387	этими словами	1	1
388	подобно тому	1	1
389	на этом	5	1
390	что является	1	1
391	само собой	1	1
392	бы это	1	1
393	здесь мы	4	1
394	для художественного	2	1
395	и только	3	1
396	что все	3	1
397	в другом	5	1
398	мы воспринимаем	1	1
399	должно быть	1	1
400	и которые	3	1
401	и вступает	1	1
402	деле в	1	1
403	и мы	13	1
404	было бы	12	1
405	к которому	1	1
