N	2gram	Bakhtin_Fr_3	Marksizm
1	может быть	9	28
2	и в	40	19
3	как бы	3	19
4	и не	13	19
5	не может	3	18
6	точки зрения	2	17
7	то же	7	16
8	и его	17	16
9	как мы	10	15
10	в этом	15	15
11	языка и	1	15
12	в сущности	9	14
13	так сказать	5	14
14	таким образом	10	14
15	лишь в	2	14
16	не только	13	13
17	с точки	1	13
18	связи с	6	13
19	речи и	1	13
20	в нем	5	11
21	если бы	3	11
22	вовсе не	12	11
23	не в	1	10
24	речи в	1	10
25	так и	3	10
26	и т.п	10	10
27	но и	11	10
28	в пределах	1	10
29	том что	4	10
30	самом деле	3	9
31	при этом	3	9
32	как и	11	9
33	для него	5	9
34	в основе	5	9
35	а не	5	9
36	на почве	1	9
37	с его	3	8
38	по отношению	3	8
39	в то	6	8
40	же время	6	8
41	только в	3	8
42	слова в	2	8
43	отнюдь не	1	8
44	отношению к	2	8
45	на самом	3	7
46	его в	1	7
47	и более	1	7
48	одна из	3	7
49	никогда не	1	7
50	в том	8	7
51	в языке	2	7
52	прежде всего	16	7
53	в связи	5	7
54	и для	5	7
55	но в	8	7
56	в таком	1	7
57	мы уже	13	6
58	во всех	6	6
59	и как	3	6
60	в самом	6	6
61	слова и	2	6
62	ни в	4	6
63	в смысле	1	6
64	того чтобы	4	6
65	в направлении	1	6
66	для того	3	6
67	и следовательно	3	6
68	быть и	1	6
69	между тем	3	6
70	более того	1	6
71	с помощью	2	6
72	и все	9	6
73	хотя бы	2	6
74	ни было	1	6
75	в свою	1	6
76	смысле слова	4	5
77	того же	2	5
78	и на	8	5
79	все же	2	5
80	выражение в	2	5
81	то ни	1	5
82	в данном	4	5
83	в их	4	5
84	самого начала	1	5
85	свою очередь	1	5
86	с самого	1	5
87	и здесь	4	5
88	к нему	2	5
89	в его	13	5
90	в форме	2	5
91	или иной	2	5
92	в той	6	5
93	этого слова	2	5
94	в контексте	1	5
95	к этому	6	5
96	так же	1	5
97	тем же	2	4
98	все те	1	4
99	а как	1	4
100	и ее	2	4
