N	2gram	Ircho_Kome_2	Freidism
1	таким образом	6	24
2	и не	14	23
3	не может	3	20
4	точки зрения	4	19
5	прежде всего	4	18
6	в этом	10	15
7	в его	4	15
8	с помощью	1	14
9	мы можем	3	13
10	может быть	11	13
11	и его	12	12
12	все эти	1	11
13	как и	4	11
14	с точки	1	11
15	как бы	2	11
16	то что	6	11
17	самом деле	1	10
18	но в	3	10
19	его в	4	10
20	с ним	1	10
21	как мы	4	10
22	так и	12	10
23	с его	5	9
24	во всех	3	9
25	по отношению	3	9
26	и в	26	9
27	то же	3	8
28	не только	7	8
29	он не	2	8
30	в своей	3	8
31	еще не	6	8
32	что он	5	8
33	только в	4	8
34	так как	4	8
35	все это	3	8
36	и все	2	8
37	отношению к	3	8
38	все что	1	8
39	в самом	4	7
40	отношение к	2	7
41	ни в	5	7
42	мы видели	1	7
43	к нему	3	7
44	один из	5	7
45	тот же	2	7
46	мы знаем	3	7
47	всяком случае	2	7
48	что же	1	7
49	сказать что	1	7
50	во всяком	2	7
51	в ней	3	6
52	и с	5	6
53	на протяжении	10	6
54	и ее	2	6
55	для него	1	6
56	вовсе не	2	6
57	никогда не	1	6
58	хотя бы	2	6
59	и на	7	5
60	в чем	1	5
61	и к	2	5
62	в этой	3	5
63	не в	2	5
64	в то	6	5
65	в каком	1	5
66	в себя	1	5
67	но мы	1	5
68	для того	5	5
69	во внешнем	1	5
70	по мнению	1	5
71	в большинстве	1	5
72	большинстве случаев	1	5
73	а в	3	5
74	но и	10	5
75	связь с	1	5
76	с этим	5	5
77	его жизни	1	5
78	в период	3	5
79	в свою	1	5
80	что в	9	5
81	и за	2	4
82	той же	3	4
83	связанных с	2	4
84	мы не	2	4
85	в которой	5	4
86	говорить о	2	4
87	но не	3	4
88	в собственном	1	4
89	все же	4	4
90	не было	3	4
91	из этих	4	4
92	в пределах	1	4
93	с их	4	4
94	в нем	6	4
95	на этом	2	4
96	то ни	2	4
97	об этом	2	4
98	в жизни	1	4
99	на основании	5	4
100	во время	6	4
101	не менее	4	4
102	в основе	1	4
103	же время	3	4
104	таким путем	1	4
105	потому что	6	4
106	и для	4	4
107	к тому	12	4
108	если мы	1	4
109	того чтобы	6	4
110	сводится к	1	4
111	с самого	2	4
112	с ними	2	4
