N	3gram	Bakhtin_Pr_1	Hudozhes
1	в том что	7	11
2	по отношению к	11	7
3	о том что	2	7
4	так и не	1	4
5	подобно тому как	3	4
6	то же время	7	4
7	в то же	7	4
8	к тому что	1	4
9	в самом деле	2	3
10	мы уже отмечали	1	3
11	не может быть	3	3
12	для того чтобы	2	3
13	что она не	2	2
14	и в этом	3	2
15	с точки зрения	15	2
16	до сих пор	2	2
17	и в то	3	2
18	хотя бы и	2	2
19	можно было бы	3	2
20	то что было	3	2
21	он знает и	1	2
22	так же как	1	2
23	в данном случае	2	2
24	то же самое	1	2
25	как будто бы	1	2
26	того или иного	1	2
27	не в духе	1	2
28	не только не	1	2
29	не только в	1	2
30	зрения на мир	6	1
31	то что я	1	1
32	но он знает	1	1
33	то ни стало	1	1
34	вот он и	1	1
35	дело в том	1	1
36	да и не	1	1
37	бы и сам	1	1
38	двух или нескольких	1	1
39	же как и	1	1
40	во что бы	1	1
41	как раз и	1	1
42	в этом новом	1	1
43	бы то ни	3	1
44	между тем как	4	1
45	в этом отношении	5	1
46	в этом произведении	1	1
47	самим по себе	1	1
48	по нашему убеждению	2	1
49	в то что	1	1
50	с самим собою	1	1
51	точно так же	1	1
52	отношения между ними	1	1
53	во второй главе	1	1
54	не было ничего	1	1
55	то и другое	1	1
56	это в значительной	1	1
57	и то что	1	1
58	что бы то	1	1
59	в значительной степени	1	1
60	точкой зрения на	1	1
61	найти в нем	1	1
62	глубокое и тонкое	1	1
63	у него в	1	1
64	тем что он	1	1
65	в качестве личности	1	1
66	наблюдения и выводы	1	1
67	если бы эти	1	1
68	в человеке и	1	1
69	перед нами в	1	1
70	то время как	1	1
71	а не как	3	1
72	за пределы своего	1	1
73	все же не	1	1
74	к той же	1	1
75	этом как раз	1	1
76	с другой стороны	2	1
77	не в плоскости	1	1
78	позиции по отношению	1	1
79	а в том	1	1
80	но с другой	1	1
81	заключается в том	2	1
82	в то время	2	1
83	в первом случае	1	1
84	та или иная	1	1
85	не во внешних	1	1
86	слова но и	1	1
87	с самого начала	2	1
88	позицию в мире	1	1
89	именно потому что	2	1
90	но все же	1	1
91	можно сказать что	2	1
92	как бы в	2	1
93	в одном из	2	1
94	что и в	1	1
95	в пределах одного	1	1
