N	3gram	Medvedev_F_1	slovoVRo
1	и т п	4	23
2	то же время	8	12
3	в то же	8	12
4	с точки зрения	13	8
5	в большинстве случаев	2	6
6	в отношении к	1	6
7	не может не	1	5
8	и в то	1	5
9	во всяком случае	4	5
10	и т д	8	5
11	с одной стороны	4	4
12	с другой стороны	1	4
13	но в то	2	4
14	в зависимости от	2	3
15	хотя бы и	1	3
16	в данном случае	1	3
17	до конца и	1	3
18	более или менее	6	3
19	так и в	4	3
20	не выходит за	1	3
21	выходит за пределы	1	3
22	бы ни были	2	2
23	в широком смысле	1	2
24	а вовсе не	2	2
25	в том и	1	2
26	до сих пор	6	2
27	и во всех	1	2
28	и не может	2	2
29	в лучшем случае	3	2
30	своего предмета и	1	2
31	и в этом	2	2
32	а не как	1	2
33	входя в роман	1	2
34	в роман и	1	2
35	определяется прежде всего	1	2
36	того или иного	2	2
37	в свою очередь	6	2
38	точки зрения самого	1	2
39	как бы ни	3	2
40	не только на	1	2
41	к тому что	1	2
42	до последнего времени	1	2
43	и в том	1	2
44	может войти в	2	1
45	во всем своем	1	1
46	художественного произведения которое	1	1
47	одним словом в	1	1
48	в сторону и	1	1
49	т п на	1	1
50	между поэтом и	1	1
51	прежде всего в	3	1
52	поняты и изучены	1	1
53	же время и	1	1
54	это отношение к	1	1
55	в нем и	2	1
56	и не в	2	1
57	на один из	1	1
58	в своей книге	2	1
59	которая могла бы	1	1
60	самый предмет изображения	1	1
61	и непосредственно как	1	1
62	в отличие от	1	1
63	бы то ни	3	1
64	но и в	1	1
65	на самом же	1	1
66	в этом отношении	1	1
67	по аналогии с	3	1
68	во всех своих	1	1
69	в литературе и	1	1
70	и в каждом	2	1
71	быть более или	1	1
72	в противном случае	1	1
73	и в истории	1	1
74	со всех сторон	1	1
75	с этой точки	1	1
76	может быть и	3	1
77	и в частности	2	1
78	не могло быть	1	1
79	взаимодействии с другими	2	1
80	то ни было	1	1
81	и с точки	1	1
82	характерна точка зрения	1	1
83	и всякое иное	1	1
84	среда в которой	1	1
85	а также и	1	1
86	не столько в	1	1
87	так или иначе	1	1
88	не может войти	2	1
89	так и на	1	1
90	и идеологической жизни	1	1
91	эта точка зрения	1	1
92	всех своих моментах	1	1
93	в точном смысле	1	1
94	как в самом	1	1
95	не может быть	5	1
96	социальная жизнь и	1	1
97	форма и содержание	1	1
98	тем не менее	1	1
99	в данную эпоху	1	1
100	языка и наконец	1	1
101	мы остановимся здесь	1	1
102	каждого из этих	1	1
103	в отвлечении от	1	1
104	еще далеко не	1	1
105	своего исторического существования	1	1
106	этой точки зрения	1	1
107	с самого начала	1	1
108	и его содержание	1	1
109	не только не	2	1
110	здесь на почве	1	1
111	т п в	1	1
112	и потому не	1	1
113	и вступает в	1	1
114	к действительности и	1	1
115	мы видим что	1	1
116	тех или иных	1	1
117	самом же деле	1	1
118	в том что	1	1
119	в последнем счете	1	1
120	за его пределы	1	1
121	в иные моменты	1	1
122	поэтом и его	1	1
123	как мы видели	2	1
124	в пределах одного	1	1
