N	3gram	Potebnia_M_1	Problema
1	с точки зрения	3	11
2	тем не менее	6	10
3	в том что	13	8
4	это значит что	1	7
5	по крайней мере	2	6
6	сам по себе	1	6
7	с другой стороны	5	6
8	можно было бы	1	4
9	не только в	3	4
10	во всяком случае	1	4
11	не только не	2	4
12	на самом деле	1	3
13	в этом смысле	4	3
14	только в том	6	3
15	то и другое	2	3
16	бы даже и	1	3
17	точно так же	1	3
18	в связи с	1	3
19	о том что	1	3
20	и т д	4	3
21	в том виде	1	2
22	не говоря уже	1	2
23	что иное как	2	2
24	сами по себе	1	2
25	в том смысле	4	2
26	или по крайней	1	2
27	только при помощи	1	2
28	самой жизни и	1	2
29	потому что она	1	2
30	не только для	2	2
31	понятия но и	1	2
32	для того чтобы	2	2
33	хотя бы даже	2	2
34	более или менее	1	2
35	не что иное	2	2
36	заключается в том	1	2
37	в то время	1	2
38	и независимо от	1	2
39	и тем более	1	2
40	в то же	3	2
41	сама по себе	3	2
42	в сравнении с	2	2
43	нет ничего общего	1	2
44	и может быть	2	1
45	но все же	1	1
46	на том что	1	1
47	потому что дело	1	1
48	но едва ли	1	1
49	а следовательно и	1	1
50	только потому что	2	1
51	то есть как	1	1
52	дело в том	2	1
53	должны сказать что	1	1
54	это было бы	1	1
55	как и во	1	1
56	в таком виде	2	1
57	это нисколько не	1	1
58	так что в	2	1
59	все эти предметы	1	1
60	не есть нечто	1	1
61	чем то что	1	1
62	чувства и стремления	4	1
63	укажем только на	1	1
64	времени и пространства	1	1
65	по себе и	1	1
66	бы то ни	2	1
67	то тем самым	1	1
68	только то что	1	1
69	что не только	2	1
70	не менее он	1	1
71	говоря уже о	1	1
72	с этой точки	1	1
73	в таком случае	2	1
74	до сих пор	1	1
75	друг из друга	1	1
76	в ней не	1	1
77	еще не есть	1	1
78	так же необходимо	1	1
79	в логике но	1	1
80	так же как	1	1
81	и выйти из	1	1
82	если бы мы	1	1
83	то ни было	1	1
84	с одной стороны	3	1
85	развития но и	1	1
86	в том как	3	1
87	и потому что	2	1
88	прежде всего человек	1	1
89	и как бы	3	1
90	до того что	1	1
91	всяком случае не	1	1
92	не в том	4	1
93	по себе еще	1	1
94	вопрос о том	1	1
95	еще и потому	1	1
96	в себе все	1	1
97	само по себе	4	1
98	но так как	1	1
99	то есть только	1	1
100	жизни таким образом	1	1
101	этой точки зрения	1	1
102	а в том	3	1
103	в одном и	2	1
104	то и этот	1	1
105	то что в	1	1
106	по себе а	1	1
107	д и т	1	1
108	том смысле что	1	1
109	так и в	3	1
110	в свою очередь	4	1
111	и т п	2	1
112	но в одном	1	1
113	другой стороны и	1	1
114	и тем самым	1	1
115	но и для	2	1
116	с самого начала	3	1
117	не существует и	1	1
118	то это было	1	1
119	не менее в	1	1
120	несмотря на все	1	1
121	на то что	1	1
122	и том же	2	1
123	не только содержание	1	1
124	к тому что	2	1
125	было бы сказать	1	1
126	легко может быть	1	1
127	себе еще не	1	1
128	одном и том	2	1
129	для нас не	1	1
130	как и в	2	1
131	обратить внимание на	1	1
132	понятие которое в	1	1
133	не теряет своей	1	1
