N	3gram	Bakhtin_Pr_1	Marksizm
1	с точки зрения	13	20
2	не может быть	4	13
3	в самом деле	2	9
4	и не может	2	9
5	до сих пор	2	8
6	бы то ни	2	8
7	то ни было	1	8
8	в настоящее время	1	6
9	до настоящего времени	1	5
10	с другой стороны	3	5
11	в разрезе данного	2	4
12	с самого начала	1	4
13	в отношении к	1	4
14	вполне понятно что	1	3
15	в этом случае	1	3
16	то же самое	1	3
17	в этом отношении	3	3
18	на этот вопрос	1	3
19	может быть и	1	3
20	в высшей степени	1	3
21	в конце концов	5	3
22	то же время	9	3
23	в первом случае	1	3
24	но все же	2	3
25	можно сказать что	1	3
26	в большинстве случаев	2	3
27	в то же	9	3
28	для того чтобы	1	3
29	в том что	6	3
30	теперь мы должны	1	2
31	же как и	1	2
32	а в этом	1	2
33	в неразрывной связи	1	2
34	сама по себе	1	2
35	далеко за пределы	1	2
36	можно было бы	2	2
37	мы отвлечемся от	1	2
38	как если бы	1	2
39	слова и его	1	2
40	так же как	1	2
41	может быть понято	1	2
42	но в то	5	2
43	во всяком случае	3	2
44	отсюда следует что	1	2
45	не могут быть	1	2
46	лишь с точки	1	2
47	по отношению к	8	2
48	оно ни было	1	2
49	в свою очередь	1	2
50	это и есть	1	2
51	в этом смысле	10	2
52	то все же	1	1
53	у них нет	1	1
54	и в сущности	2	1
55	тот же самый	1	1
56	а следовательно и	1	1
57	точка зрения на	2	1
58	не значит конечно	2	1
59	оно может быть	2	1
60	значит конечно что	2	1
61	в первой части	1	1
62	по ту сторону	2	1
63	большей или меньшей	1	1
64	его целом это	1	1
65	и так сказать	1	1
66	подобно тому как	3	1
67	под определенным углом	1	1
68	том что он	4	1
69	как бы ни	1	1
70	что же касается	1	1
71	и для него	1	1
72	и во всяком	1	1
73	своей индивидуальности и	1	1
74	как мы сказали	1	1
75	хотя бы и	2	1
76	до известной степени	1	1
77	сами по себе	3	1
78	не было бы	1	1
79	в себе и	1	1
80	независимо от того	1	1
81	точки зрения ее	1	1
82	как такое не	1	1
83	но и эта	1	1
84	которой можно найти	1	1
85	конце концов так	1	1
86	для него только	1	1
87	он ни был	2	1
88	может быть только	1	1
89	имеет значение а	1	1
90	мы увидим дальше	1	1
91	мы полагаем что	1	1
92	неразрывной связи с	1	1
93	найти в нем	1	1
94	может быть по	1	1
95	а не только	1	1
96	если бы это	1	1
97	дело идет о	3	1
98	на слово и	1	1
99	иначе и быть	1	1
100	в его произведениях	2	1
101	из которых слагается	1	1
102	и вне его	1	1
103	с внешней средой	1	1
104	прежде всего необходимо	1	1
105	в большей или	1	1
106	все же не	2	1
107	какой бы то	1	1
108	и есть та	1	1
109	это не значит	3	1
110	благодаря этому возникает	1	1
111	а в том	1	1
112	ни в один	1	1
113	в целом ряде	2	1
114	разрезе данного мгновения	2	1
115	в его целом	6	1
116	тем что в	1	1
117	именно в том	1	1
118	в этом как	1	1
119	и художественный образ	1	1
120	и вот в	1	1
121	более или менее	1	1
122	таким образом в	1	1
123	привело бы к	1	1
124	от того как	1	1
125	так и в	1	1
126	само по себе	3	1
127	рядом с этим	1	1
128	до крайней степени	1	1
129	вовсе не как	1	1
130	она и не	1	1
131	этой точки зрения	1	1
132	другой стороны и	1	1
133	но менее всего	1	1
134	не только не	1	1
135	в каждом явлении	1	1
136	не только в	2	1
137	выходит за пределы	1	1
138	концов так же	1	1
139	были бы в	1	1
140	по преимуществу в	1	1
141	как мы уже	1	1
142	и быть не	1	1
143	лишь там где	2	1
144	таким образом и	1	1
145	к тому что	1	1
146	друг за другом	1	1
147	на самом деле	4	1
148	друг с другом	1	1
149	и в нем	1	1
150	все устойчивые объективные	1	1
151	как мы видели	1	1
152	с его индивидуальностью	1	1
153	можно найти только	1	1
