N	2gram	Tiupa_Lite_1	Analitik
1	не только	24	22
2	тогда как	13	20
3	и в	8	18
4	как и	6	14
5	так и	4	14
6	в этом	12	14
7	и его	4	13
8	но и	17	13
9	том что	14	12
10	в качестве	17	12
11	и не	12	12
12	в частности	15	12
13	при этом	19	11
14	коммуникативного события	7	11
15	ивана петровича	1	10
16	то есть	6	10
17	а в	3	10
18	как бы	7	10
19	что в	3	9
20	в тексте	8	9
21	может быть	13	9
22	со стороны	4	9
23	а не	16	9
24	в том	16	9
25	со своей	1	8
26	в повестях	3	8
27	петровича белкина	1	8
28	с его	5	8
29	всего лишь	4	8
30	своего рода	11	8
31	в миропорядке	1	8
32	не случайно	2	8
33	и даже	3	8
34	в первой	1	8
35	повестях белкина	2	7
36	по отношению	3	7
37	в русской	10	7
38	как раз	4	7
39	в его	7	7
40	с другой	3	7
41	во второй	1	7
42	но не	4	7
43	отношению к	2	7
44	и самого	2	6
45	еще не	4	6
46	в этой	4	6
47	он не	1	6
48	в их	3	6
49	не в	8	6
50	к тому	2	6
51	для него	2	6
52	о том	2	6
53	художественного целого	2	6
54	текста в	1	6
55	в начале	1	6
56	того же	2	5
57	той же	3	5
58	мы имеем	1	5
59	как правило	2	5
60	как нам	1	5
61	в самом	3	5
62	в случае	4	5
63	лишь в	4	5
64	в слове	2	5
65	однако в	2	5
66	в мире	2	5
67	или иной	2	5
68	в сущности	2	5
69	что и	1	5
70	между тем	2	5
71	уже не	7	5
72	в конце	4	5
73	никогда не	4	5
74	и т.п	4	5
75	в свою	1	5
76	прежде всего	11	5
77	я в	5	5
78	не является	2	5
79	такого рода	10	5
80	другой стороны	1	5
81	представляет собой	4	5
82	этого текста	3	4
83	и на	1	4
84	столь же	4	4
85	что он	5	4
86	отнюдь не	2	4
87	в своем	11	4
88	и как	1	4
89	таким образом	3	4
90	приводит к	3	4
91	в итоге	1	4
92	покойного ивана	1	4
93	самого белкина	1	4
94	состоит в	11	4
95	тем самым	5	4
96	в одном	1	4
97	имеем дело	1	4
98	белкина в	1	4
99	ли не	3	4
100	не менее	7	4
101	свою очередь	1	4
102	в пределах	3	4
103	и сам	6	4
104	произведение искусства	8	4
105	можно сказать	1	4
106	русской литературе	5	4
107	крайней мере	1	4
108	в заключительной	1	4
109	себя в	6	4
110	не есть	2	4
111	во втором	2	4
112	далеко не	3	4
113	по крайней	1	4
114	в данном	5	4
115	все же	4	4
116	перед нами	1	4
117	героя и	1	4
118	я и	7	3
119	едва ли	1	3
120	который в	1	3
121	мы не	1	3
122	говорить о	1	3
123	в целом	8	3
124	уже в	5	3
125	но как	1	3
126	ответ на	1	3
127	что они	1	3
128	в рамках	6	3
129	как в	5	3
130	поскольку он	2	3
131	из этих	2	3
132	с их	3	3
133	роль в	2	3
134	тому же	2	3
135	роли в	1	3
136	ключ к	1	3
137	нашего времени	2	3
138	у пушкина	1	3
139	подобно тому	2	3
140	в году	13	3
141	то же	5	3
142	в каждом	1	3
143	его в	3	3
144	самого пушкина	3	3
145	и того	2	3
146	одного и	1	3
147	эстетического отношения	1	3
148	точки зрения	6	3
149	не столько	5	3
150	в то	5	3
151	дело не	2	3
152	же время	5	3
153	личности в	1	3
154	с ее	1	3
155	в ее	1	3
156	данном случае	4	3
157	не должно	1	3
158	в произведении	1	3
159	так в	1	3
160	мысль о	1	3
161	путь к	1	3
162	именно в	1	3
163	было бы	2	3
164	на языке	1	3
165	однако с	1	3
166	по воле	1	3
167	этом отношении	2	3
168	в особенности	1	3
169	в финале	1	3
170	еще и	3	3
171	что не	2	3
172	не было	3	3
173	воспринимающего сознания	1	3
174	однако и	1	3
175	не всегда	1	3
176	он и	3	3
177	как это	8	3
178	к жизни	1	3
179	авторская позиция	1	3
180	пока еще	1	3
181	присутствия я	1	3
182	впервые в	1	3
183	по поводу	2	3
184	к этому	1	3
185	например в	3	2
186	самом деле	2	2
187	по преимуществу	4	2
188	в литературу	1	2
189	есть не	1	2
190	в становлении	1	2
191	жизненной позиции	1	2
192	а для	2	2
193	на себя	2	2
194	целого в	1	2
195	власть над	1	2
196	и он	1	2
197	жизненные позиции	1	2
198	не от	1	2
199	освобождения от	2	2
200	нам представляется	1	2
201	во всех	1	2
202	со всеми	1	2
203	конечном счете	4	2
204	в общем	1	2
205	очевидно что	1	2
206	отличие от	5	2
207	более чем	3	2
208	по сути	1	2
209	как к	1	2
210	вследствие которого	2	2
211	личностного я	2	2
212	могли бы	1	2
213	как уже	1	2
214	но в	3	2
215	в противоположность	1	2
216	все эти	2	2
217	в ответ	1	2
218	в себе	7	2
219	и рецептивная	1	2
220	после чего	1	2
221	так сказать	1	2
222	наш взгляд	5	2
223	в нем	2	2
224	в лирике	3	2
225	не как	4	2
226	самсона вырина	2	2
227	и вот	1	2
228	уже говорилось	1	2
229	о его	1	2
230	и по	1	2
231	значительной степени	1	2
232	это не	4	2
233	с самим	1	2
234	в жизни	6	2
235	а вот	1	2
236	готовится к	1	2
237	в них	1	2
238	с тем	1	2
239	несмотря на	3	2
240	художественного дискурса	1	2
241	иначе говоря	1	2
242	не мог	3	2
243	с точки	2	2
244	в принципе	3	2
245	в отличие	5	2
246	тем не	2	2
247	даже в	2	2
248	чистом виде	1	2
249	вплоть до	2	2
250	человеческого я	3	2
251	дело в	3	2
252	одна из	3	2
253	на наш	5	2
254	по своей	3	2
255	сводится к	3	2
256	в момент	1	2
257	могут быть	2	2
258	эстетического объекта	6	2
259	ролью в	1	2
260	подход к	1	2
261	говоря словами	3	2
262	стопного ямба	1	2
263	в себя	2	2
264	в дальнейшем	1	2
265	в борьбе	1	2
266	произведения как	1	2
267	и здесь	1	2
268	графу б	1	2
269	и т.д	1	2
270	в значительной	1	2
271	составляет не	1	2
272	сознания к	2	2
273	в конечном	5	2
274	в глазах	1	2
275	очевидным образом	1	2
276	тех пор	1	2
277	субъекта и	3	2
278	один из	3	2
279	только в	8	2
280	то в	1	2
281	который как	1	2
282	его автора	1	2
283	тот или	1	2
284	с одной	2	2
