N	2gram	Vygotskiy__7	Marksizm
1	точки зрения	28	34
2	может быть	7	26
3	и не	18	26
4	не может	11	24
5	с точки	21	20
6	и в	26	19
7	и его	12	19
8	языка как	1	17
9	таким образом	23	17
10	в этом	29	16
11	как бы	6	15
12	в процессе	5	14
13	как мы	14	13
14	языка и	1	13
15	прежде всего	7	13
16	как и	15	12
17	если мы	5	11
18	так и	3	11
19	связи с	4	11
20	и для	5	11
21	самом деле	6	10
22	в нем	2	10
23	в слове	11	10
24	в самом	9	10
25	внутренней речи	67	9
26	лишь в	2	9
27	внутренняя речь	15	9
28	только в	8	9
29	для него	3	9
30	в результате	1	9
31	все же	6	8
32	не только	24	8
33	при этом	1	8
34	друг друга	4	8
35	до сих	3	8
36	но и	11	8
37	сих пор	3	8
38	то что	24	8
39	во всех	6	7
40	в ее	6	7
41	точка зрения	1	7
42	но в	4	7
43	все эти	6	7
44	и те	1	7
45	то же	8	7
46	слова как	5	7
47	а не	6	7
48	в связи	1	7
49	так же	14	7
50	в направлении	5	7
51	отнюдь не	1	6
52	кроме того	1	6
53	так сказать	1	6
54	мы не	7	6
55	ничего не	2	6
56	и здесь	2	6
57	в его	4	6
58	в том	18	6
59	является не	2	6
60	с помощью	13	6
61	в основном	3	6
62	в смысле	6	6
63	другой стороны	1	6
64	того же	1	6
65	связи между	5	5
66	отличие от	2	5
67	конечно не	1	5
68	входит в	2	5
69	может стать	1	5
70	в отличие	2	5
71	не в	4	5
72	того чтобы	19	5
73	направлении к	2	5
74	совершается в	3	5
75	и все	1	5
76	этот вопрос	1	5
77	ясно что	1	5
78	в начале	5	5
79	в конце	4	5
80	вовсе не	2	5
81	с другой	4	5
82	за пределы	1	5
83	именно в	6	5
84	до конца	5	5
85	мы знаем	2	5
86	и потому	3	5
87	к этому	2	5
88	во всяком	2	5
89	переход от	1	4
90	что слово	2	4
91	оно может	1	4
92	вопрос о	6	4
93	нет и	3	4
94	как в	4	4
95	выражение в	6	4
96	и тот	1	4
97	было бы	6	4
98	мысли и	11	4
99	не менее	4	4
100	психологии в	3	4
101	по себе	3	4
102	в отношении	2	4
103	самого начала	7	4
104	внутренней жизни	1	4
105	не является	3	4
106	в ней	3	4
107	с самого	7	4
108	язык в	1	4
109	еще не	4	4
110	только на	3	4
