N	2gram	Vygotskiy__4	Tragedij
1	и в	33	18
2	в этом	28	9
3	не только	7	8
4	он сам	1	7
5	и с	2	7
6	и на	5	7
7	может быть	22	7
8	как бы	25	7
9	и не	13	7
10	но в	2	6
11	и его	5	6
12	же время	2	6
13	что он	20	6
14	у него	6	6
15	то же	9	5
16	все же	5	5
17	что это	13	5
18	это не	6	5
19	как и	5	5
20	несмотря на	1	5
21	в то	3	5
22	в дальнейшем	1	5
23	так и	3	5
24	не может	10	5
25	он всегда	1	4
26	я не	4	4
27	еще не	1	4
28	в себе	6	4
29	в целом	5	4
30	в этой	9	4
31	в нем	7	4
32	об этом	4	4
33	том что	22	4
34	и что	25	4
35	но и	3	4
36	и даже	1	4
37	прежде всего	2	4
38	так же	13	4
39	но это	1	4
40	все это	13	4
41	этот образ	1	4
42	что в	21	4
43	и все	12	4
44	то что	44	4
45	в мире	3	3
46	и он	3	3
47	эпизод с	3	3
48	как в	3	3
49	в своем	7	3
50	и как	5	3
51	все эти	6	3
52	при этом	2	3
53	то есть	13	3
54	должно быть	3	3
55	тем самым	3	3
56	что с	1	3
57	своего отца	1	3
58	с ее	3	3
59	и сам	1	3
60	жизнь и	4	3
61	с ним	5	3
62	к нему	1	3
63	в его	10	3
64	один из	2	3
65	романа и	1	3
66	уже в	2	3
67	для него	1	3
68	никто не	4	3
69	в конце	8	3
70	как будто	8	3
71	как это	14	3
72	что за	1	3
73	этого романа	1	2
74	в первом	1	2
75	из самых	1	2
76	и до	3	2
77	что эти	2	2
78	и за	3	2
79	а как	2	2
80	никогда не	5	2
81	и то	2	2
82	не был	2	2
83	столь же	2	2
84	с его	2	2
85	ее к	1	2
86	автора но	1	2
87	не просто	4	2
88	так что	7	2
89	и я	1	2
90	как говорит	2	2
91	о жизни	1	2
92	перед нами	6	2
93	говорит что	10	2
94	имеет в	1	2
95	в самом	12	2
96	бы и	2	2
97	по словам	2	2
98	он не	11	2
99	что она	10	2
100	но все	2	2
101	что все	11	2
102	его в	3	2
103	знает что	2	2
104	отца и	2	2
105	в это	2	2
106	ни в	3	2
107	с тем	4	2
108	любви и	1	2
109	что говорит	2	2
110	вопрос о	2	2
111	одном из	1	2
112	не в	2	2
113	что этот	3	2
114	но они	1	2
115	одна из	4	2
116	не имеет	2	2
117	к тому	12	2
118	и это	5	2
119	в ее	2	2
120	раз он	1	2
121	ничего не	2	2
122	создается впечатление	1	2
123	и здесь	3	2
124	о том	20	2
125	в глаза	1	2
126	что и	3	2
127	даже на	1	2
128	в том	21	2
129	и ее	2	2
130	в виде	3	2
131	в душе	1	2
132	не так	1	2
133	в одном	3	2
134	тем что	3	2
135	говорит о	4	2
136	до конца	7	2
137	ничем не	2	2
138	в рассказе	8	2
139	ребенка и	1	2
140	с первого	1	2
141	о его	1	2
142	еще раз	3	2
143	это уже	1	2
144	потому что	24	2
145	личности и	1	2
146	в частности	4	2
147	по поводу	4	2
148	во сне	1	2
149	в таком	4	2
150	точно так	3	2
151	нельзя же	1	1
152	только он	1	1
153	и т	6	1
154	узнаем в	1	1
155	например в	3	1
156	рассказ об	1	1
157	он считает	1	1
158	от самой	1	1
159	с жизнью	1	1
160	человека и	1	1
161	сам по	2	1
162	и др	1	1
163	самом деле	12	1
164	силы и	2	1
165	к своей	3	1
166	это и	5	1
167	распространять на	1	1
168	на деле	1	1
169	и есть	4	1
170	прием и	1	1
171	от самого	1	1
172	поэтому он	1	1
173	на две	2	1
174	сам автор	2	1
175	в какой-то	1	1
176	мать и	2	1
177	века в	1	1
178	той же	4	1
179	и психологической	1	1
180	смотреть на	1	1
181	совершает в	1	1
182	исследования в	1	1
183	вместо того	2	1
184	событий и	3	1
185	в виду	2	1
186	откуда же	1	1
187	в сцене	1	1
188	в ней	6	1
189	эти мысли	2	1
190	усиливает и	1	1
191	литературы и	2	1
192	представляет собой	2	1
193	быть в	1	1
194	в чем	1	1
195	во всех	2	1
196	драме в	1	1
197	на другой	1	1
198	мечта о	1	1
199	но не	3	1
200	могло быть	1	1
201	но как	1	1
202	всем его	1	1
203	значение и	1	1
204	свою трагедию	2	1
205	а он	1	1
206	с совершенно	4	1
207	за пределы	1	1
208	в настоящем	1	1
209	его романа	1	1
210	в истории	1	1
211	материалом для	1	1
212	что именно	3	1
213	вот как	3	1
214	что ее	2	1
215	мысль о	1	1
216	и наконец	2	1
217	неизмеримо более	1	1
218	для ее	1	1
219	и хотя	1	1
220	роль играет	1	1
221	со своей	1	1
222	чтобы превратить	2	1
223	в которой	4	1
224	бы не	2	1
225	за себя	1	1
226	только один	1	1
227	говорит не	2	1
228	как он	5	1
229	если он	2	1
230	не могла	1	1
231	жизни ее	2	1
232	и если	9	1
233	вообще не	1	1
234	эти сюжетные	1	1
235	форму то	1	1
236	так сказать	1	1
237	для разработки	2	1
238	и еще	1	1
239	что нужно	1	1
240	в скрытом	1	1
241	что тут	1	1
242	и холодного	2	1
243	никому не	2	1
244	на этом	3	1
245	что сам	1	1
246	таким образом	13	1
247	от нее	1	1
248	но без	1	1
249	повторяет в	1	1
250	здесь мы	3	1
251	факт что	1	1
252	ввел в	2	1
253	за то	3	1
254	в другом	1	1
255	видит что	4	1
256	вещей это	1	1
257	и чтобы	2	1
258	на все	2	1
259	потому как	1	1
260	это было	4	1
261	заключается в	5	1
262	что лицо	1	1
263	времени так	1	1
264	вспомним как	1	1
265	начала трагедии	1	1
266	этом романе	1	1
267	быть не	2	1
268	этом мы	1	1
269	но уже	1	1
270	в них	2	1
271	он же	1	1
272	что ему	2	1
273	всю жизнь	2	1
274	эту тему	1	1
275	со своими	1	1
276	для чего	4	1
277	с такой	2	1
278	человека мы	1	1
279	обратимся к	3	1
280	мертвецы в	1	1
281	перед собой	1	1
282	почти в	2	1
283	но если	3	1
284	в своей	4	1
285	этой связи	1	1
