N	4gram	Vygotskiy__7	Literetu
1	с одной стороны и	3	2
2	в том числе и	1	2
3	бесплотная в чертог теней	1	1
4	о том что они	1	1
5	не что иное как	1	1
6	позабыл что я хотел	1	1
7	и вместе с тем	2	1
8	с этой точки зрения	4	1
9	состоит в том что	3	1
10	только по отношению к	1	1
11	в чертог теней вернется	1	1
12	мысль бесплотная в чертог	1	1
13	состоит как раз в	1	1
14	и мысль бесплотная в	1	1
15	слово позабыл что я	1	1
16	сказать и мысль бесплотная	1	1
17	только на то что	1	1
18	я хотел сказать и	1	1
19	что я хотел сказать	1	1
20	хотел сказать и мысль	1	1
21	в каждый данный момент	1	1
22	я слово позабыл что	1	1
