N	3gram	Bakhtin_fo_2	Myshleni
1	для того чтобы	7	14
2	в том что	3	11
3	с точки зрения	8	9
4	друг с другом	4	7
5	по сравнению с	1	5
6	в этом отношении	2	5
7	с самого начала	1	5
8	можно сказать что	1	5
9	в другом месте	2	4
10	то же самое	2	4
11	но он не	1	4
12	с этой точки	1	4
13	то время как	1	4
14	этой точки зрения	1	4
15	в то время	1	4
16	о том что	1	4
17	это значит что	2	4
18	друг от друга	2	4
19	и того же	1	3
20	в этом случае	2	3
21	вместо того чтобы	1	3
22	до сих пор	2	3
23	с одной стороны	1	3
24	в свою очередь	1	3
25	не может быть	1	3
26	одного и того	1	3
27	так что в	1	2
28	том что он	1	2
29	о том как	3	2
30	что он не	1	2
31	в отличие от	1	2
32	вместе с тем	1	2
33	лежит в основе	2	2
34	но при этом	1	2
35	не до конца	1	2
36	эта точка зрения	1	2
37	с другой стороны	1	2
38	того что было	1	2
39	только в пределах	1	2
40	но все же	1	2
41	что должно быть	1	2
42	в основе этой	1	2
43	как мы видели	1	2
44	и в другом	1	2
45	не может не	1	1
46	что в этом	2	1
47	сводится к тому	1	1
48	мы имеем в	2	1
49	с ним но	1	1
50	имеем в виду	3	1
51	на самом деле	1	1
52	мы будем их	1	1
53	как и во	1	1
54	в том числе	3	1
55	в том же	4	1
56	они не могут	1	1
57	на первый план	2	1
58	только в том	1	1
59	говорит он что	1	1
60	они вовсе не	1	1
61	как мы увидим	1	1
62	но прежде чем	1	1
63	так сказать по	1	1
64	к самой природе	1	1
65	том числе и	2	1
66	так и здесь	1	1
67	одно и то	1	1
68	таким образом и	1	1
69	до конца она	1	1
70	в себя и	1	1
71	и то же	1	1
72	здесь имеет место	1	1
73	все более и	1	1
74	в связи с	7	1
75	мы уже говорили	3	1
76	место его в	1	1
77	он не знает	1	1
78	с ним в	1	1
79	к этому вопросу	1	1
80	на основе этого	1	1
81	не было бы	2	1
82	но в той	1	1
83	со всеми своими	1	1
84	же самое время	1	1
85	по аналогии с	1	1
86	и вместе с	1	1
87	более и более	1	1
88	но в этом	1	1
89	но не на	1	1
90	более глубокий и	1	1
91	в другом случае	1	1
92	в то же	4	1
93	он так же	1	1
94	к тому что	1	1
95	к вопросу о	3	1
96	тем более не	1	1
97	там где они	1	1
98	в этом процессе	1	1
99	вместе с этим	1	1
100	той или иной	1	1
101	и вопрос о	1	1
