N	2gram	Losev_Prob_3	NovoeSre
1	а не	18	17
2	и в	44	16
3	не может	7	16
4	совсем не	2	12
5	и не	35	11
6	и есть	5	10
7	в эпоху	1	9
8	что в	8	9
9	в том	21	8
10	жизни и	6	8
11	он не	8	8
12	в этом	17	7
13	может быть	28	7
14	как и	10	7
15	это есть	3	7
16	не в	13	6
17	ни в	8	6
18	никогда не	6	6
19	лишь в	1	6
20	но это	8	6
21	с ее	2	5
22	в ней	5	5
23	истории в	1	5
24	и к	6	5
25	не только	14	5
26	в жизни	1	5
27	все это	5	5
28	в нем	9	5
29	и общественной	1	5
30	быть может	1	4
31	о том	6	4
32	xix и	1	4
33	перестает быть	1	4
34	в них	1	4
35	то что	23	4
36	это не	9	4
37	прежде всего	3	4
38	не было	5	4
39	и потому	7	4
40	по своему	2	4
41	значит что	7	4
42	не менее	10	4
43	и для	2	4
44	не имеет	9	4
45	и все	3	4
46	потому что	25	4
47	с другой	7	3
48	смысле слова	8	3
49	в ее	4	3
50	в ночи	1	3
51	должна быть	1	3
52	вопрос о	1	3
53	еще не	5	3
54	во всех	2	3
55	за пределы	5	3
56	в истории	1	3
57	как в	5	3
58	не значит	3	3
59	подобно тому	1	3
60	но и	10	3
61	это было	2	3
62	не есть	35	3
63	стремится к	1	3
64	не означает	1	3
65	с тем	5	3
66	в своей	5	3
67	перейти от	1	3
68	она не	3	3
69	что такое	3	3
70	революции и	1	3
71	не существует	1	3
72	в основе	2	3
73	к ее	1	3
74	к тому	3	3
75	дня и	1	3
76	сказать что	16	3
77	и это	9	2
78	же как	3	2
79	более не	1	2
80	это и	7	2
81	время как	4	2
82	не имеют	4	2
83	ведь и	1	2
84	можно было	4	2
85	так и	10	2
86	к самой	1	2
87	мы не	7	2
88	и с	9	2
89	для этого	6	2
90	будет уже	2	2
91	и ночи	1	2
92	и что	7	2
93	и на	1	2
94	быть в	2	2
95	но не	3	2
96	все время	1	2
97	с этим	2	2
98	ни к	3	2
99	хотя и	5	2
100	но в	12	2
101	который в	2	2
102	все эти	7	2
103	с одной	2	2
104	себя в	2	2
105	с их	2	2
106	есть в	3	2
107	в себе	8	2
108	уже не	7	2
109	вернуться к	2	2
110	не будут	2	2
111	не к	1	2
112	том чтобы	1	2
113	нашего времени	1	2
114	у него	1	2
115	что она	1	2
116	и заключается	1	2
117	в одну	1	2
118	что все	2	2
119	и даже	14	2
120	русской революции	1	2
121	в природе	2	2
122	зависит от	1	2
123	духовной жизни	1	2
124	и начала	1	2
125	для чего	2	2
126	том что	12	2
127	вместе с	2	2
128	так же	5	2
129	мы говорим	4	2
130	мысли и	1	2
131	одной стороны	1	2
132	такого рода	6	2
133	другой стороны	5	2
134	по существу	2	2
135	том и	1	2
136	и общества	2	2
137	если нет	2	2
138	как будто	3	2
139	как это	2	2
140	но для	1	2
141	равно как	1	2
142	в то	9	2
143	мысли в	1	2
144	того чтобы	1	2
145	формы и	3	2
146	и от	9	2
147	не ставит	1	2
148	хотя бы	3	2
149	все они	2	2
150	а в	5	2
151	от всякого	2	2
152	заключается что	1	2
153	когда мы	15	2
154	могут быть	2	2
155	можно назвать	1	2
156	от этой	1	1
157	ночь как	1	1
158	сторона есть	1	1
159	для себя	2	1
160	он может	1	1
161	только потому	2	1
162	будет сказать	1	1
163	к таким	1	1
164	живое и	1	1
165	будет употреблять	1	1
166	он требует	1	1
167	и до	2	1
168	слова а	2	1
169	и этот	1	1
170	в образе	1	1
171	с собой	3	1
172	на нее	1	1
173	мы уже	4	1
174	не с	1	1
175	ней нет	1	1
176	получает все	1	1
177	пустоте и	1	1
178	к тем	1	1
179	символики которая	1	1
180	и совсем	1	1
181	с ним	7	1
182	нас и	2	1
183	можно сказать	6	1
184	говорить о	3	1
185	о самом	1	1
186	оно есть	1	1
187	то это	10	1
188	только так	1	1
189	не был	2	1
190	в виду	10	1
191	еще при	1	1
192	с большим	2	1
193	нужно будет	1	1
194	на нем	1	1
195	в какие	1	1
196	в чем	4	1
197	и во	2	1
198	все в	1	1
199	не могут	1	1
200	своего рода	1	1
201	нем не	1	1
202	то он	2	1
203	вопросу о	1	1
204	также еще	1	1
205	есть своя	1	1
206	сторон жизни	1	1
207	переходит в	2	1
208	значение и	5	1
209	в его	9	1
210	есть по	1	1
211	себе и	1	1
212	отличие от	3	1
213	не хотел	1	1
214	и только	6	1
215	уже во	2	1
216	и она	1	1
217	но тут	2	1
218	в своем	5	1
219	и нет	2	1
220	возможно было	1	1
221	что он	9	1
222	в каком-то	1	1
223	только в	19	1
224	во всем	1	1
225	вступление в	1	1
226	от этого	1	1
227	в этот	1	1
228	в самом	3	1
229	не хочет	1	1
230	а во-вторых	1	1
231	а возможно	1	1
232	то время	4	1
233	он в	2	1
234	своей основе	1	1
235	из этих	1	1
236	и противопоставлять	1	1
237	тоже не	5	1
238	в известном	2	1
239	же и	4	1
240	для всех	1	1
241	к идее	1	1
242	и у	2	1
243	уже в	3	1
244	дальше и	1	1
245	существу своему	1	1
246	человеческого духа	1	1
247	свидетельствует о	1	1
248	вообще не	1	1
249	из них	2	1
250	бы к	3	1
251	к своим	1	1
252	сказать мы	1	1
253	для того	1	1
254	земли и	1	1
255	всяком случае	6	1
256	и когда	1	1
257	нуждается в	1	1
258	к одному	1	1
259	слова в	1	1
260	сами по	6	1
261	в конце	5	1
262	говорим что	1	1
263	но ведь	1	1
264	они сами	1	1
265	не ставится	1	1
266	друг друга	2	1
267	нам суждено	1	1
268	которые могут	1	1
269	тем что	4	1
270	историческую эпоху	1	1
271	к той	1	1
272	в нее	1	1
273	от того	2	1
274	но все	3	1
275	это конечно	1	1
276	от нее	1	1
277	это значит	4	1
278	значение в	3	1
279	жизни для	1	1
280	из всех	1	1
281	них не	1	1
282	внутри которого	1	1
283	говорим о	3	1
284	красота и	1	1
285	на ее	2	1
286	с другими	3	1
287	который и	1	1
288	нельзя сказать	2	1
289	было бы	8	1
290	он есть	2	1
291	а это	3	1
292	себя и	1	1
293	в отличие	2	1
294	что не	1	1
295	но оно	3	1
296	что будет	1	1
297	для них	2	1
298	нет в	1	1
299	они не	1	1
300	в этой	3	1
301	ничем не	2	1
302	имеют никакого	2	1
303	не на	1	1
304	средневекового типа	1	1
305	не всегда	1	1
306	нельзя будет	1	1
307	жизнь в	3	1
308	идеями и	1	1
309	человеческой жизни	2	1
310	далеко еще	1	1
311	ее на	1	1
312	бог и	1	1
313	когда она	2	1
314	имеет никакой	1	1
315	что мы	8	1
316	и того	1	1
317	он и	2	1
318	одного и	1	1
319	перед собой	1	1
320	в этих	2	1
321	может иметь	3	1
322	во время	1	1
323	уже давно	1	1
324	символична в	1	1
325	но если	6	1
326	она сама	1	1
327	особого типа	1	1
328	и особенно	2	1
329	в такой	1	1
330	мы конечно	1	1
331	и всеми	1	1
332	в котором	2	1
333	только для	1	1
334	что вся	2	1
335	возможны только	2	1
336	себе если	1	1
337	мы в	4	1
338	не столько	2	1
339	не должно	1	1
340	у нас	10	1
341	другой же	1	1
342	как другие	1	1
343	но сам	1	1
344	войне и	1	1
345	и нами	1	1
346	нужно считать	1	1
347	но он	1	1
348	ночи у	1	1
349	быть только	1	1
350	мы должны	7	1
351	и более	2	1
352	получает свое	1	1
353	том смысле	3	1
354	быть не	1	1
355	по себе	25	1
356	сам этот	1	1
357	в той	3	1
358	нас к	2	1
359	и вся	1	1
360	и очень	3	1
361	будто бы	3	1
362	нет никакого	4	1
363	сих пор	2	1
364	так как	9	1
365	есть прежде	1	1
366	есть принцип	2	1
367	к вопросу	1	1
368	эта символическая	1	1
369	в более	1	1
370	это уже	3	1
371	и имеет	1	1
372	до сих	2	1
373	того и	1	1
374	а к	2	1
375	но также	2	1
376	особого рода	1	1
377	всего что	1	1
378	а во	1	1
379	или иная	3	1
380	они являются	1	1
381	бы он	1	1
382	к этой	1	1
383	к ней	1	1
384	моря и	1	1
385	и его	5	1
386	а также	4	1
387	или не	1	1
388	есть уже	3	1
389	они будут	1	1
390	человеческого общества	1	1
391	гораздо больше	2	1
392	нет ничего	6	1
393	в каком	4	1
394	та или	3	1
395	к ночи	1	1
396	того же	2	1
397	жизни а	3	1
398	есть только	4	1
399	огромного напряжения	1	1
400	во все	1	1
401	и вполне	5	1
402	есть и	2	1
403	когда само	1	1
404	в которой	2	1
405	мысли но	1	1
406	всегда есть	2	1
407	эти слова	2	1
408	во всяком	9	1
409	оно не	1	1
410	как на	2	1
