N	2gram	Medvedev_V_1	FransuaR
1	и в	2	49
2	и его	1	17
3	в этом	1	15
4	и не	1	15
5	только в	1	13
6	все это	1	9
7	то же	1	7
8	именно в	1	6
9	так как	1	6
10	том что	2	4
11	в самом	1	3
12	да и	1	3
13	далеко не	1	3
14	так в	1	3
15	в значительной	1	3
16	в книге	3	3
17	в том	2	3
18	же с	1	2
19	что слово	1	2
20	значительной степени	1	2
21	по поводу	1	2
22	в их	1	2
23	в устах	1	2
24	другом месте	1	2
25	и т.д	1	2
26	в другом	1	2
27	в конце	2	2
28	под влиянием	1	2
29	для них	1	2
30	по существу	1	2
31	но это	1	2
32	и то	1	1
33	самом деле	1	1
34	говоря о	1	1
35	к созданию	1	1
36	время в	1	1
37	не будем	1	1
38	к чему	1	1
39	без учета	1	1
40	то я	1	1
41	главным образом	1	1
42	новой комбинации	1	1
43	связанным с	1	1
44	том же	1	1
45	и почти	1	1
46	дело в	1	1
47	то чего	1	1
48	я не	1	1
49	потому что	1	1
50	конце концов	2	1
51	хотя бы	1	1
52	ясно что	1	1
53	году о	1	1
54	по своим	1	1
55	как же	1	1
56	в частности	1	1
57	к этому	1	1
