N	3gram	Vygotskiy__1	Hudozhes
1	в том что	9	11
2	о том что	7	7
3	подобно тому как	5	4
4	в самом деле	7	3
5	не может быть	8	3
6	как и в	4	3
7	в конечном счете	3	3
8	с одной стороны	5	3
9	для того чтобы	5	3
10	тем не менее	2	3
11	том что она	3	2
12	состоит в том	2	2
13	и в этом	1	2
14	с точки зрения	2	2
15	только в том	3	2
16	до сих пор	3	2
17	и т п	15	2
18	так же как	4	2
19	то же самое	2	2
20	как будто бы	2	2
21	не только не	3	2
22	не только в	1	2
23	тому что он	1	2
24	к тому же	1	2
25	и т д	8	2
26	не в состоянии	3	1
27	то что я	2	1
28	принадлежит к числу	1	1
29	не следует что	1	1
30	дело в том	1	1
31	но то что	1	1
32	но это только	1	1
33	в настоящее время	2	1
34	же как и	1	1
35	как например в	1	1
36	как к источнику	1	1
37	именно то что	1	1
38	при этом он	1	1
39	что человек есть	1	1
40	в том случае	2	1
41	между тем как	1	1
42	в этом отношении	2	1
43	и не будет	1	1
44	том числе и	1	1
45	точно так же	3	1
46	в приложении к	1	1
47	то или иное	2	1
48	к жизни и	1	1
49	в таком случае	2	1
50	не то что	1	1
51	и то что	1	1
52	том случае если	1	1
53	в это время	1	1
54	едва ли не	1	1
55	приводит к тому	1	1
56	в противоречие с	2	1
57	у него в	1	1
58	из виду что	1	1
59	то что она	1	1
60	особенно в его	1	1
61	и не было	1	1
62	то время как	5	1
63	на деле не	1	1
64	и потому не	1	1
65	и тот и	1	1
66	с другой стороны	5	1
67	только о том	1	1
68	и в том	1	1
69	случайное и бессмысленное	1	1
70	потому что это	1	1
71	и над ними	1	1
72	а в том	2	1
73	как и всякая	1	1
74	произведение искусства в	1	1
75	в котором она	1	1
76	заключается в том	6	1
77	в то время	5	1
78	в первом случае	1	1
79	та или иная	1	1
80	и в самом	2	1
81	с самого начала	1	1
82	это отнюдь не	1	1
83	именно потому что	1	1
84	можно сказать что	1	1
85	лежит в основе	1	1
86	как мы знаем	1	1
87	как бы в	1	1
88	в одном из	2	1
89	в том числе	1	1
90	каждого из нас	1	1
91	мы имеем дело	1	1
92	что и в	2	1
93	случае если бы	1	1
94	вслед за этим	1	1
