N	2gram	Bakhtin_Pr_5	Narrotol
1	не только	10	26
2	а не	4	17
3	но и	14	15
4	при этом	2	14
5	в том	5	14
6	в качестве	1	14
7	и не	27	14
8	в этом	14	13
9	и в	35	13
10	том что	3	13
11	только в	6	11
12	может быть	14	10
13	в данном	1	10
14	своего рода	2	9
15	сводится к	3	9
16	так и	8	9
17	то есть	16	9
18	к тому	6	9
19	а в	7	9
20	в себе	5	8
21	то что	10	8
22	не в	10	8
23	не может	18	8
24	к себе	18	7
25	у него	4	6
26	в своем	2	6
27	все же	8	6
28	и к	12	6
29	но в	19	6
30	в жизни	2	6
31	никогда не	4	6
32	ничего не	3	6
33	данном случае	1	6
34	и т.п	6	6
35	можно сказать	1	6
36	в его	21	6
37	того что	3	6
38	прежде всего	12	6
39	как бы	31	6
40	героя в	5	6
41	я не	8	5
42	ответ на	1	5
43	отличие от	2	5
44	что он	24	5
45	как в	5	5
46	хотя и	2	5
47	в нем	16	5
48	тем не	1	5
49	он не	13	5
50	таким образом	7	5
51	на протяжении	5	5
52	далеко не	1	5
53	точки зрения	7	5
54	в котором	3	5
55	в то	11	5
56	на него	5	5
57	о том	2	5
58	в форме	3	5
59	с одной	1	5
60	по отношению	6	5
61	с другой	4	5
62	себе самому	18	5
63	в той	4	5
64	в отличие	2	5
65	я в	4	5
66	отношению к	7	5
67	то же	15	4
68	в ее	3	4
69	в этой	1	4
70	отнюдь не	1	4
71	перед нами	1	4
72	что это	4	4
73	тому же	3	4
74	уже не	3	4
75	в мире	4	4
76	об этом	1	4
77	все его	4	4
78	в своей	4	4
79	в конце	5	4
80	не менее	2	4
81	при всей	1	4
82	в себя	1	4
83	времени и	2	4
84	если бы	1	4
85	и т.д	3	4
86	в другом	12	4
87	для него	14	4
88	в рассказе	2	4
89	как и	18	4
90	не является	1	4
91	и все	15	4
92	с ним	7	4
93	же в	1	4
94	и у	4	4
95	что в	6	4
96	для себя	7	3
97	самом деле	10	3
98	а как	2	3
99	с его	7	3
100	но не	6	3
101	что они	6	3
102	в произведениях	2	3
103	как к	5	3
104	в целом	3	3
105	все эти	3	3
106	в ответ	1	3
107	и его	14	3
108	особое место	1	3
109	так сказать	2	3
110	не следует	1	3
111	внутренней речи	5	3
112	и по	2	3
113	самим собой	7	3
114	того или	1	3
115	в итоге	1	3
116	в слове	6	3
117	характер и	2	3
118	которой он	3	3
119	и того	2	3
120	о герое	1	3
121	что я	13	3
122	тому что	2	3
123	одна из	1	3
124	пока еще	2	3
125	того чтобы	1	3
126	же время	10	3
127	по своей	2	3
128	этом отношении	1	3
129	той или	4	3
130	и сам	7	3
131	действующих лиц	1	3
132	о нем	2	3
133	это не	3	3
134	к ней	2	3
135	один из	1	3
136	с ними	5	3
137	никак не	1	3
138	между тем	4	3
139	то и	1	3
140	или даже	1	3
141	интриги в	1	3
142	для других	3	3
143	как раз	4	3
144	и даже	5	3
145	или иной	4	3
146	человек в	1	3
147	да и	5	3
148	с этой	2	3
149	в аспекте	1	3
150	и для	8	3
151	сказать что	3	3
152	к его	1	3
153	он может	1	2
154	к другому	16	2
155	по его	1	2
156	героя на	2	2
157	мы не	1	2
158	своих героев	1	2
159	ему в	1	2
160	в каждой	2	2
161	в ней	2	2
162	еще не	7	2
163	в сердце	1	2
164	он сам	6	2
165	столь же	2	2
166	в чем	4	2
167	на самом	9	2
168	этого рассказа	1	2
169	xix столетия	1	2
170	себе и	7	2
171	в центре	1	2
172	встречи с	1	2
173	внутренняя жизнь	1	2
174	ней в	1	2
175	могли бы	1	2
176	мертвых душ	1	2
177	в самом	6	2
178	бы с	2	2
179	раз в	2	2
180	роль в	1	2
181	как он	2	2
182	вследствие этого	1	2
183	к миру	1	2
184	когда все	1	2
185	чтобы в	1	2
186	той же	2	2
187	себя не	1	2
188	зрения на	1	2
189	было бы	3	2
190	на второй	1	2
191	бы на	1	2
192	с точки	2	2
193	и что	6	2
194	и другого	2	2
195	но он	4	2
196	с такою	1	2
197	и более	1	2
198	однако в	2	2
199	и такого	1	2
200	что с	2	2
201	в процессе	1	2
202	говорить о	3	2
203	достоевского и	2	2
204	только не	1	2
205	потому что	8	2
206	со своим	2	2
207	с таким	2	2
208	к читателю	1	2
209	его внутренней	4	2
210	я сам	7	2
211	оно не	1	2
212	но для	2	2
213	и он	2	2
214	подобно тому	2	2
215	здесь не	1	2
216	не могу	3	2
217	себе самом	5	2
218	мысль о	1	2
219	всей своей	2	2
220	на свой	1	2
221	что у	6	2
222	можно было	2	2
223	те же	2	2
224	участия в	1	2
225	том как	1	2
226	все те	1	2
227	что и	3	2
228	и дело	1	2
229	но зато	4	2
230	протяжении рассказа	1	2
231	не происходит	1	2
232	со всеми	3	2
233	себя в	2	2
234	в виде	7	2
235	в начале	3	2
236	не все	1	2
237	в душе	2	2
238	о них	2	2
239	у меня	6	2
240	участие в	1	2
241	обратиться к	1	2
242	а то	1	2
