N	2gram	Medvedev_F_3	Dialekti
1	не есть	4	54
2	т е	32	48
3	и не	30	27
4	а не	17	26
5	точки зрения	16	25
6	и т	11	24
7	и в	27	24
8	это значит	2	24
9	не только	9	23
10	т д	6	23
11	по себе	4	20
12	не может	24	19
13	не просто	1	18
14	ничего не	2	17
15	допустим что	2	16
16	и что	3	15
17	с точки	14	14
18	то что	8	14
19	в таком	2	14
20	таким образом	18	13
21	что он	6	13
22	вовсе не	28	13
23	может быть	25	13
24	и даже	2	13
25	что это	3	12
26	того что	3	12
27	не менее	7	11
28	что же	5	11
29	таком случае	1	10
30	в сущности	2	10
31	отнюдь не	8	10
32	тем не	2	10
33	только не	2	10
34	она есть	3	10
35	есть не	1	9
36	то это	1	9
37	что она	2	9
38	ни в	8	9
39	но и	10	9
40	нет ничего	1	9
41	в этом	18	8
42	и как	4	8
43	учение о	2	8
44	отличается от	2	8
45	так что	1	8
46	прежде всего	4	8
47	что мы	1	8
48	том что	4	8
49	если же	5	8
50	это и	2	7
51	в самом	11	7
52	как и	14	7
53	нет никакого	1	7
54	никогда не	5	7
55	как раз	8	7
56	потому что	7	7
57	ясно что	3	7
58	в виду	3	7
59	только на	4	7
60	даже и	1	7
61	ничем не	1	7
62	и нет	1	7
63	что в	8	7
64	самом деле	16	6
65	должна быть	3	6
66	то же	15	6
67	об этом	1	6
68	и с	3	6
69	возможно только	2	6
70	превращается в	2	6
71	оно не	3	6
72	утверждать что	1	6
73	если бы	12	6
74	что и	2	6
75	и только	2	6
76	отлично от	1	6
77	о том	4	6
78	и жизни	1	6
79	так как	9	6
80	даже не	1	6
81	и пр	15	6
82	не на	3	6
83	и все	8	6
84	все это	7	6
85	кроме того	1	6
86	от всего	1	6
87	но если	2	6
88	сам по	1	5
89	что его	1	5
90	хотя и	1	5
91	он не	1	5
92	одно и	1	5
93	так и	21	5
94	было бы	6	5
95	от отца	1	5
96	в них	3	5
97	мы не	4	5
98	и тогда	2	5
99	в том	7	5
100	есть всегда	1	5
101	в то	7	5
102	тогда когда	4	5
103	и притом	2	5
104	и его	19	5
105	всегда есть	1	5
106	только в	8	5
107	уже не	3	5
108	одно из	1	5
109	что для	1	5
110	как это	4	5
111	с этой	1	5
112	но это	2	5
113	или не	1	5
114	жизни и	4	5
115	и то	1	4
116	говорить о	2	4
117	мы и	3	4
118	первый план	1	4
119	нет и	3	4
120	сама по	1	4
121	в истории	5	4
122	конечно не	4	4
123	подобно тому	4	4
124	он просто	1	4
125	это не	3	4
126	на первый	1	4
127	если нет	1	4
128	тому что	3	4
129	как о	2	4
130	но только	1	4
131	от того	2	4
132	не могут	10	4
133	а что	3	4
134	и это	2	4
135	чтобы быть	1	4
136	можно только	2	4
137	жизнь и	3	4
138	о нем	3	4
139	к тому	4	4
140	с другой	6	4
141	тело и	1	4
142	е не	1	4
143	для него	1	4
144	или иной	2	4
145	говорит о	1	4
146	у нас	3	4
147	так же	9	4
148	где же	1	4
149	тому как	5	4
150	при всем	1	4
151	сознания и	2	4
152	хотя бы	6	4
153	е в	1	4
154	сказать что	3	4
155	была бы	2	3
156	мы уже	3	3
157	той же	3	3
