N	2gram	Voloshinov_1	Narrotol
1	не только	4	31
2	но и	3	27
3	и не	10	23
4	при этом	6	19
5	может быть	14	15
6	в качестве	1	14
7	в частности	1	14
8	как и	5	13
9	а не	5	13
10	в этом	4	12
11	только в	6	12
12	и в	12	11
13	в данном	2	11
14	и его	13	10
15	то есть	1	9
16	во времени	1	9
17	то что	5	9
18	то же	5	8
19	не может	16	8
20	данном случае	2	8
21	в том	6	8
22	уже не	4	8
23	и т.п	1	8
24	но в	5	7
25	том что	5	7
26	если бы	9	7
27	на протяжении	1	7
28	у него	1	7
29	и он	1	6
30	в самом	4	6
31	не в	4	6
32	в себе	3	6
33	тому же	2	6
34	к тому	1	6
35	в его	2	6
36	как бы	13	6
37	жизни и	4	6
38	и на	4	5
39	перед нами	1	5
40	так и	4	5
41	точки зрения	14	5
42	в своей	3	5
43	можно сказать	5	5
44	точка зрения	3	5
45	столь же	1	5
46	то в	1	4
47	на себя	1	4
48	еще не	3	4
49	с его	2	4
50	но не	2	4
51	как в	5	4
52	все же	4	4
53	хотя и	1	4
54	в нем	6	4
55	по себе	3	4
56	и тем	1	4
57	в одном	1	4
58	в то	2	4
59	того чтобы	1	4
60	никогда не	5	4
61	в ней	6	4
62	о том	3	4
63	же время	1	4
64	к нему	4	4
65	в литературе	4	4
66	того что	3	4
67	для него	3	4
68	у нее	1	4
69	прежде всего	8	4
70	о чем	1	4
71	или не	3	4
72	имеет место	2	4
73	и то	2	3
74	самом деле	3	3
75	едва ли	2	3
76	мы имеем	2	3
77	мы не	3	3
78	в своем	2	3
79	в целом	1	3
80	в нашем	11	3
81	он не	2	3
82	подобно тому	1	3
83	и с	3	3
84	это не	2	3
85	в воспринимающем	1	3
86	в жизни	5	3
87	кругозора и	2	3
88	в слове	1	3
89	не всегда	1	3
90	в современной	1	3
91	еще раз	2	3
92	и ее	3	3
93	тем не	3	3
94	не менее	3	3
95	в русской	1	3
96	как будто	1	3
97	этом отношении	1	3
98	у нас	1	3
99	и о	1	3
100	но при	1	3
101	сводится к	1	3
102	в конечном	1	3
103	между тем	3	3
104	по отношению	11	3
105	в пространстве	1	3
106	именно в	1	3
107	не было	1	3
108	как это	2	3
109	тому как	1	3
110	но для	3	3
111	это уже	1	3
112	не является	1	3
113	не существует	1	3
114	и все	2	3
115	отношению к	11	3
116	героя в	1	3
117	что в	2	3
118	именно эта	1	2
119	тем же	1	2
120	в зависимости	2	2
121	ситуации в	1	2
122	и для	3	2
123	высказывания в	1	2
124	не вполне	1	2
125	зависимости от	4	2
126	между собой	2	2
127	в чем	2	2
128	как если	4	2
129	один и	1	2
130	отнюдь не	5	2
131	если она	1	2
132	так называемая	1	2
133	зрения как	1	2
134	та же	1	2
135	слово это	2	2
136	зрительный образ	1	2
137	художественного высказывания	1	2
138	и вот	1	2
139	одно и	2	2
140	входит в	1	2
141	и иных	1	2
142	для них	1	2
143	все равно	1	2
144	и тогда	1	2
145	и того	1	2
146	в этих	2	2
147	сих пор	3	2
148	того кто	1	2
149	она не	2	2
150	в обоих	1	2
151	дело в	4	2
152	ничего не	2	2
153	этих двух	2	2
154	и является	4	2
155	связи с	1	2
156	же самое	2	2
157	в событии	2	2
158	оно не	2	2
159	как мы	1	2
160	значения и	2	2
161	с ее	1	2
162	свою очередь	1	2
163	здесь не	3	2
164	другой стороны	2	2
165	в произведении	1	2
166	в пределах	3	2
167	по мере	1	2
168	с ним	3	2
169	точек зрения	3	2
170	ситуации и	1	2
171	имеем дело	1	2
172	со словами	1	2
173	за пределами	1	2
174	до сих	3	2
175	с другой	4	2
176	в форме	2	2
177	и только	1	2
178	дело с	2	2
179	всяком случае	1	2
180	где они	1	2
181	себя в	1	2
182	только на	3	2
183	до конца	2	2
184	его и	1	2
185	сами по	1	2
186	к ним	2	2
187	друг друга	1	2
188	мы можем	2	2
189	в особенности	2	2
190	в области	1	2
191	в результате	1	2
192	она в	1	2
193	или просто	1	2
194	и притом	2	2
195	что не	4	2
196	героя и	5	2
197	зависит от	2	2
198	что мы	5	2
199	вместе с	2	2
200	к его	2	2
201	да и	3	2
202	слов в	1	2
203	быть и	3	2
204	или иным	1	2
205	но зато	2	2
206	сливаются в	1	2
207	хотя бы	5	2
208	жизни в	1	2
209	между ними	2	2
210	сказать что	7	2
211	в свою	1	2
212	в таком	1	2
213	во всяком	1	2
214	за ее	1	1
215	же как	1	1
216	чтобы не	1	1
217	не остается	2	1
218	сам по	1	1
219	а из	1	1
220	на самом	4	1
221	это и	1	1
222	опираясь на	2	1
223	в приведенном	1	1
224	сохраняет при	1	1
225	мы уже	1	1
226	например в	1	1
227	ни единого	1	1
228	он как	1	1
229	слово не	1	1
230	из особенностей	1	1
231	нему в	1	1
232	бы то	3	1
233	тем как	2	1
234	это бывает	1	1
235	не то	1	1
236	значение и	1	1
237	отношение к	4	1
238	к автору	4	1
239	в особом	1	1
240	что именно	1	1
241	так можно	1	1
242	когда он	3	1
243	и наконец	3	1
244	и к	4	1
245	следующим образом	1	1
246	и автора	1	1
247	что слово	2	1
