N	3gram	Propp_Isto_1	Hudozhes
1	по отношению к	3	10
2	в отличие от	2	7
3	более или менее	5	5
4	с другой стороны	5	5
5	в том что	4	5
6	тем не менее	6	3
7	того или иного	1	3
8	в этом смысле	1	3
9	мы имеем дело	1	2
10	но он не	1	2
11	в противном случае	1	2
12	до известной степени	1	2
13	в значительной степени	1	2
14	с одной стороны	4	2
15	приводит к тому	1	2
16	для того чтобы	1	2
17	тем или иным	1	2
18	к тому что	1	2
19	том отношении что	1	1
20	что иное как	1	1
21	в чистом виде	2	1
22	может быть назван	2	1
23	нами не как	1	1
24	на котором он	1	1
25	иметь в виду	1	1
26	прежде всего в	1	1
27	это было бы	1	1
28	одно из проявлений	1	1
29	подобно тому как	1	1
30	в этом случае	1	1
31	не было и	1	1
32	дает ключ к	2	1
33	что он должен	1	1
34	в зависимости от	2	1
35	в таких случаях	2	1
36	в иных случаях	1	1
37	можно говорить о	1	1
38	бы то ни	2	1
39	имеем дело не	1	1
40	только то что	1	1
41	а по своей	1	1
42	лежат в основе	1	1
43	точно так же	3	1
44	могли бы быть	2	1
45	шире и глубже	1	1
46	в том случае	1	1
47	еще не есть	1	1
48	едва ли не	1	1
49	восходит к тому	1	1
50	содержит в себе	1	1
51	это еще одна	1	1
52	то ни было	2	1
53	именно такого рода	1	1
54	таким образом и	1	1
55	может быть признано	1	1
56	но в отличие	2	1
57	и в пределах	1	1
58	не могут быть	1	1
59	это своего рода	1	1
60	в связи с	3	1
61	и глубже чем	1	1
62	может быть названо	1	1
63	в том отношении	1	1
64	на этом пути	1	1
65	так же как	2	1
66	ни к каким	1	1
67	в то время	3	1
68	простой и ясный	1	1
69	есть не что	1	1
70	по себе а	1	1
71	в одном случае	1	1
72	не содержит в	1	1
73	о том что	3	1
74	а для нас	1	1
75	глубже чем это	1	1
76	именно потому что	1	1
77	в этих случаях	2	1
78	не что иное	1	1
79	легко может быть	1	1
80	тех или иных	1	1
81	в реальной действительности	1	1
82	дело не в	1	1
83	быть не может	1	1
84	в соответствии с	1	1
85	не может быть	7	1
86	к тому же	1	1
