N	2gram	Losev_Vlad_2	Istorich
1	и в	30	28
2	и т	1	25
3	может быть	7	25
4	т д	1	22
5	а не	7	15
6	не может	9	15
7	никогда не	7	14
8	мы имеем	1	13
9	мы должны	4	13
10	для нас	7	13
11	то же	4	12
12	не только	12	12
13	что в	12	12
14	только в	6	11
15	мы не	2	10
16	все же	9	10
17	и что	5	10
18	что он	13	10
19	мы увидим	1	10
20	но и	8	10
21	прежде всего	6	10
22	не в	9	9
23	так и	5	9
24	о том	4	9
25	то что	20	9
26	в том	18	9
27	и не	18	9
28	в этом	20	8
29	но в	8	8
30	что это	4	8
31	таким образом	3	8
32	если бы	1	8
33	в ней	4	7
34	здесь мы	3	7
35	это не	2	7
36	еще не	1	7
37	и здесь	1	7
38	этот вопрос	1	7
39	и др	1	7
40	что мы	1	7
41	так же	4	7
42	том что	12	7
43	было бы	9	7
44	в этих	4	7
45	а в	11	7
46	в этой	4	6
47	это тоже	2	6
48	его в	4	6
49	так например	1	6
50	тем не	6	6
51	не менее	7	6
52	к тому	2	6
53	что и	3	6
54	так как	5	6
55	вместе с	8	6
56	когда он	1	6
57	например в	1	5
58	мы будем	3	5
59	что они	1	5
60	в своем	8	5
61	более или	3	5
62	что она	1	5
63	по существу	3	5
64	их в	2	5
65	или менее	3	5
66	не будем	1	5
67	дело не	1	5
68	в дальнейшем	5	5
69	можно было	2	5
70	в его	11	5
71	что здесь	1	5
72	но не	3	5
73	в качестве	1	5
74	в одном	1	5
75	до сих	1	5
76	сих пор	1	5
77	ты не	1	5
78	сказать что	11	5
79	ее в	1	5
80	и даже	10	4
81	и для	3	4
82	и на	4	4
83	не то	3	4
84	не все	1	4
85	с этим	5	4
86	все эти	5	4
87	на то	2	4
88	но все	2	4
89	об этом	6	4
90	и с	14	4
91	с тем	2	4
92	как и	5	4
93	даже в	2	4
94	на него	1	4
95	связи с	8	4
96	иногда не	1	4
97	должны быть	1	4
98	здесь не	4	4
99	так в	1	4
100	другими словами	5	4
101	раньше чем	1	4
102	того что	5	4
103	потому что	9	4
104	так что	5	4
105	мы знаем	4	4
106	к ним	1	4
107	а именно	6	4
108	как будто	2	4
109	все это	5	4
110	в связи	8	4
111	хотя бы	3	4
112	но это	4	4
113	и другие	1	4
114	они не	1	4
115	также и	6	3
116	мы здесь	1	3
117	время как	2	3
118	я не	4	3
119	ему в	2	3
120	то это	4	3
121	и он	4	3
122	не просто	1	3
123	так называемая	1	3
124	перед нами	1	3
125	к чему	1	3
126	очень много	2	3
127	при этом	5	3
128	и по	2	3
129	на этом	2	3
130	это конечно	1	3
131	из них	1	3
132	не с	1	3
133	во время	1	3
134	попасть в	1	3
135	в котором	5	3
136	в их	2	3
137	выше мы	1	3
138	по себе	5	3
139	раз и	2	3
140	в то	9	3
141	на котором	2	3
142	дело в	3	3
143	того как	2	3
144	у меня	1	3
145	очень часто	1	3
146	есть только	1	3
147	утверждать что	1	3
148	как мы	11	3
149	для этого	1	3
150	и должно	1	3
151	представления о	1	3
152	в современной	1	3
153	ли он	2	3
154	в какой	1	3
155	во всем	1	3
156	должен был	3	3
157	и его	6	3
158	уже не	3	3
159	если мы	1	3
160	в начале	4	3
161	этот лес	1	3
162	или даже	1	3
163	и их	1	3
164	представлений о	1	3
165	то время	6	3
166	тем что	1	3
167	именно в	4	3
168	на эту	2	3
169	как это	7	3
170	наряду с	2	3
171	это за	2	3
172	что же	8	3
173	в книге	1	3
174	будто бы	2	3
175	в целях	1	3
176	точно так	3	3
177	отношения к	3	2
178	одним из	1	2
179	увидим ниже	2	2
180	и потому	2	2
181	оно может	1	2
182	по его	1	2
183	что если	2	2
184	у себя	1	2
185	а для	1	2
186	не вполне	2	2
187	когда мы	3	2
188	это время	4	2
189	большей частью	1	2
190	к своему	1	2
191	бы то	1	2
192	во всех	3	2
193	то он	1	2
194	а только	1	2
195	точка зрения	1	2
196	отличие от	3	2
197	мы сейчас	3	2
198	связи и	1	2
199	мертвых и	1	2
200	как в	3	2
201	как уже	1	2
202	и как	3	2
203	в действительности	1	2
204	за собой	1	2
205	в целом	4	2
206	он в	1	2
207	тут и	1	2
208	в тех	1	2
209	которые в	1	2
210	тоже не	1	2
211	право на	1	2
212	в очень	3	2
213	в себе	6	2
214	во многих	2	2
215	как он	2	2
216	его но	1	2
217	лес и	1	2
218	и если	4	2
219	в нем	4	2
220	он не	4	2
221	всех этих	3	2
222	и вот	3	2
223	том чтобы	2	2
224	то ни	1	2
225	а по	1	2
226	при помощи	1	2
227	на пять	1	2
228	и мы	4	2
229	и тем	1	2
230	но уже	2	2
231	мы видели	2	2
232	здесь можно	2	2
233	об этой	1	2
234	должно быть	3	2
235	на первый	2	2
236	пять лет	1	2
237	для него	9	2
238	но если	1	2
239	что такое	1	2
240	в такой	1	2
241	на первых	1	2
242	в отличие	3	2
243	бы мы	1	2
244	есть еще	1	2
245	однако в	2	2
246	что этот	1	2
247	еще один	2	2
248	но они	1	2
249	как о	1	2
250	в русской	1	2
251	самого начала	1	2
252	тогда когда	2	2
253	что их	1	2
254	очень мало	1	2
255	только с	1	2
256	не могут	1	2
257	в области	3	2
258	не есть	4	2
259	своего отца	1	2
260	отказаться от	1	2
261	на вопрос	1	2
262	к обрядам	1	2
263	с самого	1	2
