N	3gram	Vygotskiy__1	Problemy
1	то же время	2	10
2	в то же	2	10
3	на самом деле	1	9
4	с самого начала	8	8
5	с самим собой	1	7
6	по отношению к	7	6
7	во всяком случае	3	4
8	той или иной	1	4
9	друг с другом	4	4
10	в этом смысле	1	3
11	же время не	1	3
12	его внутренней речи	1	3
13	одно и то	2	3
14	в высшей степени	4	3
15	в конце концов	1	3
16	и то же	2	3
17	друг к другу	1	3
18	с другой стороны	9	3
19	не может быть	5	3
20	смысле этого слова	3	2
21	то что я	1	2
22	как раз и	1	2
23	с точки зрения	18	2
24	и не может	1	2
25	как и все	1	2
26	и в то	1	2
27	сам по себе	3	2
28	в отличие от	1	2
29	можно было бы	3	2
30	и в этом	1	2
31	в такой же	3	2
32	не в силах	1	2
33	но все же	1	2
34	как мы уже	1	2
35	в том что	15	2
36	если бы он	2	1
37	все более и	2	1
38	и в которой	1	1
39	таким образом попытка	1	1
40	как в отношении	1	1
41	и столь же	1	1
42	время от времени	1	1
43	в чем же	1	1
44	потому что в	1	1
45	дело в том	1	1
46	в самом деле	2	1
47	том что он	2	1
48	в том же	1	1
49	до сих пор	4	1
50	вместе с тем	5	1
51	по своей структуре	2	1
52	что он не	1	1
53	в целом в	2	1
54	в строгом смысле	1	1
55	мы могли бы	5	1
56	то что в	1	1
57	всего то что	1	1
58	заключает в себе	1	1
59	благодаря тому что	2	1
60	мысль и речь	1	1
61	по крайней мере	1	1
62	как если бы	2	1
63	и то что	1	1
64	почти на всем	1	1
65	к тому что	3	1
66	в значительной степени	2	1
67	то время как	4	1
68	то что у	2	1
69	о чем он	1	1
70	в данном случае	2	1
71	что может быть	2	1
72	с которыми мы	1	1
73	и речь как	1	1
74	время как в	2	1
75	в себе как	1	1
76	того в чем	1	1
77	не иначе как	1	1
78	и как бы	1	1
79	все больше и	1	1
80	и в отношении	3	1
81	прежде всего в	2	1
82	как впрочем и	1	1
83	я не могу	2	1
84	потому что они	1	1
85	мы видели что	1	1
86	это потому что	1	1
87	в то время	5	1
88	то новое что	1	1
89	между этими двумя	2	1
90	мы бы сказали	1	1
91	и пр в	1	1
92	но тем не	1	1
93	как и в	1	1
94	большей или меньшей	1	1
95	и вместе с	1	1
96	в свою очередь	3	1
97	о том что	6	1
98	не только не	1	1
99	более и более	2	1
100	можно сказать что	4	1
101	или во всяком	1	1
102	друг от друга	3	1
103	на всем протяжении	2	1
104	тем не менее	1	1
105	на другом материале	1	1
106	этого слова и	1	1
107	больше и больше	1	1
108	сама по себе	1	1
109	по сравнению со	1	1
110	могли бы сказать	2	1
111	для того чтобы	15	1
112	прямо говорит что	2	1
113	то же самое	3	1
114	сказать что это	1	1
115	в этом отношении	4	1
