N	3gram	Vygotskiy__3	Marksizm
1	с точки зрения	9	20
2	не может быть	1	13
3	в самом деле	18	9
4	до сих пор	5	8
5	в отличие от	1	5
6	с другой стороны	5	5
7	с самого начала	6	4
8	то же самое	8	3
9	в этом отношении	1	3
10	и здесь мы	1	3
11	может быть и	1	3
12	в высшей степени	1	3
13	и тот же	1	3
14	один и тот	1	3
15	но все же	1	3
16	можно сказать что	1	3
17	для того чтобы	8	3
18	в том что	11	3
19	и той же	1	2
20	самом деле если	1	2
21	как и все	1	2
22	только при этом	1	2
23	можно было бы	1	2
24	как если бы	3	2
25	может быть понято	1	2
26	во всяком случае	2	2
27	смысле этого слова	2	2
28	одной и той	1	2
29	между этими двумя	1	2
30	в свою очередь	2	2
31	точки зрения тех	1	2
32	то все же	1	1
33	все более и	2	1
34	у них нет	1	1
35	и в сущности	1	1
36	оказалось бы что	1	1
37	тот же самый	1	1
38	то с другой	1	1
39	этом она приобретает	1	1
40	все другие элементы	1	1
41	в первой части	1	1
42	подобно тому как	1	1
43	а между тем	1	1
44	в одной и	1	1
45	происходит как бы	1	1
46	в ее основе	3	1
47	из поля нашего	1	1
48	точки зрения возможны	1	1
49	в достаточной мере	1	1
50	точном смысле этого	1	1
51	не было бы	1	1
52	в наше время	2	1
53	по аналогии с	2	1
54	та и другая	1	1
55	это вовсе не	1	1
56	но если мы	1	1
57	в основе своей	1	1
58	с этой точки	1	1
59	так сказать в	1	1
60	ни в какой	1	1
61	но и это	1	1
62	все это является	1	1
63	дело идет о	1	1
64	с одной стороны	5	1
65	не зависит от	1	1
66	так как они	1	1
67	и как бы	2	1
68	а в том	1	1
69	как мы увидим	2	1
70	и та же	2	1
71	одна и та	1	1
72	в целом ряде	1	1
73	останавливаться на характеристике	1	1
74	уже с самого	1	1
75	в двух направлениях	1	1
76	из всего сказанного	1	1
77	она могла бы	1	1
78	и все другие	1	1
79	сих пор не	1	1
80	более или менее	1	1
81	в русском языке	1	1
82	из которых каждая	1	1
83	даже для простейшего	1	1
84	вовсе не в	2	1
85	в точном смысле	1	1
86	этой точки зрения	1	1
87	сделать из этого	1	1
88	с тем что	1	1
89	и в самом	10	1
90	не только не	1	1
91	более и более	2	1
92	или во всяком	1	1
93	и как мы	1	1
94	по преимуществу в	1	1
95	в применении к	1	1
96	таким образом и	1	1
97	к тому что	2	1
98	на самом деле	2	1
99	в своей основе	1	1
100	при этом она	1	1
101	как мы видели	2	1
102	и в другом	2	1
