N	2gram	Tiupa_Anal_2	DiskursI
1	в себе	7	19
2	при этом	10	17
3	в этом	18	16
4	как и	14	16
5	состоит в	8	16
6	и в	16	16
7	в качестве	11	16
8	может быть	6	16
9	и не	12	15
10	лирического дискурса	2	14
11	а не	10	14
12	отличие от	2	12
13	то есть	9	12
14	в отличие	2	12
15	и т.п	8	12
16	в частности	16	12
17	тогда как	19	11
18	но в	6	11
19	представляет собой	8	11
20	в мире	6	11
21	но и	12	11
22	со стороны	3	10
23	не только	16	10
24	том что	12	10
25	своего рода	12	10
26	так и	15	9
27	не может	4	9
28	такого рода	2	9
29	как в	4	8
30	в том	12	8
31	а также	7	8
32	но не	4	7
33	в данном	8	7
34	в рамках	3	7
35	в лирике	1	7
36	картины мира	2	7
37	в нем	1	7
38	ни в	1	7
39	не менее	4	7
40	при всей	3	7
41	прежде всего	3	7
42	то же	4	6
43	еще не	2	6
44	с его	1	6
45	данном случае	5	6
46	себя в	2	6
47	отнюдь не	8	6
48	в своей	2	6
49	тем самым	4	6
50	по своей	1	6
51	и на	6	5
52	в противовес	1	5
53	в своем	4	5
54	в противоположность	2	5
55	в то	2	5
56	коммуникативного события	4	5
57	нового времени	1	5
58	с другой	6	5
59	же время	2	5
60	что в	2	5
61	для него	4	5
62	то что	7	5
63	лирического героя	5	5
64	ни к	1	5
65	я в	3	5
66	я и	3	4
67	в рассказе	1	4
68	и то	3	4
69	по отношению	4	4
70	в этой	9	4
71	роль в	2	4
72	человека в	1	4
73	с позиции	2	4
74	потому что	1	4
75	этом отношении	3	4
76	о том	7	4
77	в пределах	9	4
78	лирической поэзии	1	4
79	одного из	3	4
80	времени в	4	4
81	с одной	5	4
82	одно из	2	4
83	в одном	2	4
84	одной стороны	4	4
85	художественного целого	7	4
86	как бы	10	4
87	не является	1	4
88	точки зрения	4	4
89	к его	2	4
90	к этому	2	4
91	отношению к	4	4
92	также и	1	3
93	и ее	1	3
94	в становлении	1	3
95	жизненной позиции	3	3
96	проявляется в	3	3
97	столь же	4	3
98	рассмотренных выше	1	3
99	перед нами	1	3
100	и как	1	3
101	и наконец	1	3
102	адресата в	1	3
103	все эти	1	3
104	из этих	1	3
105	он не	2	3
106	внутренней речи	4	3
107	из виду	1	3
108	не следует	2	3
109	в другом	1	3
110	его в	2	3
111	это не	1	3
112	однако при	3	3
113	соответствии с	2	3
114	жизни но	2	3
115	ведет к	1	3
116	в этих	2	3
117	в котором	2	3
118	не столько	3	3
119	для данного	1	3
120	не в	4	3
121	коммуникативное событие	1	3
122	в тексте	24	3
123	могут быть	10	3
124	но одновременно	1	3
125	той или	3	3
126	приводит к	3	3
127	еще в	2	3
128	мире в	1	3
129	текста а	2	3
130	в его	2	3
131	восходит к	1	3
132	жанровой стратегии	3	3
133	только в	4	3
134	и его	4	3
135	уже не	4	3
136	из них	3	3
137	присутствия в	2	3
138	в них	1	3
139	или иной	3	3
140	очевидным образом	2	3
141	здесь в	2	3
142	не знает	3	3
143	мира в	1	3
144	было в	1	3
145	как будто	3	3
146	иначе говоря	11	3
147	в контексте	5	3
148	можно сказать	4	3
149	но это	1	3
150	и все	3	3
151	как на	1	3
152	того же	4	2
153	идет о	1	2
154	перед лицом	2	2
155	по преимуществу	4	2
156	являет собой	3	2
157	той же	2	2
158	я как	2	2
159	место в	3	2
160	совпадает с	4	2
161	говорить о	6	2
162	к своему	2	2
163	мы имеем	3	2
164	в сочетании	7	2
165	не требует	1	2
166	значении этого	1	2
167	тут же	1	2
168	оказывается не	2	2
169	стороны и	1	2
170	дистанция между	1	2
171	как уже	3	2
172	в концовке	1	2
173	отношения между	1	2
174	в целом	8	2
175	рассказ о	1	2
176	вследствие этого	2	2
177	по словам	1	2
178	в первую	1	2
179	в принципе	1	2
180	не к	1	2
181	свое время	1	2
182	подобно тому	3	2
183	что ни	1	2
184	одно и	1	2
185	угадывается в	1	2
186	личности в	1	2
187	содержит в	3	2
188	входит в	1	2
189	обоих случаях	2	2
190	такой же	1	2
191	все это	4	2
192	этом случае	4	2
193	в ходе	4	2
