N	3gram	Propp_Isto_2	KulturaY
1	в том что	5	15
2	и т д	18	14
3	по отношению к	3	8
4	с другой стороны	2	6
5	о том что	2	5
6	в зависимости от	1	5
7	до сих пор	6	4
8	том что он	1	4
9	тем не менее	1	4
10	мере того как	2	3
11	по мере того	2	3
12	о том как	1	3
13	можно было бы	3	3
14	вместе с тем	5	3
15	в связи с	4	3
16	не может быть	2	3
17	у нас все	1	2
18	на самом деле	2	2
19	на то что	2	2
20	так или иначе	1	2
21	т д и	2	2
22	в этом случае	5	2
23	естественно поэтому что	1	2
24	т е в	1	2
25	в тех случаях	1	2
26	нужно было бы	1	2
27	но все же	4	2
28	тех случаях когда	1	2
29	мы увидим что	3	2
30	и может быть	2	1
31	в силу которой	1	1
32	что иное как	2	1
33	потому что он	2	1
34	он должен быть	1	1
35	т д по	1	1
36	как только мы	1	1
37	то это значит	1	1
38	иметь в виду	2	1
39	т е она	1	1
40	ни один из	1	1
41	случаев в которых	2	1
42	с одной стороны	3	1
43	что можно было	1	1
44	в разных языках	1	1
45	есть случаи когда	1	1
46	стоит в несомненной	1	1
47	в таких случаях	2	1
48	в отличие от	1	1
49	но они не	2	1
50	потому что ее	1	1
51	и ничего не	2	1
52	не то что	1	1
53	в это время	1	1
54	известно и в	1	1
55	несомненной связи с	1	1
56	в пределах данного	1	1
57	стоит в связи	2	1
58	до конца и	1	1
59	вплотную подойти к	1	1
60	что мы имеем	1	1
61	не только в	4	1
62	т д все	1	1
63	и в его	1	1
64	и то же	1	1
65	всех этих случаях	2	1
66	т е с	1	1
67	и вместе с	2	1
68	еще не все	1	1
69	во всех этих	2	1
70	в несомненной связи	1	1
71	дело не в	2	1
72	хотя бы на	1	1
73	так же как	4	1
74	вместо того чтобы	2	1
75	потому что они	1	1
76	на его пути	2	1
77	а может быть	1	1
78	до наших дней	1	1
79	же эти случаи	2	1
80	однако не в	1	1
81	вовсе не в	1	1
82	здесь необходимо еще	1	1
83	с тем что	3	1
84	далеко еще не	1	1
85	все же остается	1	1
86	внутренняя организация и	1	1
87	мог бы привести	1	1
88	мы имеем в	5	1
89	смысле этого слова	1	1
90	друг от друга	1	1
91	в этих случаях	8	1
92	после того как	2	1
93	не что иное	2	1
94	но дело не	1	1
95	точно так же	6	1
96	может рассматриваться как	1	1
97	не в этом	1	1
