N	2gram	Losev_Vlad_1	Narrotol
1	не только	24	26
2	а не	1	17
3	представляет собой	1	16
4	тогда как	1	15
5	но и	19	15
6	при этом	2	14
7	в том	11	14
8	в качестве	6	14
9	и не	17	14
10	в этом	14	13
11	и в	31	13
12	том что	14	13
13	такого рода	4	12
14	только в	9	11
15	в частности	2	11
16	может быть	6	10
17	в данном	1	10
18	сводится к	1	9
19	так и	6	9
20	то есть	3	9
21	к тому	3	9
22	а в	9	9
23	в себе	4	8
24	то что	18	8
25	не в	5	8
26	не может	6	8
27	к себе	2	7
28	у него	15	6
29	в своем	4	6
30	все же	3	6
31	и к	6	6
32	но в	12	6
33	в жизни	3	6
34	никогда не	9	6
35	ничего не	3	6
36	можно сказать	6	6
37	а также	5	6
38	в его	12	6
39	того что	2	6
40	со стороны	2	6
41	прежде всего	1	6
42	жизни в	1	6
43	я не	4	5
44	ответ на	2	5
45	что он	12	5
46	как в	3	5
47	хотя и	4	5
48	в нем	4	5
49	тем не	2	5
50	он не	10	5
51	таким образом	3	5
52	на протяжении	1	5
53	и тем	1	5
54	далеко не	1	5
55	точки зрения	2	5
56	в котором	6	5
57	место в	2	5
58	не столько	2	5
59	тем самым	2	5
60	в то	8	5
61	на него	3	5
62	о том	11	5
63	с одной	1	5
64	по отношению	1	5
65	с другой	3	5
66	одной стороны	1	5
67	я в	1	5
68	то же	6	4
69	в этой	4	4
70	отнюдь не	3	4
71	тому же	2	4
72	в силу	1	4
73	уже не	3	4
74	об этом	7	4
75	и уже	1	4
76	в своей	4	4
77	не к	1	4
78	в конце	9	4
79	не менее	2	4
80	если бы	1	4
81	как у	1	4
82	истории в	1	4
83	свидетельствует о	3	4
84	для него	7	4
85	у нее	1	4
86	как и	4	4
87	как это	7	4
88	в литературе	1	4
89	и все	4	4
90	с ним	5	4
91	же в	1	4
92	и у	4	4
93	жизни и	5	4
94	что в	14	4
95	все что	2	4
96	для себя	2	3
97	самом деле	1	3
98	едва ли	3	3
99	мы имеем	1	3
100	нам в	1	3
101	жизни так	1	3
102	с его	11	3
103	но не	3	3
104	что они	3	3
105	как к	2	3
106	в целом	3	3
107	все эти	3	3
108	в ответ	2	3
109	и его	7	3
110	так сказать	1	3
111	не следует	1	3
112	и по	8	3
113	в итоге	1	3
114	которой он	5	3
115	о которой	3	3
116	и того	1	3
117	что я	2	3
118	тому что	1	3
119	одна из	1	3
120	пока еще	2	3
121	того чтобы	2	3
122	же время	4	3
123	по своей	4	3
124	этом отношении	1	3
125	и когда	1	3
126	и сам	6	3
127	строго говоря	1	3
128	о котором	2	3
129	о ней	1	3
130	о нем	7	3
131	внимание на	1	3
132	это не	1	3
133	к ней	4	3
134	один из	4	3
135	с ними	2	3
136	никак не	4	3
137	то и	2	3
138	то у	1	3
139	для других	1	3
140	как раз	7	3
141	и даже	15	3
142	только к	3	3
143	да и	4	3
144	с этой	1	3
145	и для	2	3
146	а к	22	3
147	сказать что	7	3
148	к его	3	3
149	в таком	1	3
150	и т	2	2
151	по его	2	2
152	мы не	1	2
153	ему в	2	2
154	в ней	1	2
155	еще не	2	2
156	он сам	2	2
157	столь же	1	2
158	в чем	2	2
159	на самом	1	2
160	себе и	1	2
161	встречи с	1	2
162	ней в	1	2
163	как уже	1	2
164	за границей	2	2
165	со своей	3	2
166	в самом	2	2
167	в нашем	4	2
168	из этих	2	2
169	раз в	1	2
170	роль в	1	2
171	как он	4	2
172	на то	5	2
173	жизнью и	1	2
174	что она	2	2
175	чтобы в	1	2
176	не будет	1	2
