N	2gram	Medvedev_F_3	Vladivir
1	и в	27	30
2	в этом	18	20
3	то что	8	20
4	и не	30	18
5	в том	7	18
6	и с	3	14
7	что он	6	13
8	в конце	3	13
9	не только	9	12
10	том что	4	12
11	там же	1	12
12	что в	8	12
13	как мы	8	11
14	в его	7	11
15	а в	1	11
16	сказать что	3	11
17	и вообще	1	10
18	не было	1	10
19	и даже	2	10
20	все же	6	9
21	кроме того	1	9
22	было бы	6	9
23	не в	12	9
24	в то	7	9
25	не может	24	9
26	для него	1	9
27	потому что	7	9
28	в своем	2	8
29	но в	6	8
30	что же	5	8
31	связи с	5	8
32	но и	10	8
33	в связи	4	8
34	вместе с	6	8
35	до конца	4	7
36	ни в	8	7
37	точки зрения	16	7
38	никогда не	5	7
39	не менее	7	7
40	в эти	1	7
41	может быть	25	7
42	а не	17	7
43	как это	4	7
44	для нас	3	7
45	и все	8	7
46	он был	4	6
47	хотя и	1	6
48	в себе	3	6
49	об этом	1	6
50	тем не	2	6
51	и его	19	6
52	у нас	3	6
53	только в	8	6
54	всяком случае	6	6
55	еще и	1	6
56	прежде всего	4	6
57	о чем	1	6
58	года в	1	6
59	к этому	2	6
60	жизни и	4	6
61	во всяком	6	6
62	того же	3	5
63	и то	1	5
64	с этим	1	5
65	то в	2	5
66	все эти	6	5
67	при этом	8	5
68	же касается	1	5
69	как и	14	5
70	в своей	6	5
71	в котором	2	5
72	по себе	4	5
73	так как	9	5
74	в дальнейшем	5	5
75	так и	21	5
76	с ним	1	5
77	и что	3	5
78	того что	3	5
79	тот же	1	5
80	так что	1	5
81	в течение	1	5
82	как бы	8	5
83	в основном	2	5
84	все это	7	5
85	в результате	5	5
86	из этого	4	5
87	то же	15	4
88	с в	1	4
89	той же	3	4
90	то это	1	4
91	в ней	5	4
92	и на	3	4
93	время в	3	4
94	что его	1	4
95	с его	2	4
96	совсем не	5	4
97	что это	3	4
98	в целом	4	4
99	в этой	2	4
100	и если	1	4
101	в нем	15	4
102	он не	1	4
103	его в	7	4
104	мы знаем	4	4
105	в этих	3	4
106	мы должны	2	4
107	вот что	1	4
108	не есть	4	4
109	и о	1	4
110	здесь не	2	4
111	эти последние	1	4
112	можно сказать	3	4
113	о том	4	4
114	конечно не	4	4
115	вовсе не	28	4
116	для меня	1	4
117	со стороны	4	4
118	именно в	1	4
119	так же	9	4
120	в это	1	4
121	с этой	1	4
122	но это	2	4
123	в начале	1	4
124	это время	1	4
125	можно говорить	4	3
126	отношения к	2	3
127	нам кажется	2	3
128	во всех	3	3
129	но не	5	3
130	отличие от	2	3
131	его на	1	3
132	как в	4	3
133	и как	4	3
134	так или	1	3
135	из этих	2	3
136	учение о	2	3
137	им в	1	3
138	всех этих	2	3
139	таким образом	18	3
140	те же	3	3
141	должен был	1	3
142	в них	3	3
143	должно быть	1	3
144	в отношении	2	3
