N	2gram	Propp_Russ_2	Myshleni
1	в том	22	42
2	том что	22	35
3	таким образом	6	25
4	в развитии	1	25
5	в этом	11	24
6	в качестве	3	21
7	в мышлении	1	21
8	и в	29	20
9	что в	22	19
10	в основе	1	17
11	то же	4	16
12	не только	10	15
13	то что	5	15
14	что они	1	14
15	как мы	3	13
16	в их	2	12
17	при этом	6	12
18	может быть	13	12
19	с другой	2	12
20	потому что	5	12
21	в его	1	11
22	так же	4	11
23	этого слова	1	11
24	мы должны	1	11
25	и то	2	10
26	на основе	1	10
27	того что	3	10
28	только в	1	10
29	так как	13	10
30	и другие	14	9
31	и как	2	9
32	как и	11	9
33	между тем	3	9
34	что и	2	9
35	тот же	1	9
36	с одной	2	9
37	одной стороны	2	9
38	как это	4	9
39	те и	1	9
40	другой стороны	1	9
41	но и	8	9
42	было бы	3	8
43	тогда когда	4	8
44	и что	5	8
45	вместе с	6	8
46	и не	1	8
47	то увидим	1	7
48	в своей	2	7
49	и более	1	7
50	могут быть	2	7
51	того чтобы	6	7
52	тем что	3	7
53	этом отношении	1	7
54	а не	4	7
55	смысле этого	1	7
56	как бы	18	7
57	же как	4	6
58	в самом	1	6
59	и на	6	6
60	тому же	1	6
61	с тем	6	6
62	мы видели	7	6
63	по своей	1	6
64	можно было	2	6
65	его в	8	6
66	что он	1	6
67	уже в	1	6
68	не может	5	6
69	сказать что	1	6
70	мы уже	1	5
71	между собой	2	5
72	как в	7	5
73	с этим	2	5
74	все же	2	5
75	перед нами	1	5
76	увидим что	1	5
77	все эти	3	5
78	на то	1	5
79	это не	5	5
80	и его	1	5
81	не является	1	5
82	никогда не	2	5
83	так и	1	5
84	если бы	1	5
85	о том	9	5
86	раньше чем	1	5
87	для того	6	5
88	выступает в	1	5
89	этой теории	1	4
90	в своем	1	4
91	как уже	2	4
92	его к	1	4
93	как он	1	4
94	состоит в	15	4
95	и с	10	4
96	первую очередь	1	4
97	с этой	2	4
98	на первый	3	4
99	в первую	1	4
100	и при	2	4
101	которые в	1	4
102	не в	4	4
103	что с	2	4
104	из основных	2	4
105	сходство с	1	4
106	все время	1	4
107	только что	1	4
108	из них	4	4
109	это предположение	1	4
110	друг друга	3	4
111	во всей	1	4
112	по своему	1	4
113	и для	2	4
114	для нас	6	4
115	к этому	5	4
116	во всяком	1	4
117	с таким	1	3
118	на место	1	3
119	в виду	2	3
120	тем как	1	3
121	отнюдь не	1	3
122	когда он	1	3
123	не являются	1	3
124	следующим образом	5	3
125	но в	5	3
126	в которой	2	3
127	представляет собой	2	3
128	в этой	3	3
129	на этом	3	3
130	что все	1	3
131	на все	1	3
132	знает что	1	3
133	и других	3	3
134	мы указывали	2	3
135	чем в	2	3
136	в этих	3	3
137	нас к	3	3
138	не менее	2	3
139	что эта	1	3
140	в другую	1	3
141	и является	1	3
142	во всем	2	3
143	связи с	2	3
144	и другой	3	3
145	ничего общего	1	3
146	приводит к	1	3
147	и когда	1	3
148	связи которые	1	3
149	должно быть	2	3
150	и поэтому	1	3
151	и во	1	3
152	совпадают по	1	3
153	один из	2	3
154	но не	5	3
155	в какой	1	3
156	всяком случае	1	3
157	так что	4	3
158	нас в	1	3
159	именно в	4	3
160	по существу	4	3
161	этом случае	6	3
