N	3gram	Propp_Isto_6	KulturaY
1	для того чтобы	1	11
2	можно было бы	2	10
3	тем не менее	1	9
4	до сих пор	4	8
5	в том что	5	8
6	и т д	8	8
7	в зависимости от	1	7
8	в этом случае	6	4
9	в данном случае	3	4
10	с одной стороны	7	4
11	после того как	2	4
12	и тем не	1	3
13	не только в	4	3
14	а с другой	1	3
15	с другой стороны	8	3
16	не может быть	3	3
17	так и в	1	3
18	о том что	4	3
19	смысле этого слова	1	2
20	по отношению к	2	2
21	в том числе	1	2
22	в таком случае	1	2
23	только то что	2	2
24	совершенно ясно что	1	2
25	то у нас	1	2
26	от того что	1	2
27	так как он	2	2
28	более или менее	1	2
29	то или иное	1	2
30	здесь можно было	1	2
31	что и в	2	2
32	как мы видели	2	2
33	в свое время	1	2
34	того как ты	1	1
35	но тут же	1	1
36	тогда как на	1	1
37	таким образом если	1	1
38	если он не	1	1
39	потому что он	2	1
40	на этот вопрос	1	1
41	следует отметить что	1	1
42	уже выше в	1	1
43	так как они	1	1
44	том что на	1	1
45	можно возразить что	1	1
46	в одной из	1	1
47	также вопрос о	1	1
48	и не может	1	1
49	это еще не	2	1
50	в другом месте	1	1
51	для этой цели	1	1
52	наряду с этим	1	1
53	но и в	2	1
54	что все эти	1	1
55	т д но	1	1
56	все эти случаи	1	1
57	мы находим в	1	1
58	с тем что	1	1
59	здесь же мы	2	1
60	с этой точки	1	1
61	вместе с тем	3	1
62	как он будет	1	1
63	в то время	3	1
64	что тот или	1	1
65	так же как	1	1
66	не потому что	1	1
67	на первых порах	1	1
68	т е в	2	1
69	это не значит	1	1
70	в связи со	1	1
71	во всяком случае	2	1
72	тем что в	1	1
73	этой точки зрения	1	1
74	в тех случаях	3	1
75	не потому ли	1	1
76	который может быть	1	1
77	а именно что	2	1
78	том смысле что	1	1
79	и вместе с	1	1
80	что в ней	1	1
81	что есть еще	1	1
82	точно таким же	1	1
83	еще ничего не	1	1
84	даже в тех	2	1
85	но все же	2	1
86	мы имеем в	4	1
87	как мы видим	1	1
88	тех случаях когда	3	1
89	в том смысле	1	1
90	то здесь можно	1	1
91	все тех же	1	1
92	в главе о	1	1
