N	3gram	Medvedev_F_1	DiskursI
1	в том что	1	13
2	по отношению к	4	9
3	с одной стороны	4	9
4	в отличие от	1	4
5	то же время	8	4
6	не может быть	5	3
7	и как бы	1	3
8	в свою очередь	6	3
9	с другой стороны	1	3
10	в то же	8	3
11	по своей природе	1	2
12	по себе не	1	2
13	не говоря уже	1	2
14	в том числе	1	2
15	одной стороны и	4	2
16	тот или иной	1	2
17	говоря уже о	1	2
18	сами по себе	2	2
19	том числе и	1	2
20	в данном случае	1	2
21	в том чтобы	2	2
22	не сводится к	2	2
23	состоит в том	1	2
24	в процессе становления	1	2
25	более или менее	6	2
26	науке о литературе	1	2
27	но отнюдь не	1	2
28	во внутреннем мире	1	1
29	и может быть	1	1
30	нет и не	2	1
31	в целом его	1	1
32	прежде всего в	3	1
33	прежде всего это	1	1
34	на самом деле	6	1
35	в этом смысле	1	1
36	в их отношении	1	1
37	как раз и	1	1
38	именно в том	1	1
39	смысле можно говорить	1	1
40	в этом пункте	2	1
41	с точки зрения	13	1
42	произведение в его	2	1
43	до сих пор	6	1
44	и не может	2	1
45	как и все	2	1
46	и в то	1	1
47	хотя бы и	1	1
48	может и должен	1	1
49	в строгом смысле	2	1
50	в противном случае	1	1
51	вместе с тем	1	1
52	не могло быть	1	1
53	в целом и	1	1
54	как мы видели	2	1
55	в произведении как	1	1
56	и в том	1	1
57	из виду что	2	1
58	дистанцию по отношению	1	1
59	еще не было	1	1
60	в связи с	2	1
61	можно указать на	1	1
62	а не как	1	1
63	их отношении к	1	1
64	так и от	1	1
65	во всяком случае	4	1
66	в целом ряде	2	1
67	в новое время	1	1
68	того или иного	2	1
69	в этом отношении	1	1
70	так и в	4	1
71	как и всякий	1	1
72	в истории литературы	2	1
73	своего исторического существования	1	1
74	и не должно	1	1
75	до настоящего времени	2	1
76	с самого начала	1	1
77	заключается в том	1	1
78	самой литературы в	1	1
79	же время и	1	1
80	один из важнейших	1	1
81	может и не	1	1
82	по аналогии с	3	1
83	и заключается в	1	1
84	в том и	1	1
85	тех или иных	1	1
86	тем более не	1	1
87	тем не менее	1	1
88	но все же	1	1
89	в большинстве случаев	2	1
90	в своей основе	1	1
91	сводится к одной	1	1
