N	3gram	Losev_Prob_1	Literetu
1	в то же	4	7
2	в этом отношении	1	5
3	к тому же	1	5
4	не говоря уже	2	4
5	в данном случае	8	4
6	о том что	5	4
7	в том что	5	4
8	с точки зрения	3	3
9	говоря уже о	1	3
10	не может быть	2	3
11	в самом деле	2	2
12	подобно тому как	2	2
13	то же самое	9	2
14	бы то ни	1	2
15	в том чтобы	1	2
16	не только в	1	2
17	так или иначе	2	2
18	с другой стороны	3	2
19	однако не в	1	2
20	и тем самым	3	2
21	и в самом	2	2
22	той или иной	4	2
23	тем что он	1	2
24	на то что	8	2
25	но уже и	1	1
26	говоря уже об	1	1
27	что иное как	2	1
28	хотя и не	2	1
29	не стал его	1	1
30	на самом деле	4	1
31	о том как	2	1
32	и к тому	1	1
33	как будто бы	1	1
34	именно то что	3	1
35	вместе с тем	1	1
36	в первую очередь	1	1
37	то что в	3	1
38	и т п	1	1
39	всегда так или	1	1
40	именно в этом	2	1
41	и тем не	8	1
42	и то что	2	1
43	то что было	1	1
44	в процессе своего	1	1
45	как раз в	1	1
46	в жизни так	1	1
47	в самом начале	1	1
48	не что иное	2	1
49	содержит в себе	7	1
50	то что для	1	1
51	в нас а	1	1
52	на первый взгляд	1	1
53	и только в	1	1
54	сознания и тем	1	1
55	в связи с	4	1
56	для того чтобы	8	1
57	а именно то	1	1
58	и в том	1	1
59	сказать и о	3	1
60	память о нем	1	1
61	а не только	2	1
62	к такого рода	1	1
63	субъекта и объекта	1	1
64	более или менее	3	1
65	только на то	1	1
66	но уже в	2	1
67	сознание при этом	1	1
68	одного из них	1	1
69	ничего общего с	7	1
70	а не просто	4	1
71	не только не	3	1
72	в этом втором	1	1
73	может и не	1	1
74	по себе но	3	1
75	но отнюдь не	3	1
76	к тому что	1	1
77	в определенном месте	1	1
78	сама по себе	4	1
79	тем не менее	18	1
80	это не только	1	1
81	то что ей	1	1
82	в какой-то мере	1	1
83	но еще и	1	1
