N	2gram	Berdyaev_N_1	Problemy
1	и в	16	46
2	и не	11	27
3	может быть	7	23
4	не может	16	19
5	в нем	5	17
6	в этом	7	16
7	не только	5	14
8	и т.п	2	14
9	слова в	1	13
10	но и	3	12
11	как и	7	12
12	и на	2	11
13	а не	17	11
14	не в	6	10
15	и к	5	9
16	в самом	1	9
17	и все	4	9
18	в его	1	9
19	в том	8	9
20	в большинстве	1	9
21	прежде всего	4	9
22	до сих	1	8
23	конечно не	3	8
24	большинстве случаев	1	8
25	сих пор	1	8
26	в сущности	1	7
27	еще не	3	7
28	в себе	2	7
29	и с	2	7
30	по себе	1	7
31	никогда не	6	6
32	хотя и	2	6
33	но в	2	6
34	к одному	1	6
35	ни в	6	6
36	но это	6	6
37	и его	1	6
38	что он	1	6
39	только в	1	6
40	есть в	2	6
41	друг друга	1	6
42	к себе	1	6
43	все это	5	6
44	в котором	1	5
45	ведь и	2	5
46	с его	6	5
47	во всех	3	5
48	за пределы	3	5
49	это не	4	5
50	в жизни	5	5
51	в то	2	5
52	о том	4	5
53	к нему	1	5
54	так как	1	5
55	у него	2	5
56	жизни и	8	5
57	мы не	2	4
58	на себя	1	4
59	но не	2	4
60	как в	3	4
61	все эти	2	4
62	он не	8	4
63	людей и	1	4
64	он и	1	4
65	том что	2	4
66	в этих	1	4
67	своего рода	1	4
68	во всем	1	4
69	потому что	4	4
70	приводит к	1	4
71	так и	2	4
72	в виду	1	4
73	можно сказать	1	4
74	вся жизнь	1	4
75	же и	1	4
76	уже не	2	4
77	уже в	1	4
78	к ним	3	4
79	превращается в	1	4
80	должно быть	4	4
81	и нет	1	4
82	то что	4	4
83	не знает	6	4
84	что в	9	4
85	том числе	1	4
86	человека и	3	3
87	и это	2	3
88	и до	1	3
89	мы уже	1	3
90	то это	1	3
91	себе и	1	3
92	отличие от	1	3
93	значение для	1	3
94	в центре	2	3
95	в той	1	3
96	в своем	1	3
97	из этих	1	3
98	в этой	1	3
99	не к	2	3
100	их в	1	3
101	в мире	3	3
102	было бы	1	3
103	такой же	2	3
104	но если	1	3
105	и их	1	3
106	в своей	3	3
107	в отличие	1	3
108	но он	1	3
109	она не	3	3
110	по своей	1	3
111	не могут	1	3
112	числе и	1	3
113	с ее	5	3
114	с собой	1	3
115	и что	2	3
116	и во	1	3
117	и только	1	3
118	в формах	1	3
119	себя в	2	3
120	в конце	1	3
121	бытия и	1	3
122	тем что	1	3
123	и даже	2	3
124	с другой	3	3
125	себя и	1	3
126	жизнь в	1	3
127	так же	2	3
128	по существу	2	3
129	но для	2	3
130	и для	4	3
131	другой стороны	2	3
132	того же	1	3
133	смысле слова	3	2
134	же как	2	2
135	и через	1	2
136	или к	1	2
137	вопрос о	3	2
138	героя но	1	2
139	уже нет	1	2
140	нужно быть	1	2
141	нет и	2	2
142	с этим	2	2
143	не было	4	2
144	от этого	1	2
145	не хочет	1	2
146	но ведь	1	2
147	должна быть	3	2
148	к внутренней	1	2
149	оно должно	1	2
150	но все	1	2
151	лишь в	6	2
152	хотя бы	2	2
153	он есть	1	2
154	этом смысле	2	2
155	жизнь не	1	2
156	что такое	3	2
157	мы конечно	1	2
158	мысли и	2	2
159	не менее	4	2
160	не могли	2	2
161	в атмосфере	1	2
162	одна из	2	2
163	но она	2	2
164	того и	1	2
165	жизни не	3	2
166	к ней	1	2
167	своей природе	1	2
168	и мысли	1	2
169	для другого	1	2
170	у нас	1	2
171	могут быть	2	2
172	к тому	3	2
173	него как	1	2
174	людей в	1	2
175	можно было	2	2
176	времени и	2	2
177	с ним	1	2
178	только так	1	2
179	все в	1	2
180	явление в	1	2
181	все время	2	2
182	вступить в	1	2
183	и элементы	1	2
184	этого нельзя	1	2
185	ведь что	1	2
186	сами по	1	2
187	а в	2	2
188	для этого	2	2
189	и пр	3	2
190	что мы	1	2
191	вместе с	2	2
192	в духе	3	2
193	к жизни	3	2
194	себя на	1	2
195	есть уже	1	2
196	сказать что	3	2
197	есть и	1	2
198	значение в	1	2
199	во всяком	1	2
200	все что	1	2
201	они не	1	2
202	и начала	2	1
203	должно стать	2	1
204	он может	1	1
205	в средние	3	1
206	и есть	10	1
207	перед лицом	1	1
208	он находится	1	1
209	и острее	1	1
210	по преимуществу	1	1
211	в нашу	2	1
212	из всех	1	1
213	не во	4	1
214	к новой	1	1
215	от своих	1	1
216	совершается кризис	1	1
217	с большим	1	1
218	это время	1	1
219	в ней	5	1
220	той роли	1	1
221	и явления	1	1
222	в xix	1	1
223	себя а	1	1
224	которую она	2	1
225	менее всего	1	1
226	в новом	2	1
227	характер и	1	1
228	что совершается	1	1
229	всего как	1	1
230	духа и	3	1
231	о самом	1	1
