N	3gram	Losev_Dial_3	Myshleni
1	в том что	3	31
2	с точки зрения	14	11
3	с одной стороны	3	9
4	с другой стороны	2	8
5	то же самое	1	7
6	в этом отношении	1	7
7	в самом деле	5	6
8	одно и то	2	6
9	что в основе	1	6
10	и то же	2	6
11	друг на друга	1	5
12	так же как	2	5
13	не только не	7	5
14	таким образом что	1	4
15	и той же	1	4
16	же как и	1	4
17	на первый план	4	4
18	с этой точки	2	4
19	одной и той	1	4
20	этой точки зрения	2	4
21	на то что	3	4
22	в основе их	1	3
23	точно так же	2	3
24	во всяком случае	2	3
25	в связи с	1	3
26	о том что	5	3
27	речь идет о	1	3
28	и что в	1	2
29	но так как	1	2
30	одной стороны и	1	2
31	и не только	3	2
32	в одинаковой мере	2	2
33	содержит в себе	1	2
34	в данном случае	1	2
35	и в отношении	1	2
36	не могут быть	2	2
37	точки зрения совершенно	1	2
38	это значит что	21	2
39	подобно тому как	4	2
40	в вопросе о	2	2
41	в том смысле	1	2
42	я думаю что	1	1
43	том что в	1	1
44	такой же мере	1	1
45	что иное как	6	1
46	это не может	1	1
47	одному тому что	2	1
48	по одному тому	2	1
49	потому что в	1	1
50	мы никогда не	1	1
51	показывает что в	1	1
52	имеет место в	1	1
53	не говоря уже	2	1
54	на самом деле	1	1
55	и даже не	1	1
56	но даже и	2	1
57	чем иным как	1	1
58	самом деле если	1	1
59	внимание на то	1	1
60	то что с	1	1
61	что с точки	1	1
62	и во всех	1	1
63	не отличается от	4	1
64	в зависимости от	2	1
65	зависимости от этих	1	1
66	бы то ни	1	1
67	и та же	1	1
68	до сих пор	1	1
69	говоря уже о	2	1
70	в себе никакого	1	1
71	и в частности	1	1
72	к тому что	2	1
73	то ни было	1	1
74	абстрактное понятие и	1	1
75	то время как	4	1
76	не чем иным	1	1
77	далеко не всегда	1	1
78	не есть простая	1	1
79	если бы мы	1	1
80	не содержит в	1	1
81	не только то	1	1
82	и как бы	1	1
83	в такой же	1	1
84	и в основе	1	1
85	к тому же	2	1
86	одна и та	1	1
87	он дает в	1	1
88	так же невозможно	1	1
89	когда мы говорим	1	1
90	не может быть	6	1
91	предполагают друг друга	1	1
92	не имеет никакого	1	1
93	и таким образом	1	1
94	проявляет себя в	1	1
95	в то время	4	1
96	и должен быть	1	1
97	том смысле что	1	1
98	ничего не может	1	1
99	само по себе	5	1
100	и как это	1	1
101	в чем именно	1	1
102	что говоря о	1	1
103	и что оно	1	1
104	заключается только в	1	1
105	уже по одному	2	1
106	отсюда ясно что	1	1
107	не что иное	6	1
108	и что он	1	1
109	тех или иных	1	1
110	тем не менее	10	1
111	но как только	1	1
112	как и в	3	1
113	обратил внимание на	1	1
114	что и в	1	1
115	только тогда когда	3	1
116	не больше чем	1	1
117	тот факт что	1	1
