N	2gram	Bakhtin_Pr_3	Mirosoze
1	у достоевского	13	42
2	может быть	19	30
3	не только	10	29
4	и в	34	28
5	не может	19	28
6	но и	12	25
7	а не	9	25
8	он не	15	24
9	в этом	16	20
10	достоевского есть	1	19
11	не было	2	18
12	у него	4	17
13	не в	9	16
14	потому что	12	16
15	в ней	3	15
16	в своей	3	15
17	переходит в	2	15
18	человека и	1	14
19	он был	1	14
20	никогда не	8	14
21	до конца	3	14
22	человека в	1	13
23	в нем	19	13
24	и он	2	12
25	и это	4	12
26	в самом	8	11
27	для него	13	11
28	и не	29	11
29	из подполья	36	10
30	в своем	2	10
31	в творчестве	3	10
32	человек не	1	10
33	было бы	2	10
34	достоевского и	3	10
35	бога и	1	10
36	что в	7	10
37	в мире	4	10
38	прежде всего	15	10
39	что он	23	10
40	был бы	2	10
41	и потому	2	10
42	и все	19	10
43	те которые	1	9
44	достоевского в	3	9
45	с тем	5	9
46	но он	3	9
47	и его	16	9
48	в его	22	9
49	к человеку	1	9
50	есть лишь	1	9
51	человек в	2	9
52	в глубине	1	8
53	в котором	3	8
54	иван карамазов	1	8
55	но не	4	8
56	в человеке	2	8
57	ивана карамазова	3	7
58	менее всего	1	7
59	но в	16	7
60	в себе	6	7
61	в конце	5	7
62	к нему	14	7
63	того что	5	7
64	нет ничего	1	7
65	и на	6	6
66	он сам	5	6
67	в которой	2	6
68	лишь в	5	6
69	в этой	1	6
70	достоевский не	1	6
71	все в	1	6
72	только в	6	6
73	он уже	3	6
74	вместе с	4	6
75	все это	16	6
76	человек и	2	6
77	в том	3	6
78	великом инквизиторе	1	5
79	нет и	3	5
80	это не	5	5
81	как и	18	5
82	достоевского нет	3	5
83	записок из	3	5
84	не могут	1	5
85	достоевского к	1	5
86	и бунт	1	5
87	то что	11	5
88	и человека	1	5
89	у человека	2	5
90	великого инквизитора	2	5
91	для достоевского	4	5
92	отношения к	1	4
93	это и	2	4
94	и этот	2	4
95	обращен к	1	4
96	отношение к	6	4
97	за пределы	2	4
98	увидим что	2	4
99	чем его	1	4
100	не как	3	4
101	и по	1	4
102	в них	2	4
103	в этих	1	4
104	точки зрения	8	4
105	в их	1	4
106	в которых	2	4
107	к концу	3	4
108	к ней	2	4
109	она не	1	4
110	мог бы	2	4
111	что и	5	4
112	тему о	2	4
113	в середине	1	4
114	один из	2	4
115	герои достоевского	1	4
116	уже не	2	4
117	уже в	3	4
118	о великом	1	4
119	творчестве достоевского	5	4
120	а в	5	4
121	тем что	4	4
122	и вместе	1	4
123	нет в	2	4
124	всю жизнь	2	4
125	не знал	2	4
126	и там	1	4
127	с этой	2	4
128	которых он	2	4
129	от него	6	4
130	не знает	6	4
131	с его	6	3
132	к богу	1	3
133	с этим	2	3
134	когда он	2	3
135	бы и	4	3
136	в братьях	3	3
137	этот процесс	1	3
138	и вот	5	3
139	на этом	4	3
140	заключает в	1	3
141	и с	15	3
142	то есть	1	3
143	его в	4	3
144	в жизни	2	3
145	только одно	1	3
146	достоевский и	1	3
147	не мог	5	3
148	том что	3	3
149	ничего не	4	3
150	к тому	5	3
151	в ее	3	3
152	особенно в	2	3
153	с собой	1	3
154	все его	2	3
155	нет у	1	3
156	в него	3	3
157	это очень	1	3
158	себя в	1	3
159	конечно не	2	3
160	не так	1	3
161	и их	1	3
162	так как	4	3
163	братьях карамазовых	3	3
164	не хотел	1	3
165	что человек	1	3
166	себя и	8	3
167	я хочу	2	3
168	о себе	18	3
169	ко всем	1	3
170	такого отношения	1	3
171	в мир	1	3
172	должно быть	3	3
173	он должен	2	3
174	хотя бы	5	3
175	будто бы	2	3
176	мы увидим	2	3
177	одним из	1	2
178	также и	1	2
179	чтобы не	1	2
180	в этот	2	2
181	достоевского у	1	2
182	он хотел	1	2
183	нему все	1	2
184	не хочет	2	2
185	проникает в	1	2
186	высшей степени	3	2
187	к чему	2	2
188	а как	2	2
189	ни того	1	2
190	достоевского очень	3	2
191	он знает	2	2
192	вопрос о	2	2
193	достоевского мы	1	2
194	время как	1	2
195	в виду	3	2
196	в преступлении	2	2
197	не все	1	2
198	по отношению	5	2
199	себе и	5	2
200	т е	12	2
201	в центре	1	2
202	как в	4	2
203	почувствовал что	1	2
204	все же	7	2
205	и как	3	2
206	героев достоевского	4	2
207	и к	12	2
208	за собой	3	2
209	и у	5	2
210	он в	4	2
211	все эти	4	2
212	бы не	2	2
213	приводит к	1	2
214	чистый человек	1	2
215	самого себя	2	2
216	с их	1	2
217	вообще не	2	2
218	как он	3	2
219	если бы	4	2
220	он ни	3	2
221	к миру	1	2
222	раз когда	1	2
223	с ней	1	2
224	него и	2	2
225	я бы	3	2
226	тому чтобы	2	2
227	входит в	2	2
228	на протяжении	5	2
229	с самим	14	2
230	и мы	1	2
231	был очень	1	2
232	достоевского как	1	2
233	которую он	1	2
234	оказывается что	1	2
235	сих пор	1	2
236	и жизнь	1	2
237	возвращается к	1	2
238	любовь к	1	2
239	мою душу	2	2
240	мир он	1	2
241	в то	12	2
242	в основе	1	2
243	того чтобы	1	2
244	котором не	1	2
245	по своей	1	2
246	когда мы	1	2
247	есть только	3	2
248	одно только	2	2
249	отличается от	2	2
250	всего в	1	2
251	его с	4	2
252	как для	2	2
253	мысли о	2	2
254	него как	1	2
255	должен быть	1	2
256	он мог	1	2
257	и от	5	2
258	и что	5	2
259	рассудка и	1	2
260	еще в	3	2
261	по сравнению	1	2
262	с ним	8	2
263	о нем	2	2
264	о своей	2	2
265	о том	2	2
266	ли она	1	2
267	раскольникова и	1	2
268	самому себе	1	2
269	самого достоевского	1	2
270	и во	3	2
271	человека из	13	2
272	достоевского это	2	2
273	природы он	1	2
274	достигает вершины	1	2
275	человека как	4	2
276	и она	1	2
277	о своих	1	2
278	и мир	2	2
279	кириллова и	2	2
280	нем не	1	2
281	жизни и	3	2
282	человека с	3	2
283	никто не	1	2
284	ведь это	1	2
285	но путь	1	2
286	его мысль	4	2
287	отношению к	6	2
288	как будто	7	2
289	даже и	4	2
290	для того	1	2
291	момент в	1	2
292	в свой	1	2
293	в высшей	3	2
294	до сих	1	2
295	мы еще	1	2
296	достоевского с	1	2
297	на этот	1	2
298	о чем	2	2
299	он и	5	2
300	новый момент	1	2
301	человека к	1	2
302	по своему	3	2
303	с внутренней	1	2
304	в той	2	2
305	как бы	27	2
306	образ и	1	2
307	сам не	3	2
308	в бесах	1	2
309	быть не	1	2
310	него не	1	2
311	в начале	4	2
312	его образ	1	2
313	о мире	8	2
314	и для	8	2
315	открытия о	1	2
316	и человек	1	2
317	его творчества	1	2
318	бы в	3	2
319	я хотел	2	2
320	конце концов	3	2
321	отношении к	7	2
322	в свою	1	2
323	сказать что	2	2
324	эти слова	3	2
325	понять его	1	2
326	достоевского никогда	1	2
327	кажется и	1	2
328	себя как	2	1
329	я и	2	1
330	если вы	1	1
331	обращено к	2	1
332	ту же	1	1
333	нем нет	1	1
334	и т	8	1
335	к духовной	1	1
336	и то	3	1
337	людей на	1	1
338	на самом	11	1
339	его внутреннюю	2	1
340	между двумя	2	1
341	к другому	20	1
342	и до	1	1
343	был и	1	1
344	человеческий и	1	1
345	из всех	1	1
346	петра верховенского	2	1
347	бы уже	3	1
