N	3gram	Bakhtin_Fr_6	Freidism
1	с точки зрения	2	11
2	по отношению к	1	8
3	не может быть	1	7
4	в самом деле	4	6
5	в большинстве случаев	4	5
6	и прежде всего	2	5
7	в зависимости от	1	4
8	то же время	5	4
9	в то же	5	4
10	в данном случае	2	4
11	можно сказать что	1	4
12	как мы уже	6	4
13	для того чтобы	1	3
14	на этот вопрос	1	3
15	и тот же	2	3
16	в следующей главе	6	3
17	один и тот	1	3
18	с помощью которых	2	3
19	и связанных с	1	2
20	в момент рождения	1	2
21	не дает нам	1	2
22	что же касается	1	2
23	и по отношению	1	2
24	точку зрения на	1	2
25	до сих пор	3	2
26	но если мы	1	2
27	в предыдущей главе	2	2
28	но в то	1	2
29	это прежде всего	2	2
30	а с другой	1	2
31	все то что	4	2
32	в этом отношении	3	2
33	связанных с ними	1	2
34	во внешнем мире	1	2
35	с одной стороны	4	2
36	мы уже указывали	1	2
37	в конце концов	1	2
38	мы видели что	1	2
39	и с помощью	1	2
40	уже знакомый нам	1	1
41	том что в	1	1
42	это так же	1	1
43	для нее нет	1	1
44	что с ним	1	1
45	тела и с	1	1
46	он объединяет в	1	1
47	так как они	1	1
48	части тела и	1	1
49	от всех других	1	1
50	непосредственно связано с	1	1
51	в нем и	1	1
52	нитью проходят через	1	1
53	вполне понятно что	2	1
54	обратное влияние на	1	1
55	целом ряде других	1	1
56	мы находим в	1	1
57	как и все	1	1
58	в эту эпоху	1	1
59	о болезни и	1	1
60	было для него	1	1
61	как это утверждает	1	1
62	до известной степени	1	1
63	человек как бы	1	1
64	на этом же	1	1
65	одно из важнейших	1	1
66	отражает в себе	1	1
67	является одним из	1	1
68	на самом же	1	1
69	только то что	1	1
70	в себе и	1	1
71	во всех этих	2	1
72	из того что	1	1
73	в основе своей	1	1
74	за ними и	1	1
75	со всех сторон	1	1
76	и вовсе не	2	1
77	нужно отметить что	1	1
78	и до конца	1	1
79	мы полагаем что	1	1
80	но благодаря этому	1	1
81	в беседе с	1	1
82	она основана на	1	1
83	и об его	1	1
84	а также и	2	1
85	дает нам никакого	1	1
86	при этом совершенно	1	1
87	и потому не	1	1
88	то что он	1	1
89	на ней мы	1	1
90	в пределах того	1	1
91	в этом легко	1	1
92	как возврата в	1	1
93	в целом ряде	1	1
94	мы все время	1	1
95	и т.п такова	1	1
96	они свидетельствуют о	1	1
97	таким образом в	2	1
98	в то время	1	1
99	мы не будем	1	1
100	мы уже сказали	3	1
101	как половые органы	2	1
102	о том что	5	1
103	ни о каком	1	1
104	той или иной	1	1
105	но все же	1	1
106	также и те	1	1
107	на которой он	1	1
108	как мы видим	1	1
109	смысле этого слова	1	1
110	во время болезни	1	1
111	это как бы	1	1
112	следующей главе что	1	1
113	и что он	1	1
114	поэтому они и	1	1
115	самом же деле	1	1
116	во всех его	3	1
117	в том что	2	1
118	и с его	2	1
119	таким образом тема	1	1
120	что и в	1	1
121	конечно не в	2	1
122	нам никакого ответа	1	1
