N	2gram	Tiupa_Narr_1	Psycholo
1	и в	11	38
2	то что	9	35
3	все время	1	30
4	в том	8	25
5	в самом	6	25
6	самом деле	3	21
7	что в	3	20
8	может быть	15	19
9	на то	2	16
10	что она	1	16
11	точки зрения	5	16
12	в ней	4	15
13	то есть	9	15
14	и т	1	14
15	том что	7	14
16	если бы	7	14
17	как бы	6	14
18	потому что	5	14
19	в этом	12	13
20	в этой	6	13
21	и мы	1	13
22	не только	31	12
23	таким образом	1	12
24	не в	6	12
25	мы увидим	1	12
26	что он	3	11
27	то же	8	10
28	в сущности	2	10
29	что это	1	10
30	и не	23	10
31	же самое	2	10
32	и все	3	10
33	с точки	1	9
34	того чтобы	4	9
35	в двух	1	9
36	и то	3	8
37	с этим	1	8
38	все же	4	8
39	и как	3	8
40	с тем	1	8
41	как и	13	8
42	в одном	4	8
43	как раз	6	8
44	для того	3	8
45	перед нами	5	8
46	для нас	1	8
47	мы уже	1	7
48	с другой	2	7
49	сущности говоря	1	7
50	мы можем	2	7
51	не может	8	7
52	как мы	2	7
53	в ее	1	7
54	что у	4	7
55	никак не	2	7
56	между тем	3	7
57	может служить	3	7
58	а не	13	7
59	а в	13	7
60	и на	5	6
61	в которых	1	6
62	к чему	3	6
63	как это	3	6
64	он не	3	6
65	мы видели	1	6
66	в котором	1	6
67	тому что	1	6
68	она не	2	6
69	не имеет	2	6
70	и его	10	6
71	с и	1	6
72	к тому	6	6
73	указывает на	1	6
74	ясно что	1	6
75	и здесь	1	6
76	о том	4	6
77	один из	6	6
78	с одной	1	6
79	из них	4	6
80	так как	1	6
81	до сих	2	6
82	которых мы	1	6
83	там где	1	6
84	мы не	3	5
85	в своем	3	5
86	в которой	1	5
87	так сказать	2	5
88	в другом	1	5
89	иначе говоря	8	5
90	в своей	5	5
91	казалось бы	2	5
92	и когда	1	5
93	в его	6	5
94	но и	27	5
95	действующих лиц	5	5
96	одной стороны	1	5
97	вместе с	2	5
98	в той	2	5
99	сих пор	2	5
100	или в	6	5
