N	2gram	Propp_Isto_5	Komedia
1	и в	25	26
2	едва ли	1	14
3	и не	11	14
4	и его	9	12
5	к тому	1	12
6	может быть	17	11
7	в том	6	11
8	в этом	10	10
9	но и	13	10
10	том что	8	9
11	если бы	2	9
12	вместе с	22	9
13	что в	8	9
14	ясно что	5	8
15	было бы	1	8
16	и на	8	7
17	не только	13	7
18	на себя	3	7
19	н э	1	7
20	что и	6	7
21	из них	2	7
22	еще не	8	6
23	в своем	1	6
24	о том	7	6
25	в нем	7	6
26	таким образом	9	6
27	в то	3	6
28	того чтобы	3	6
29	потому что	7	6
30	и здесь	7	6
31	наряду с	4	6
32	во время	7	6
33	то что	7	6
34	в которой	4	5
35	что он	22	5
36	так что	2	5
37	в истории	4	5
38	с этим	5	5
39	для того	3	5
40	а затем	7	5
41	на основании	1	5
42	с тем	8	5
43	и с	3	5
44	один из	2	5
45	в качестве	7	5
46	обращает на	1	5
47	к этому	2	5
48	уже в	2	4
49	в самом	1	4
50	что это	5	4
51	в целом	3	4
52	это было	2	4
53	по имени	1	4
54	как и	7	4
55	в этих	6	4
56	место в	1	4
57	не менее	4	4
58	не по	1	4
59	судя по	1	4
60	как будто	1	4
61	как мы	5	4
62	что у	4	4
63	еще в	2	4
64	его в	9	4
65	восходит к	1	4
66	в его	12	4
67	только в	7	4
68	же в	2	4
69	так как	11	4
70	у него	2	4
71	что для	1	4
72	прежде всего	6	4
73	в руках	1	4
74	в частности	7	4
75	как это	1	4
76	все же	10	4
77	и для	2	4
78	и от	1	4
79	одной из	1	4
80	точки зрения	2	4
81	например в	5	3
82	тех же	2	3
83	в котором	1	3
84	то же	4	3
85	в их	1	3
86	той же	1	3
87	вопрос о	2	3
88	того же	2	3
89	это время	2	3
90	в ней	5	3
91	что его	3	3
92	во всех	2	3
93	как правило	1	3
94	но не	5	3
95	по отношению	2	3
96	как в	6	3
97	что касается	1	3
98	но в	1	3
99	в этой	3	3
100	но все	5	3
101	человека в	3	3
102	по всему	1	3
103	но если	1	3
104	ли можно	1	3
105	с дочерью	1	3
106	не имеет	1	3
107	того как	4	3
108	же время	1	3
109	связи с	8	3
110	что на	1	3
111	и сам	2	3
112	то время	1	3
113	в образе	5	3
114	брак с	1	3
115	из дому	2	3
116	к нему	3	3
117	после смерти	3	3
118	себя в	6	3
119	ответ на	1	3
120	мы знаем	8	3
121	искать в	1	3
122	никто не	3	3
123	друг друга	3	3
124	мы можем	2	3
125	тем что	10	3
126	возможно что	1	3
127	даже не	1	3
128	здесь в	1	3
129	не было	1	3
130	о чем	2	3
131	в связи	4	3
132	из которых	2	3
133	в тех	1	3
134	отношению к	2	3
