N	2gram	Vinokur_St_2	Russkaja
1	не может	2	22
2	и не	9	19
3	в том	27	17
4	в этом	21	17
5	и в	29	14
6	то что	11	13
7	то же	2	11
8	точки зрения	5	11
9	таким образом	10	11
10	в то	2	10
11	же время	1	10
12	но и	19	10
13	в себе	2	9
14	не только	19	9
15	том что	27	9
16	с точки	2	9
17	может быть	2	9
18	церкви и	1	9
19	во всяком	3	9
20	того чтобы	6	8
21	прежде всего	5	8
22	как на	9	8
23	самом деле	3	7
24	и если	1	7
25	и с	4	7
26	в данном	2	7
27	к тому	10	7
28	не будет	1	7
29	о том	17	7
30	самого себя	1	7
31	ни к	1	7
32	в своем	9	6
33	и к	4	6
34	в россии	3	6
35	с тем	7	6
36	в своих	1	6
37	если бы	2	6
38	все это	11	6
39	и для	1	6
40	для того	7	6
41	что он	13	6
42	всяком случае	3	6
43	для него	4	6
44	на самом	3	6
45	а между	1	5
46	вопрос о	6	5
47	и на	6	5
48	на то	2	5
49	в нем	4	5
50	при этом	2	5
51	он не	9	5
52	было бы	5	5
53	в своей	7	5
54	никогда не	3	5
55	потому что	9	5
56	между тем	5	5
57	только в	2	5
58	хотя бы	3	5
59	конечно не	1	5
60	до сих	6	5
61	себя и	1	5
62	по существу	2	5
63	сих пор	5	5
64	а в	1	5
65	жизни в	1	5
66	и то	1	4
67	смотреть на	1	4
68	бы то	2	4
69	но не	3	4
70	себе и	1	4
71	все же	6	4
72	более или	2	4
73	не в	4	4
74	в этой	2	4
75	то ни	2	4
76	в совершенно	1	4
77	его в	2	4
78	как и	2	4
79	или менее	2	4
80	в их	3	4
81	не могут	1	4
82	при таких	1	4
83	переворот в	1	4
84	можно было	1	4
85	в его	13	4
86	так как	2	4
87	со стороны	2	4
88	вместе с	7	4
89	что же	1	4
90	как бы	5	4
91	отказаться от	1	4
92	жизни и	1	4
93	что в	19	4
94	к этой	1	4
95	все что	1	4
96	вряд ли	3	3
97	и т	9	3
98	говорить о	1	3
99	еще не	1	3
100	он сам	1	3
101	из этих	1	3
102	что они	2	3
103	в самом	7	3
104	что это	3	3
105	на том	1	3
106	и по	3	3
107	в другом	4	3
108	для них	1	3
109	о которых	2	3
110	несмотря на	2	3
111	но если	1	3
112	и сейчас	3	3
113	том чтобы	1	3
114	можно ли	1	3
115	одна из	1	3
116	связи с	4	3
117	что оно	1	3
118	что все	1	3
119	данном случае	1	3
120	в значительной	2	3
121	и во	1	3
122	борьбе с	1	3
123	что и	2	3
124	того что	5	3
125	одной из	3	3
126	в качестве	5	3
127	с нею	3	3
128	из них	3	3
129	в конце	2	3
130	тем что	3	3
131	именно в	4	3
132	только к	2	3
133	что для	1	3
134	не было	3	3
135	и потому	2	3
136	таких условиях	1	3
137	да и	1	3
138	этом случае	1	3
139	или в	1	3
140	конце концов	1	3
141	и как	2	3
142	все они	1	3
143	из этого	1	3
144	речь идет	4	2
145	зависимость от	1	2
146	из всех	1	2
147	на себя	3	2
148	в ней	7	2
149	в таком	1	2
150	по отношению	1	2
151	тогда как	2	2
152	не просто	1	2
153	для русской	1	2
154	с этим	3	2
155	целый ряд	1	2
156	но в	8	2
157	а во-вторых	1	2
158	все эти	2	2
159	и тот	1	2
160	и те	2	2
161	не к	2	2
162	на совершенно	1	2
163	для народа	1	2
164	факт что	6	2
165	на этой	1	2
166	на почве	2	2
167	по себе	3	2
168	и тем	1	2
169	одному из	1	2
170	на основании	1	2
171	нисколько не	1	2
172	в этих	3	2
173	во время	2	2
174	что такое	2	2
175	в котором	7	2
176	место в	1	2
177	и более	2	2
178	том же	2	2
179	тому что	7	2
180	она не	1	2
181	в таких	1	2
182	что с	2	2
183	принадлежат к	1	2
184	для нас	1	2
185	у него	1	2
186	больше чем	1	2
187	как будто	1	2
188	в области	2	2
189	свое собственное	1	2
190	всю свою	1	2
191	отличается от	1	2
192	и о	4	2
193	за то	3	2
194	с самим	1	2
195	в борьбе	1	2
196	разумеется что	4	2
197	даже не	1	2
198	настоящее время	1	2
199	и что	6	2
200	были бы	1	2
201	от него	1	2
202	отметить что	2	2
203	что только	1	2
204	согласиться с	1	2
205	этот вопрос	2	2
206	совершенно не	2	2
207	бы ни	2	2
208	их не	1	2
209	по этому	2	2
210	так что	3	2
211	только на	1	2
212	в начале	3	2
213	но совершенно	1	2
214	не так	1	2
215	ни в	3	2
216	не о	1	2
217	мы можем	1	2
218	только с	2	2
219	и вместе	1	2
220	и даже	3	2
221	основанный на	1	2
222	а с	3	2
223	естественно что	1	2
224	в некоторых	2	2
225	а не	5	2
226	на эту	1	2
227	в частности	4	2
228	так же	3	2
229	тот факт	4	2
230	в течение	6	2
231	но это	3	2
232	этом и	1	2
233	но для	1	2
234	если не	2	2
235	и от	1	2
236	не подлежит	1	2
237	в результате	2	2
238	в настоящее	1	2
239	не должен	2	2
240	самом себе	1	2
241	отношении к	3	2
242	бы его	1	2
243	на это	2	2
244	пути к	1	2
245	ее в	2	2
246	точно так	1	2
247	в силе	2	1
248	и действительно	1	1
249	культурного творчества	1	1
250	того же	2	1
251	к своей	1	1
252	это и	1	1
253	идет о	3	1
254	основан на	1	1
255	ту же	1	1
256	в зависимости	1	1
257	также и	2	1
258	их и	1	1
259	на тех	1	1
260	мы не	1	1
261	же как	3	1
262	ни у	3	1
263	у себя	1	1
264	в сущности	1	1
265	в полной	2	1
266	событий и	1	1
267	которое в	1	1
268	один общий	1	1
269	формы в	1	1
270	без всякого	1	1
271	что оба	2	1
272	столько же	3	1
273	в создании	1	1
274	он был	2	1
275	на них	1	1
276	участвовать в	1	1
277	не был	3	1
278	столь же	1	1
279	друг к	1	1
280	важно отметить	1	1
281	при жизни	1	1
282	к этому	4	1
283	но как	1	1
284	точка зрения	1	1
285	русского языка	3	1
286	в общем	3	1
287	очевидно что	2	1
288	судить об	1	1
289	для борьбы	1	1
290	из таких	2	1
291	которые не	3	1
292	в истории	2	1
293	работа в	1	1
294	что во	1	1
295	в одной	2	1
296	сам а	1	1
297	что касается	1	1
298	в полном	3	1
299	когда он	1	1
300	по пути	2	1
301	силе и	1	1
302	он на	1	1
303	в которой	11	1
304	нее так	1	1
305	выражение в	2	1
306	вполне реальные	1	1
307	что к	1	1
308	то и	1	1
309	им в	1	1
310	образом при	1	1
311	только один	1	1
312	тому же	3	1
313	иначе и	1	1
314	вследствие этого	1	1
315	к участию	1	1
316	вообще не	3	1
317	на его	2	1
318	не следует	1	1
319	что когда	1	1
320	силу и	1	1
321	тем не	2	1
322	чем для	1	1
323	от которого	1	1
324	мечтать о	1	1
325	которой на	1	1
326	эта последняя	1	1
327	в принципе	1	1
328	к одному	1	1
329	этого вопроса	1	1
330	борьбе против	1	1
331	прочим и	1	1
332	мало того	1	1
333	языком и	1	1
334	так например	7	1
335	v но	1	1
336	но все	7	1
337	значительной степени	2	1
338	тем же	2	1
339	тем в	2	1
340	об этой	1	1
341	об этом	6	1
342	к другу	1	1
343	или целиком	1	1
344	не трудно	1	1
345	а по	1	1
346	от степени	2	1
347	заключается в	1	1
348	те или	1	1
349	не умеет	1	1
350	с другими	1	1
351	из русских	1	1
352	он отстаивает	1	1
353	остановиться на	1	1
354	и рядом	1	1
355	был вполне	1	1
356	борьбе за	2	1
357	из нее	3	1
358	это положение	1	1
359	для чего	1	1
360	народа она	1	1
361	ради этой	1	1
362	нет и	2	1
363	принадлежит в	1	1
364	не противоречат	1	1
365	такой же	1	1
366	в один	2	1
367	что значит	1	1
368	от своего	1	1
369	что среди	1	1
370	нас не	2	1
371	и без	1	1
372	на ряду	1	1
373	что вся	1	1
374	условиях и	1	1
375	фактом что	2	1
376	не столько	7	1
377	на свою	1	1
378	представление о	1	1
379	нельзя было	1	1
380	для которых	2	1
381	в политическом	2	1
382	и эти	1	1
383	ни было	2	1
384	видеть что	1	1
385	вовсе не	6	1
386	даже в	2	1
387	освободиться от	1	1
388	нетрудно заметить	1	1
389	и вся	2	1
390	нею и	1	1
391	не менее	3	1
392	народа это	1	1
393	что эта	3	1
394	самого начала	3	1
395	и всегда	2	1
396	хотелось бы	1	1
397	и проч	1	1
398	дело в	4	1
399	или другие	1	1
400	к новым	1	1
401	у кого	1	1
402	на него	1	1
403	не по	2	1
404	в основе	1	1
405	сколько и	1	1
406	образом в	1	1
407	иметь в	3	1
408	но только	1	1
409	это же	1	1
410	он с	1	1
411	только не	2	1
412	однако если	1	1
413	найти в	1	1
414	таким путем	1	1
415	к ней	1	1
416	и теперь	2	1
417	свидетельствуют о	2	1
418	участию в	1	1
419	было не	1	1
420	доказать что	2	1
421	этом отношении	9	1
422	что на	3	1
423	по нашему	1	1
424	исходить из	1	1
425	упомянутой выше	1	1
426	в духе	2	1
427	нет ни	1	1
428	чтобы сделать	2	1
429	похож на	1	1
430	совершенно новым	1	1
431	должны быть	1	1
432	виде как	1	1
433	все попытки	1	1
434	наконец что	1	1
435	что при	1	1
436	всегда будет	2	1
437	и это	2	1
438	как мы	1	1
439	как не	1	1
440	свою очередь	1	1
441	в ее	2	1
442	только при	1	1
443	не могло	3	1
444	мысль о	1	1
445	идет не	1	1
446	с самого	3	1
447	ряду с	1	1
448	роль в	1	1
449	то нужно	1	1
450	котором мы	1	1
451	о самой	1	1
452	что у	4	1
453	так и	9	1
454	не за	1	1
455	те же	1	1
456	именно вследствие	1	1
457	с реальными	1	1
458	по сравнению	1	1
459	а там	1	1
460	точно также	2	1
461	в эпоху	1	1
462	отрицать что	1	1
463	быть особенно	1	1
464	другом месте	2	1
465	особенно осторожным	1	1
466	естественной но	1	1
467	никак не	2	1
468	одного из	1	1
469	можно сказать	1	1
470	с другой	4	1
471	пребыванию в	1	1
472	по их	2	1
473	должно было	3	1
474	борьба с	2	1
475	от них	1	1
476	целиком в	1	1
477	чем и	1	1
478	от этих	1	1
479	у всех	2	1
480	свои личные	1	1
481	в лице	1	1
482	наконец и	1	1
483	один из	1	1
484	это делалось	1	1
485	сомнению что	1	1
486	и дело	2	1
487	с ними	1	1
488	особенно если	1	1
489	образцу на	1	1
490	неудивительно что	3	1
491	а после	1	1
492	к какому	1	1
493	отправная точка	1	1
494	в сторону	1	1
495	сомнений в	2	1
496	и исторических	1	1
497	борьбы с	3	1
498	а это	1	1
499	а то	1	1
500	тем сильнее	1	1
501	это обстоятельство	1	1
502	и их	1	1
503	в известной	1	1
504	могло бы	1	1
505	не для	1	1
506	относится не	1	1
507	случае не	2	1
508	связано с	1	1
509	принципиально не	1	1
510	в семью	1	1
511	ближайшим образом	2	1
512	все-таки не	1	1
513	в очень	1	1
514	быть для	1	1
515	с общим	1	1
516	связан с	3	1
517	тем у	2	1
518	о своей	2	1
519	следует подчеркнуть	1	1
520	по своим	1	1
521	к которому	1	1
522	на чем	1	1
523	еще и	3	1
524	и стал	1	1
525	а на	1	1
526	на этот	2	1
527	а за	1	1
528	не исключает	1	1
529	на которых	1	1
530	до конца	3	1
531	ничем не	1	1
532	не верит	1	1
533	не на	2	1
534	с которым	1	1
535	в свете	1	1
536	характеров и	2	1
537	в связи	1	1
538	в руках	1	1
539	связь с	2	1
540	о себе	1	1
541	как это	2	1
542	по своему	2	1
543	которые являются	1	1
544	верить что	1	1
545	не отвечала	1	1
546	человек с	1	1
547	быть не	1	1
548	материал для	3	1
549	с этой	2	1
550	и некоторые	1	1
551	характера в	1	1
552	этом вопросе	1	1
553	между прочим	12	1
554	с большой	1	1
555	не является	3	1
556	на все	1	1
557	которых он	1	1
558	являются не	1	1
559	этому и	1	1
560	славянофилов как	1	1
561	в отдельных	1	1
562	особых объяснений	1	1
563	эти попытки	1	1
564	бы в	1	1
565	случае и	1	1
566	его жизнь	1	1
567	и все	1	1
568	к самому	1	1
569	в свою	1	1
570	и внутренне	1	1
571	была бы	5	1
572	к его	1	1
573	отношению к	1	1
574	ни на	1	1
575	они их	1	1
576	можно назвать	1	1
577	яркое выражение	1	1
578	том числе	1	1
579	они не	2	1
