N	2gram	Berdyaev_V_1	StatiiOP
1	и в	16	44
2	в том	3	36
3	и т	2	30
4	что в	3	30
5	том что	2	29
6	в этом	4	21
7	т д	2	21
8	вовсе не	1	19
9	не только	2	18
10	то что	9	18
11	а в	2	17
12	а не	7	16
13	и не	20	16
14	может быть	1	15
15	как в	1	13
16	можно было	2	13
17	не в	3	12
18	в этой	1	11
19	того чтобы	2	11
20	у нас	1	11
21	я думаю	2	11
22	но в	3	10
23	для того	1	10
24	что он	4	10
25	только в	2	10
26	но и	5	10
27	как и	4	9
28	так и	4	9
29	того что	5	9
30	в его	4	9
31	с другой	1	9
32	во всех	3	8
33	все же	1	8
34	это не	2	8
35	я не	1	7
36	что они	7	7
37	в самом	1	7
38	другой стороны	1	7
39	для нас	2	7
40	прежде всего	2	7
41	в своей	3	6
42	потому что	4	6
43	что и	3	6
44	для него	2	6
45	но это	3	6
46	хотя бы	3	6
47	во всяком	2	6
48	и то	2	5
49	то же	1	5
50	в целом	1	5
51	все эти	3	5
52	в нем	4	5
53	и по	1	5
54	в котором	4	5
55	в которых	1	5
56	никогда не	3	5
57	могут быть	2	5
58	думаю что	1	5
59	так как	9	5
60	тем что	2	5
61	что мы	4	5
62	все это	5	5
63	жизни и	3	5
64	так же	1	5
65	речь идет	1	4
66	как это	1	4
67	в которой	1	4
68	вопрос о	1	4
69	в новом	1	4
70	бы и	3	4
71	что это	1	4
72	по словам	1	4
73	но все	1	4
74	но я	1	4
75	и очень	1	4
76	можно ли	1	4
77	не имеет	3	4
78	это слово	1	4
79	в ее	1	4
80	и что	3	4
81	же и	1	4
82	не было	3	4
83	как бы	5	4
84	это в	1	4
85	должна быть	3	3
86	и за	2	3
87	то это	3	3
88	в ней	4	3
89	еще не	8	3
90	он был	1	3
91	в чем	3	3
92	но не	2	3
93	и я	4	3
94	в истории	8	3
95	говорит что	1	3
96	за то	3	3
97	и с	1	3
98	лишь в	3	3
99	и тем	1	3
100	ни в	3	3
101	о которой	1	3
102	что не	4	3
103	тому что	3	3
104	в конце	3	3
105	не по	1	3
106	что оно	1	3
107	для себя	1	3
108	и вообще	1	3
109	между тем	2	3
110	но с	1	3
111	в двух	1	3
112	и так	1	3
113	это очень	1	3
114	по этому	3	3
115	в виде	1	3
116	бы все	1	3
117	а с	2	3
118	говорит о	1	3
119	да и	2	3
120	с этой	1	3
121	и для	3	3
122	не существует	1	3
123	в результате	1	3
124	будто бы	1	3
125	мы не	2	2
126	не была	1	2
127	конечно это	1	2
128	отношение к	1	2
129	более чем	2	2
130	в своем	1	2
131	что нет	1	2
132	от этого	3	2
133	опять-таки не	1	2
134	чем у	1	2
135	тут не	1	2
136	что все	4	2
137	не всегда	1	2
138	и уже	1	2
139	отвращение к	3	2
140	места в	1	2
141	это дело	2	2
142	их в	3	2
143	как можно	1	2
144	она не	1	2
145	на него	1	2
146	было не	1	2
147	говорить о	4	2
148	ничего не	1	2
149	в сознании	1	2
150	что на	1	2
151	и это	2	2
152	и сам	2	2
153	что от	2	2
154	то есть	1	2
155	и все	4	2
156	все в	1	2
157	и во	2	2
158	а потому	1	2
159	крайней мере	1	2
160	не надо	1	2
161	и можно	1	2
162	к нему	1	2
163	д и	1	2
164	с которыми	1	2
165	конечно не	2	2
166	уже в	1	2
167	если в	1	2
168	не для	1	2
169	у него	1	2
170	хотел бы	1	2
171	бы это	1	2
172	еще и	1	2
173	превращается в	3	2
174	кто знает	1	2
175	по крайней	1	2
176	если не	3	2
177	стороны в	1	2
178	что во	3	2
179	и потому	7	2
180	этого слова	1	2
181	лет назад	1	2
182	и тогда	2	2
183	в этих	3	2
184	в своих	1	2
185	в вопросе	3	1
186	а между	2	1
187	если б	1	1
188	вот по	2	1
189	свою личность	4	1
190	не имел	2	1
191	и есть	4	1
192	для полноты	1	1
193	этому пути	2	1
194	и могут	1	1
195	его не	2	1
196	их и	1	1
197	который был	1	1
198	зависимости от	1	1
199	слова сказанные	1	1
200	во мне	4	1
201	и на	1	1
202	бы то	1	1
203	с его	3	1
204	отказ от	1	1
205	но как	1	1
206	могут и	1	1
207	присутствует в	1	1
208	не хотел	2	1
209	нет и	2	1
210	во что	1	1
211	было написано	1	1
212	это тот	1	1
213	это самое	1	1
214	которыми можно	1	1
215	хотя и	5	1
216	существует лишь	1	1
217	в известном	1	1
218	им в	1	1
219	он делает	1	1
220	и до	1	1
221	от необходимости	1	1
222	от которого	3	1
223	одно целое	1	1
224	с именем	1	1
225	и вот	1	1
226	нашего времени	1	1
227	так часто	1	1
228	в глазах	1	1
229	для них	2	1
230	в них	3	1
231	были в	1	1
232	с тем	2	1
233	материалом для	2	1
234	и было	1	1
235	на себя	5	1
236	когда в	2	1
237	в государственном	1	1
238	это только	1	1
239	мы в	1	1
240	еще с	1	1
241	отказывает в	1	1
242	что я	3	1
243	а есть	2	1
244	что было	2	1
245	нет никакого	1	1
246	равно не	1	1
247	из нас	1	1
248	и другое	1	1
249	на котором	1	1
250	одна из	2	1
251	что их	2	1
252	в процессе	1	1
253	заботиться о	1	1
254	в разных	1	1
255	того как	1	1
256	уже и	1	1
257	освобождается от	1	1
258	в духе	2	1
259	не могут	2	1
260	великих и	4	1
261	к тому	3	1
262	слова с	1	1
263	отказаться от	1	1
264	им по	1	1
265	то ни	1	1
266	как мы	1	1
267	в виду	1	1
268	к нам	2	1
269	ни стало	1	1
270	и говорит	1	1
271	на том	2	1
272	он так	1	1
273	на путь	1	1
274	личности но	1	1
275	является в	2	1
276	свое дело	1	1
277	никогда и	1	1
278	но к	1	1
279	скрыть от	1	1
280	после того	1	1
281	и который	1	1
282	не просто	1	1
283	его личности	1	1
284	но нет	1	1
285	в форме	2	1
286	что бы	1	1
287	тот который	1	1
288	снять с	1	1
289	что тот	1	1
290	счастье и	3	1
291	для таких	1	1
292	тот же	3	1
293	те которые	2	1
294	бы ни	1	1
295	не имеют	1	1
296	уже не	2	1
297	слова не	1	1
298	каким образом	1	1
299	в праве	1	1
300	являться в	1	1
301	его и	2	1
302	не так	2	1
303	но вот	1	1
304	в одном	1	1
305	в прошлом	2	1
306	к ним	1	1
307	и никогда	2	1
308	представляю себе	1	1
309	не были	1	1
310	в число	2	1
311	так не	2	1
312	и против	3	1
313	в недостаточной	1	1
314	мы так	1	1
315	них и	1	1
316	не верит	3	1
317	и своим	1	1
318	вопросе о	2	1
319	о чем	1	1
320	только несколько	1	1
321	него не	1	1
322	в одно	1	1
323	но что	1	1
324	недоразумение и	1	1
325	вместе с	1	1
326	есть такое	1	1
327	много места	1	1
328	в последнем	2	1
329	и смерти	1	1
330	него в	1	1
331	он упрекает	1	1
332	их во	1	1
333	ни для	1	1
334	такую картину	1	1
335	и новой	1	1
336	указать на	1	1
337	и от	1	1
338	которая в	1	1
339	тот кто	2	1
340	всего что	1	1
341	у них	1	1
342	влагает в	1	1
343	в третьем	1	1
344	бы в	1	1
345	вообще в	1	1
346	конце концов	1	1
347	против того	1	1
348	я в	1	1
349	потребность в	1	1
350	не быть	1	1
351	мы а	1	1
352	оно не	3	1
353	и другие	1	1
354	а того	1	1
355	основана на	1	1
356	к этому	1	1
357	в роли	1	1
358	они не	1	1
