N	2gram	Losev_Prob_2	FransuaR
1	и в	35	45
2	то есть	39	25
3	и не	37	15
4	в этом	17	14
5	но в	6	14
6	не только	24	14
7	во всех	2	13
8	и его	1	13
9	в его	7	13
10	как бы	4	12
11	во время	1	12
12	что в	11	12
13	то же	5	11
14	в своем	4	11
15	в то	6	11
16	в нем	1	10
17	и с	10	10
18	как и	5	10
19	в том	12	10
20	но и	16	10
21	прежде всего	11	10
22	в ней	2	8
23	таким образом	4	8
24	как мы	5	8
25	мира и	1	8
26	вовсе не	37	8
27	и др	2	8
28	так же	5	8
29	также и	12	7
30	он был	1	7
31	с его	1	7
32	том что	19	7
33	не в	2	7
34	потому что	13	7
35	что и	2	7
36	в конце	7	7
37	и все	5	7
38	все это	4	7
39	здесь не	2	6
40	в этой	9	6
41	он не	2	6
42	всех этих	4	6
43	в них	2	6
44	мысли и	2	6
45	того чтобы	2	6
46	связи с	5	6
47	так и	7	6
48	что он	4	6
49	так как	7	6
50	для того	3	6
51	одним из	1	5
52	самом деле	4	5
53	на самом	4	5
54	это и	3	5
55	здесь и	1	5
56	с ее	1	5
57	и на	5	5
58	хотя и	3	5
59	и как	4	5
60	и к	3	5
61	все эти	7	5
62	на этом	1	5
63	его в	3	5
64	с ним	1	5
65	этом отношении	1	5
66	одной из	1	5
67	человека с	1	5
68	и их	3	5
69	как раз	8	5
70	в связи	5	5
71	не может	13	5
72	но это	6	5
73	есть и	1	5
74	же как	1	4
75	мы уже	3	4
76	той же	2	4
77	мы не	7	4
78	и о	4	4
79	но не	4	4
80	в общем	4	4
81	эта связь	2	4
82	перед нами	2	4
83	кроме того	5	4
84	в самом	5	4
85	по своему	5	4
86	об этом	2	4
87	это было	2	4
88	между собою	4	4
89	не мог	1	4
90	точки зрения	2	4
91	в их	3	4
92	в основе	3	4
93	и это	5	4
94	можно было	5	4
95	здесь как	2	4
96	ничего не	10	4
97	и здесь	4	4
98	о том	18	4
99	и во	1	4
100	только в	14	4
101	с этим	5	4
102	и даже	11	4
103	здесь в	1	4
104	сказать что	24	4
105	а не	10	4
106	как это	1	4
107	и от	3	4
108	бы в	3	4
109	все они	1	4
110	а также	2	4
111	а в	4	4
112	как на	2	4
113	по поводу	2	4
114	такой же	1	4
115	том числе	2	4
116	ведь и	2	3
117	единство и	1	3
118	из этих	3	3
119	как в	1	3
120	вообще не	4	3
121	что она	4	3
122	как они	2	3
123	об этой	1	3
124	здесь нет	1	3
125	ни в	6	3
126	до сих	4	3
127	в которых	1	3
128	от его	2	3
129	не менее	13	3
130	но они	1	3
131	не имеет	7	3
132	что на	4	3
133	от того	1	3
134	всего этого	1	3
135	необходимости и	1	3
136	то время	1	3
137	в другом	1	3
138	этот момент	1	3
139	это не	1	3
140	именно в	1	3
141	того что	12	3
142	и прежде	2	3
143	и одновременно	1	3
144	словом и	1	3
145	поэтому и	1	3
146	для всех	2	3
147	есть в	4	3
148	в одном	1	3
149	не было	3	3
150	еще и	5	3
151	о чем	6	3
152	вместе с	2	3
153	но этот	1	3
154	сих пор	4	3
155	и для	6	3
156	на небе	1	3
157	и ни	3	3
158	в заключение	2	3
159	ту же	1	2
160	можно говорить	3	2
161	чтобы не	2	2
162	и есть	4	2
163	и до	1	2
164	и больше	1	2
165	мы говорили	1	2
166	говорить о	10	2
167	в целом	3	2
168	в данном	10	2
169	нет и	3	2
170	после всего	1	2
171	относится к	6	2
172	в истории	3	2
173	независимо от	2	2
174	все же	8	2
175	и наконец	3	2
176	от этого	1	2
177	не будем	4	2
178	что это	1	2
179	раз в	1	2
180	им в	1	2
181	роль в	2	2
182	и если	3	2
183	при этом	3	2
184	но именно	4	2
185	перестает быть	3	2
186	так например	1	2
187	лишь в	3	2
188	с которой	3	2
189	было бы	8	2
190	но их	1	2
191	для них	3	2
192	она и	2	2
193	с тем	3	2
194	несмотря на	3	2
195	и без	5	2
196	известной мере	1	2
197	из области	1	2
198	нельзя было	3	2
199	но эта	3	2
200	языков и	1	2
201	даже в	2	2
202	в отношении	4	2
203	что эта	1	2
204	если в	1	2
205	на него	2	2
206	и притом	3	2
207	уже и	3	2
208	конечно и	1	2
209	не могут	4	2
210	что все	6	2
211	числе и	2	2
212	к тому	3	2
213	в каждом	1	2
214	этот путь	1	2
215	если мы	9	2
216	чем не	1	2
217	нам о	1	2
218	данном случае	5	2
219	в средневековой	1	2
220	говорили что	1	2
221	и что	13	2
222	на том	3	2
223	еще в	2	2
224	материи и	1	2
225	том как	1	2
226	по тому	2	2
227	и вообще	16	2
228	же самое	6	2
229	утверждают что	1	2
230	и та	1	2
231	но мы	3	2
232	как ее	1	2
233	можно сказать	6	2
234	в значительной	3	2
235	нас в	3	2
236	к нему	2	2
237	между тем	1	2
238	переходит в	1	2
239	в ту	1	2
240	в свете	3	2
241	и она	1	2
242	всякого рода	4	2
243	ли он	3	2
244	это очень	1	2
245	здесь с	1	2
246	в качестве	2	2
247	значение и	8	2
248	ведь это	2	2
249	в известной	1	2
250	мы можем	6	2
251	может быть	18	2
252	тут же	8	2
253	гораздо сложнее	1	2
254	и только	4	2
255	а именно	6	2
256	мы еще	3	2
257	себя и	1	2
258	превращается в	1	2
259	один из	3	2
260	на эту	2	2
261	здесь только	3	2
262	в одно	2	2
263	нет ни	1	2
264	в пределах	1	2
265	конечно не	2	2
266	во все	2	2
267	слова и	4	2
268	несколько слов	1	2
269	в условиях	2	2
270	в другое	1	2
271	хотя бы	12	2
272	в системе	2	2
273	то что	38	2
274	одновременно и	3	2
275	это в	2	2
276	к этому	1	2
277	также было	1	1
278	то на	2	1
279	он может	1	1
280	спрашивали что	1	1
281	то в	1	1
282	тем же	1	1
283	из самых	2	1
284	она все	1	1
285	не имеют	1	1
286	в какой-то	2	1
287	все те	1	1
288	и этот	3	1
289	нечто что	1	1
290	по его	1	1
291	есть не	6	1
292	и была	1	1
293	от всякой	2	1
294	здесь о	2	1
295	которую мы	1	1
296	большую роль	2	1
297	нам в	2	1
298	что многие	2	1
299	в учении	1	1
300	только эта	1	1
301	и говорят	1	1
302	то это	3	1
303	язык этой	1	1
304	образец для	1	1
305	целое и	1	1
306	и нигде	1	1
307	столь же	1	1
308	время в	1	1
309	оттенками и	1	1
310	тем как	1	1
311	то мы	1	1
312	им еще	1	1
313	различия между	1	1
314	но как	6	1
315	но язык	1	1
316	не все	4	1
317	мы назвали	2	1
318	не просто	11	1
319	в едином	1	1
320	друг от	2	1
321	и речи	3	1
322	эта роль	1	1
323	и свои	2	1
324	и чем	1	1
325	что они	3	1
326	необходимо и	1	1
327	характер и	1	1
328	является к	1	1
329	что во	1	1
330	если она	1	1
331	его на	1	1
332	общего с	2	1
333	чем мы	1	1
334	первых двух	1	1
335	это тоже	3	1
336	время весьма	2	1
337	и свою	2	1
338	тут нет	1	1
339	хотя она	2	1
340	бы и	7	1
341	двух ногах	1	1
342	формы в	1	1
343	тут и	2	1
344	бы не	3	1
345	есть о	1	1
346	одном случае	1	1
347	нами в	2	1
348	в себе	5	1
349	другом случае	1	1
350	же снимается	1	1
351	связи между	1	1
352	на то	6	1
353	человек не	2	1
354	в наших	1	1
355	так сказать	1	1
356	время и	2	1
357	а скорее	2	1
358	о которой	1	1
359	и еще	1	1
360	в понимании	2	1
361	же это	5	1
362	котором мы	1	1
363	для понимания	1	1
364	на земле	1	1
365	не могли	1	1
366	но вместе	1	1
367	одной и	2	1
368	и по	3	1
369	в нее	2	1
370	в основу	1	1
371	но все	2	1
372	мы его	1	1
373	на всю	2	1
374	значение в	4	1
375	скоро будет	1	1
376	на этой	2	1
377	г в	1	1
378	и мы	2	1
379	должен был	1	1
380	смысл в	1	1
381	этом мы	1	1
382	но уже	5	1
383	о которых	3	1
384	какое же	1	1
385	далеко не	4	1
386	он действительно	1	1
387	что не	5	1
388	место и	1	1
389	эту тему	2	1
390	говорится о	2	1
391	все моменты	1	1
392	и формы	1	1
393	и говорили	1	1
394	является основой	1	1
395	принадлежит в	1	1
396	потому и	1	1
397	как таковой	4	1
398	и того	3	1
399	сосредоточиться на	3	1
400	нужно было	1	1
401	главное это	1	1
402	и тут	4	1
403	друга только	1	1
404	что всякий	5	1
405	значение вовсе	1	1
406	должны были	3	1
407	мы сказали	1	1
408	и той	4	1
409	которые в	2	1
410	тем не	12	1
411	и более	5	1
412	их в	4	1
413	не должно	1	1
414	нас к	1	1
415	тому что	3	1
416	необходимо сказать	6	1
417	раз и	5	1
418	что с	2	1
419	этого тела	1	1
420	мышления и	2	1
421	тогда когда	3	1
422	одна из	3	1
423	и способы	1	1
424	это всегда	1	1
425	мы все	3	1
426	следовательно и	1	1
427	никогда не	1	1
428	и всегда	1	1
429	казалось бы	7	1
430	слово и	2	1
431	правда в	2	1
432	нами раньше	1	1
433	это то	5	1
434	этих двух	1	1
435	это слово	1	1
436	со своим	1	1
437	как будто	6	1
438	в области	6	1
439	ведь все	2	1
440	может показаться	1	1
441	у нас	18	1
442	и родового	1	1
443	взятое в	1	1
444	здесь совершенно	1	1
445	как только	3	1
446	для чего-нибудь	1	1
447	бы он	1	1
448	той или	5	1
