N	2gram	Bakhtin_fo_1	slovoVRo
1	в романе	32	46
2	и в	50	39
3	может быть	11	37
4	и т	8	35
5	и его	16	33
6	т п	8	33
7	то есть	33	26
8	не только	9	24
9	и не	14	22
10	но и	8	21
11	не может	6	20
12	в нем	24	19
13	до конца	4	17
14	в этом	25	16
15	все это	4	16
16	так и	12	15
17	романного жанра	1	15
18	а не	3	14
19	человек и	2	14
20	отличие от	2	13
21	как в	6	13
22	в процессе	4	13
23	в пределах	5	13
24	во всех	6	12
25	в отличие	2	12
26	в истории	2	11
27	слово в	1	11
28	вовсе не	13	10
29	к своему	2	9
30	и с	4	9
31	не в	5	9
32	рыцарский роман	1	9
33	таким образом	11	8
34	оно не	2	8
35	себя в	1	8
36	прежде всего	15	8
37	слова и	2	8
38	точки зрения	5	8
39	еще не	5	7
40	с его	9	7
41	в него	1	7
42	европейского романа	4	7
43	при этом	3	7
44	в этих	3	7
45	для него	2	7
46	с ним	2	7
47	никогда не	2	7
48	могут быть	5	7
49	как мы	14	7
50	в его	13	7
51	и даже	2	7
52	и потому	3	7
53	как бы	2	7
54	в сущности	3	6
55	но не	5	6
56	в своем	4	6
57	все же	6	6
58	и к	2	6
59	но в	10	6
60	все эти	9	6
61	удельный вес	2	6
62	так сказать	7	6
63	значительной степени	1	6
64	в них	4	6
65	как и	8	6
66	она не	1	6
67	темы о	1	6
68	в значительной	2	6
69	в большинстве	1	6
70	человек в	3	6
71	там где	2	6
72	этом случае	1	6
73	жизни и	8	6
74	например в	6	5
75	античной почве	6	5
76	идеи испытания	4	5
77	героя и	7	5
78	в быту	3	5
79	человека в	17	5
80	это не	6	5
81	том что	4	5
82	по себе	2	5
83	не могут	3	5
84	но все	5	5
85	той или	2	5
86	с другой	2	5
87	романа в	5	5
88	один из	3	5
89	в том	9	5
90	с ними	1	5
91	с одной	3	5
92	конечно не	4	5
93	уже не	2	5
94	и их	8	5
95	одной стороны	2	5
96	или иной	2	5
97	в плане	1	5
98	и для	4	5
99	только в	4	5
100	романа и	3	5
101	для нас	2	5
102	от него	1	5
103	и все	6	5
104	и наконец	1	5
105	отношения к	3	4
106	на античной	7	4
107	в зависимости	1	4
108	этим определяется	1	4
109	и на	8	4
110	по отношению	3	4
111	отношение к	2	4
112	этих романов	5	4
113	сливается с	1	4
114	связанные с	1	4
115	всех этих	5	4
116	то же	11	4
117	его в	3	4
118	входит в	3	4
119	с другими	3	4
120	идея испытания	1	4
121	на почве	2	4
122	в новое	3	4
123	ни в	8	4
124	в отношении	3	4
125	остается вне	1	4
126	в то	9	4
127	одна из	2	4
128	в основе	5	4
129	или прямо	1	4
130	же время	9	4
131	или как	4	4
132	во всем	2	4
133	зависимости от	1	4
134	что оно	1	4
135	здесь не	4	4
136	но здесь	1	4
137	для романного	1	4
138	наконец в	1	4
139	поэтому и	3	4
140	для всех	2	4
141	роман испытания	2	4
142	и других	3	4
143	так как	6	4
144	и др	9	4
145	себя и	3	4
146	с помощью	2	4
147	на фоне	3	4
148	и мир	1	4
149	узком смысле	1	4
150	в той	4	4
151	в основном	5	4
152	в чужом	1	4
153	романа испытания	1	4
154	а в	3	4
155	в эпосе	2	4
156	отношению к	5	4
157	в таком	3	4
158	ту же	2	3
159	необходимо отметить	2	3
160	п все	1	3
161	той же	2	3
162	единство и	1	3
163	человека и	11	3
164	роман в	4	3
165	в чем	2	3
166	можно прямо	2	3
167	сама по	1	3
168	стороны и	2	3
169	перед нами	1	3
170	и как	10	3
171	не приходится	1	3
172	бы и	1	3
173	с их	2	3
174	человеке и	1	3
175	лишь в	6	3
176	с точки	2	3
177	не столько	1	3
178	испытания в	1	3
179	точку зрения	2	3
180	тип авантюрного	2	3
181	нем в	2	3
182	его от	2	3
183	связи с	6	3
184	эта категория	1	3
185	этом отношении	3	3
186	в ней	4	3
187	единый и	1	3
188	романе в	2	3
189	глубоко и	1	3
190	в состав	1	3
191	романа а	1	3
192	а также	2	3
193	что и	3	3
194	в бытовой	1	3
195	даже на	1	3
196	быть и	2	3
197	иной степени	1	3
198	всех его	1	3
199	или даже	1	3
200	него нет	1	3
201	у него	6	3
202	в роман	4	3
203	рядом с	2	3
204	в особенности	9	3
205	связан с	1	3
206	здесь в	2	3
207	в свою	2	3
208	может иметь	1	3
209	в некоторых	2	3
210	стремится к	1	3
211	прямо сказать	2	3
212	в романах	2	3
213	софистический роман	1	3
214	и от	1	3
215	что в	5	3
216	из себя	1	3
217	хотя бы	2	3
218	сказать что	3	3
219	авантюрного романа	3	3
220	героя в	1	3
221	во всяком	3	3
222	новое время	1	2
223	одним из	1	2
224	также и	2	2
225	xvii века	2	2
226	ведь и	1	2
227	оно было	1	2
228	романе не	3	2
229	мы уже	11	2
230	на материале	2	2
231	и само	1	2
232	мы не	3	2
233	именно к	1	2
234	но она	2	2
235	с ее	6	2
236	и чужого	1	2
237	конечно и	4	2
238	за всеми	1	2
239	всех сторон	1	2
240	на них	2	2
241	далее в	1	2
242	не был	1	2
243	роман и	1	2
244	их целом	2	2
245	оно уже	2	2
246	но как	1	2
247	точка зрения	1	2
248	менее всего	1	2
249	в новом	1	2
250	эти романы	1	2
251	и речи	5	2
252	не входят	2	2
253	с этим	6	2
254	и различные	1	2
255	кроме того	4	2
256	хотя и	3	2
257	дальнейшем развитии	2	2
258	время это	1	2
259	в нашем	2	2
260	бытовых жанрах	1	2
261	романа но	4	2
262	в себе	3	2
263	роль в	9	2
264	как он	2	2
265	а вовсе	1	2
266	он не	5	2
267	идее испытания	1	2
268	в xvii	3	2
269	и более	1	2
270	основе его	1	2
271	факт что	1	2
272	значение в	5	2
273	конечно в	1	2
274	мировой литературе	2	2
275	зрения на	1	2
276	здесь это	3	2
277	далеко не	2	2
278	независимо от	1	2
279	особенно на	1	2
280	второй софистики	1	2
281	и вне	3	2
282	чем в	2	2
283	п но	1	2
284	автора и	2	2
285	и другие	5	2
286	и при	1	2
287	в их	6	2
288	мы сказали	1	2
289	но эта	3	2
290	которые в	1	2
291	но он	2	2
292	в историческом	1	2
293	выступает здесь	1	2
294	благодаря этой	2	2
295	громадное значение	1	2
296	авантюрный роман	2	2
297	и проч	4	2
298	тогда когда	2	2
299	дело в	2	2
300	того чтобы	5	2
301	чем не	3	2
302	этого жанра	1	2
303	в одном	3	2
304	только и	5	2
305	вне его	2	2
306	к ней	2	2
307	риторических жанрах	1	2
308	входят в	1	2
309	точном смысле	2	2
310	отличие его	1	2
311	и оно	1	2
312	в мировой	2	2
313	рыцарском романе	1	2
314	отличается от	1	2
315	вырождается в	1	2
316	должен быть	1	2
317	и образ	3	2
318	свою очередь	1	2
319	в себя	1	2
320	степени и	1	2
321	так в	1	2
322	в дальнейшем	6	2
323	как с	1	2
324	в другом	1	2
325	те же	2	2
326	здесь как	2	2
327	особенно в	1	2
328	верности и	1	2
329	романе и	4	2
330	и здесь	1	2
331	о том	1	2
332	существенной и	1	2
333	и т.п	4	2
334	притом в	1	2
335	или на	1	2
336	влияние на	4	2
337	в различных	2	2
338	в форме	3	2
339	романа барокко	1	2
340	еще более	3	2
341	единого и	1	2
342	ни к	3	2
343	исторического романа	1	2
344	что он	1	2
345	мы увидим	1	2
346	почти все	1	2
