N	3gram	Losev_Vlad_1	KulturaY
1	для того чтобы	2	15
2	в том что	7	15
3	и т д	2	14
4	в том чтобы	2	8
5	то обстоятельство что	2	8
6	в самом деле	1	7
7	с другой стороны	3	6
8	о том что	7	5
9	в этом отношении	1	5
10	во всяком случае	2	5
11	что же касается	4	4
12	том что он	2	4
13	тем не менее	2	4
14	более или менее	3	3
15	в этом смысле	4	3
16	вместе с тем	1	3
17	не потому что	1	3
18	в связи с	1	3
19	а с другой	1	3
20	в свою очередь	1	3
21	не может быть	3	3
22	того что в	1	2
23	на то что	4	2
24	так или иначе	1	2
25	и потому что	3	2
26	в целом и	1	2
27	так и в	1	2
28	в свое время	5	2
29	а в том	1	2
30	то же время	4	2
31	несколько слов о	1	2
32	заключается в том	1	2
33	в то же	4	2
34	к тому что	1	2
35	как это часто	1	1
36	в том виде	1	1
37	что иное как	1	1
38	себе и представить	1	1
39	с ними и	1	1
40	не говоря уже	1	1
41	в некотором отношении	1	1
42	и в особенности	1	1
43	в настоящее время	1	1
44	с ударением на	2	1
45	свидетельствует о том	1	1
46	так и не	1	1
47	народного просвещения и	1	1
48	только в тех	1	1
49	с одной стороны	1	1
50	как раз и	2	1
51	письмо вл соловьева	1	1
52	и притом не	1	1
53	и в то	2	1
54	в таких случаях	1	1
55	только в более	1	1
56	все той же	1	1
57	в письме к	8	1
58	большую роль в	1	1
59	вл соловьева к	3	1
60	и ничего не	1	1
61	этот раз из	1	1
62	но что такое	1	1
63	так что в	2	1
64	одно и то	1	1
65	в это время	1	1
66	скажем несколько слов	1	1
67	для своего времени	2	1
68	вопрос об отношении	1	1
69	не только в	2	1
70	и то же	1	1
71	и вместе с	1	1
72	и то обстоятельство	2	1
73	притом не только	1	1
74	дело не в	1	1
75	еще и потому	2	1
76	хотя бы на	1	1
77	бы в этой	1	1
78	это часто бывает	1	1
79	при этом в	1	1
80	об этом и	2	1
81	лицом к лицу	1	1
82	с помощью более	1	1
83	ни в каком	1	1
84	вывод который нам	1	1
85	вовсе не есть	1	1
86	уже и потому	1	1
87	с тем что	1	1
88	и тем самым	1	1
89	целом и вот	1	1
90	то что его	1	1
91	в году но	1	1
92	смысле этого слова	1	1
93	тем более что	2	1
94	то немногое что	1	1
95	не что иное	1	1
96	в истории русской	1	1
97	свидетельствуют о том	2	1
98	потому что она	1	1
99	что для нас	1	1
100	и с его	1	1
101	на этот раз	4	1
102	что и в	2	1
103	не в этом	1	1
