N	3gram	Propp_Isto_5	Myshleni
1	в том что	2	19
2	по отношению к	2	10
3	с точки зрения	1	10
4	для того чтобы	3	8
5	с самого начала	1	7
6	так же как	3	6
7	в то время	1	6
8	можно сказать что	1	6
9	в зависимости от	1	5
10	то время как	1	5
11	и тем самым	1	5
12	друг с другом	2	5
13	потому что он	2	4
14	на то что	2	4
15	как мы видели	1	4
16	до сих пор	2	3
17	из того что	1	3
18	мы видели что	2	3
19	мы знаем что	4	3
20	мы видим в	1	2
21	состоит в том	1	2
22	это означает что	1	2
23	в этом случае	7	2
24	с тем что	1	2
25	на этой стадии	3	2
26	вместе с тем	6	2
27	таким образом мы	2	2
28	то что он	1	2
29	с другой стороны	8	2
30	совершенно очевидно что	1	2
31	в связи с	4	2
32	в том смысле	1	2
33	не может быть	3	2
34	в тот момент	1	1
35	но так как	2	1
36	два основных момента	1	1
37	тот момент когда	1	1
38	на самом деле	1	1
39	что один из	1	1
40	в том числе	1	1
41	никак не может	1	1
42	о том как	2	1
43	же как и	2	1
44	только в том	1	1
45	что он не	1	1
46	в отличие от	1	1
47	так как самая	1	1
48	по своему содержанию	1	1
49	том числе и	1	1
50	он не может	2	1
51	совершенно так же	1	1
52	точно так же	1	1
53	возникает вместе с	1	1
54	но мы знаем	1	1
55	с этой точки	1	1
56	главным образом в	1	1
57	что он это	1	1
58	чем перейти к	1	1
59	как мы знаем	1	1
60	в процессе развития	1	1
61	в одном случае	1	1
62	сам по себе	1	1
63	в данном случае	2	1
64	не только в	2	1
65	с одной стороны	7	1
66	его в себя	2	1
67	потому что в	1	1
68	мы имеем только	1	1
69	но вместе с	3	1
70	которых как показал	1	1
71	вопрос о том	1	1
72	этой точки зрения	1	1
73	они и не	1	1
74	только тогда когда	1	1
75	то обстоятельство что	1	1
76	он доходит до	1	1
77	как и в	2	1
78	в свою очередь	1	1
79	в самом деле	1	1
80	не ясно что	1	1
81	после того как	3	1
82	тем не менее	4	1
83	таким образом развитие	1	1
84	может быть в	1	1
85	подобно тому как	1	1
86	что и в	2	1
87	и входит в	1	1
88	в пределах одного	1	1
