N	3gram	Propp_Morf_1	Istorich
1	и т д	39	15
2	в этих случаях	11	7
3	с другой стороны	4	7
4	в этом случае	8	5
5	до сих пор	1	5
6	в том что	3	5
7	тем не менее	4	5
8	мы видим что	9	4
9	что в сказке	1	3
10	здесь мы имеем	1	3
11	в данном случае	1	3
12	еще не все	1	3
13	в связи с	8	3
14	в немецкой сказке	1	3
15	в сказке о	1	3
16	может быть поставлен	1	3
17	случай мы имеем	3	2
18	к этому же	1	2
19	состоит в том	2	2
20	по отношению к	4	2
21	в одной сказке	1	2
22	и в других	1	2
23	точно так же	1	2
24	мужа в лес	1	2
25	что и в	1	2
26	чем перейти к	1	2
27	с одной стороны	1	2
28	то время как	3	2
29	связи с изучением	1	2
30	во всяком случае	2	2
31	сказка в целом	1	2
32	в целом не	1	2
33	быть поставлен вопрос	1	2
34	это еще не	1	2
35	в лес и	1	2
36	мы увидим ниже	5	2
37	таким образом мы	5	2
38	в то время	3	2
39	вступает в брак	1	2
40	о том что	1	2
41	он ничего не	1	2
42	но все же	3	2
43	мы имеем в	1	2
44	как и в	2	2
45	в ином царстве	1	2
46	в лесной избушке	1	1
47	мы видим не	1	1
48	при помощи которых	1	1
49	хотя и не	1	1
50	в пределах этих	1	1
51	и в вышеприведенных	1	1
52	в сказке нет	1	1
53	т д здесь	1	1
54	в чем же	1	1
55	как это делается	1	1
56	рассмотрим еще несколько	1	1
57	образом мы видим	3	1
58	яги и некоторые	1	1
59	и не противоречит	1	1
60	имеется и в	1	1
61	этом случае не	2	1
62	между прочим и	1	1
63	и мертвой водой	1	1
64	для нас также	1	1
65	этот же случай	1	1
66	подобно тому как	5	1
67	это мы видим	1	1
68	т е не	1	1
69	то же можно	1	1
70	состоят в теснейшем	1	1
71	и пр то	1	1
72	мы должны будем	1	1
73	т е мы	1	1
74	с точки зрения	2	1
75	мы не будем	2	1
76	еще тем что	1	1
77	так как мы	1	1
78	как мы увидим	4	1
79	быть разрешен только	1	1
80	независимо от того	3	1
81	в таком случае	1	1
82	иное царство и	1	1
83	нарушение запрета не	1	1
84	можно предположить что	1	1
85	и не всегда	1	1
86	с тех пор	1	1
87	немецкой сказке мы	1	1
88	в каком это	1	1
89	если это так	2	1
90	можно наблюдать что	1	1
91	может быть и	2	1
92	в самых разнообразных	1	1
93	живой и мертвой	2	1
94	ей так что	1	1
95	можно заметить что	2	1
96	можно сказать о	1	1
97	мы можем указать	1	1
98	герой прибывает домой	2	1
99	в этом нет	1	1
100	это так то	1	1
101	предпосылки что каждый	1	1
102	в лесу на	1	1
103	мы увидим дальше	1	1
104	и вне этой	1	1
105	с этим в	1	1
106	обстоит дело с	1	1
107	у богатырей в	1	1
108	есть формы которые	1	1
109	в иное царство	5	1
110	самых разнообразных сказках	1	1
111	на эти деньги	1	1
112	связь сказки с	1	1
113	сих пор не	1	1
114	мы имеем здесь	1	1
115	сто рублей и	1	1
116	но это еще	1	1
117	и в сказках	1	1
118	не будем мы	1	1
119	в тех случаях	2	1
120	к началу сказки	2	1
121	же можно сказать	1	1
122	к заключению что	1	1
123	может быть разрешен	2	1
124	мы легко узнаем	1	1
125	можно установить что	1	1
126	но они не	1	1
127	есть и другие	2	1
128	не означает что	1	1
129	между героем и	1	1
130	на самом деле	4	1
131	не может быть	9	1
132	один из них	1	1
133	с самого начала	1	1
134	некоторый свет на	1	1
135	этому же разряду	1	1
136	и даже не	1	1
137	можно сказать что	1	1
138	домой или в	1	1
139	на то что	2	1
140	видим что в	1	1
141	заметить что в	1	1
142	прибывает домой или	1	1
143	в открытом бою	1	1
144	тех случаях когда	2	1
145	в большинстве случаев	3	1
146	после того как	1	1
147	но есть и	1	1
148	отправляется в поиски	3	1
149	друг с другом	1	1
150	т д как	3	1
151	что там где	1	1
152	т д в	2	1
153	а затем уже	1	1
154	встречается очень часто	2	1
