N	2gram	Vygotskiy__2	Problemy
1	и в	32	46
2	то есть	21	40
3	и не	10	27
4	может быть	18	23
5	не может	17	19
6	как бы	6	19
7	в нем	4	17
8	в этом	13	16
9	не только	12	14
10	слова в	2	13
11	как мы	1	12
12	но и	10	12
13	как и	10	12
14	и на	5	11
15	точки зрения	17	11
16	в одном	2	11
17	а не	7	11
18	не в	8	10
19	между ними	1	10
20	и к	3	9
21	в самом	12	9
22	с точки	10	9
23	и все	4	9
24	в его	2	9
25	в том	37	9
26	в большинстве	1	9
27	вовсе не	2	9
28	прежде всего	1	9
29	до сих	5	8
30	конечно не	1	8
31	сих пор	5	8
32	или в	1	8
33	в сущности	7	7
34	еще не	2	7
35	в себе	2	7
36	и с	4	7
37	голосов в	1	7
38	по себе	12	7
39	как раз	5	7
40	то же	13	6
41	никогда не	9	6
42	и он	3	6
43	но в	3	6
44	слово в	1	6
45	к одному	4	6
46	в каждом	2	6
47	ни в	2	6
48	но это	2	6
49	и его	7	6
50	о нем	1	6
51	в него	2	6
52	что он	13	6
53	только в	7	6
54	все это	5	6
55	в романе	2	6
56	мы увидим	1	6
57	к другому	1	5
58	в котором	1	5
59	с его	2	5
60	во всех	3	5
61	за пределы	1	5
62	при этом	13	5
63	это не	2	5
64	в жизни	4	5
65	в то	5	5
66	в самой	2	5
67	если же	4	5
68	и сам	4	5
69	о том	6	5
70	же время	2	5
71	к нему	2	5
72	если мы	12	5
73	мы находим	2	5
74	так как	12	5
75	с другом	1	5
76	друг с	1	5
77	речи и	1	5
78	жизни и	4	5
79	например в	3	4
80	самом деле	16	4
81	в их	3	4
82	мы не	3	4
83	но не	2	4
84	как в	9	4
85	все же	4	4
86	кроме того	1	4
87	все эти	7	4
88	он не	6	4
89	людей и	1	4
90	таким образом	21	4
91	и наконец	1	4
92	он и	1	4
93	том что	21	4
94	в этих	2	4
95	том же	2	4
96	любовь к	1	4
97	в процессе	2	4
98	этих двух	2	4
99	во всем	3	4
100	потому что	21	4
101	в себя	1	4
