N	4gram	Tiupa_Narr_2	Narrotol
1	в то же время	3	3
2	в детстве и в	1	3
3	те же люди что	1	2
4	же как было в	1	2
5	будут каждый год а	1	2
6	а до каких пор	1	2
7	в той или иной	1	2
8	так же как было	1	2
9	же люди что были	1	2
10	юности что они все	1	2
11	тогда в детстве и	1	2
12	будто он прямо родился	1	2
13	что это все те	1	2
14	прошлом году как будет	1	2
15	были тогда в детстве	1	2
16	пор одному богу известно	1	2
17	всей вероятности и в	1	2
18	год а до каких	1	2
19	было в прошлом году	1	2
20	же будут каждый год	1	2
21	году как будет по	1	2
22	в том или ином	1	2
23	не что иное как	1	2
24	в прошлом году как	1	2
25	было весело все благополучно	1	2
26	люди что были тогда	1	2
27	благополучно точно так же	1	2
28	состоит в том что	4	2
29	по всей вероятности и	1	2
30	которым можно было бы	1	2
31	о детях о внуках	1	2
32	они все те же	1	2
33	как было в прошлом	1	2
34	каких пор одному богу	1	2
35	точно так же как	2	2
36	каждый год а до	1	2
37	все те же будут	1	2
38	это все те же	1	2
39	весело все благополучно точно	1	2
40	все благополучно точно так	1	2
41	как будто он прямо	1	2
42	вероятности и в будущем	1	2
43	в юности что они	1	2
44	что были тогда в	1	2
45	что они все те	1	2
46	до каких пор одному	1	2
47	свободен теперь как птица	1	2
48	детстве и в юности	1	2
49	как будет по всей	1	2
50	казалось что это все	1	2
51	и в юности что	1	2
52	будет по всей вероятности	1	2
53	он прямо родился монахом	1	2
54	все те же люди	1	2
55	те же будут каждый	1	2
56	по отношению к которому	1	2
57	от эпизода к эпизоду	2	2
58	оказывается атрибутом детства то	1	1
59	толстого или достоевского и	1	1
60	практически лишено самостоятельной значимости	1	1
61	первоначально зримое присутствие героя	1	1
62	следует краткий эпизод обособления	1	1
63	в рамках этой нарративной	1	1
64	небе веселый красивый звон	1	1
65	как недавним пребыванием архиерея	1	1
66	умирание наступает не сразу	1	1
67	черными монашескими фигурами а	1	1
68	в себе момент единения	1	1
69	архиерее обнаруживают себя с	1	1
70	светлее праздничнее и богаче	1	1
71	противостояния внизу темные улицы	1	1
72	никто не вспоминал это	1	1
73	из монастыря впрочем за	1	1
74	луна пение птиц в	1	1
