N	2gram	Tiupa_Narr_1	formyVre
1	и в	11	46
2	в этом	12	22
3	и т	1	14
4	прежде всего	4	14
5	в романе	2	13
6	и его	10	12
7	во всех	1	11
8	не только	31	11
9	только в	12	11
10	как бы	6	10
11	то есть	9	10
12	во время	1	10
13	точки зрения	5	10
14	в том	8	10
15	но в	7	10
16	мы уже	1	9
17	не в	6	9
18	у него	7	9
19	но и	27	9
20	вместе с	2	9
21	и не	23	9
22	и для	2	9
23	то же	8	8
24	как и	13	8
25	с точки	1	8
26	для того	3	8
27	того чтобы	4	8
28	потому что	5	8
29	связи с	2	8
30	в его	6	8
31	из них	4	8
32	в связи	2	8
33	жизни и	6	8
34	и на	5	7
35	так сказать	2	7
36	так и	5	7
37	в эпизоде	4	7
38	может быть	15	7
39	времени в	2	7
40	в одном	4	7
41	то что	9	7
42	как мы	2	6
43	еще не	4	6
44	все же	4	6
45	и наконец	1	6
46	при этом	19	6
47	человека в	2	6
48	и с	3	6
49	его в	1	6
50	никогда не	4	6
51	так как	1	6
52	в особенности	2	6
53	все это	1	6
54	и все	3	6
55	но не	4	5
56	с этим	1	5
57	в своем	3	5
58	он не	3	5
59	в нем	4	5
60	в то	4	5
61	и у	1	5
62	в непосредственном	1	5
63	в пространстве	3	5
64	в частности	14	5
65	в пределах	2	5
66	что в	3	5
67	также и	3	4
68	в мире	4	4
69	и он	6	4
70	значение и	1	4
71	как в	4	4
72	уже в	1	4
73	из этих	4	4
74	в себе	6	4
75	их в	3	4
76	и было	1	4
77	том что	7	4
78	в котором	1	4
79	же время	4	4
80	к себе	4	4
81	смерти и	1	4
82	в образе	1	4
83	с ним	2	4
84	и смерть	1	4
85	о том	4	4
86	его жизни	3	4
87	за ними	3	4
88	с другом	1	4
89	а не	13	4
90	человеческой жизни	2	4
91	отнюдь не	2	4
92	друг с	1	4
93	еще более	1	4
94	же в	2	4
95	жизни в	2	4
96	на свет	1	4
97	ему в	2	3
98	в виду	1	3
99	того же	1	3
100	слова и	1	3
101	мы еще	1	3
102	мы будем	1	3
103	точка зрения	5	3
104	отношение к	1	3
105	образ смерти	1	3
106	хотя и	4	3
107	целый ряд	1	3
108	и как	3	3
109	уже не	8	3
110	та же	2	3
111	т д	1	3
112	новое и	1	3
113	и по	1	3
114	таким образом	1	3
115	еще вернемся	1	3
116	хронотопа в	1	3
117	в их	1	3
118	в которых	1	3
119	что было	1	3
120	вернемся к	1	3
121	как можно	1	3
122	и смех	1	3
123	же самое	2	3
124	к тому	6	3
125	имеет место	4	3
126	роль в	2	3
127	и совершенно	1	3
128	том как	1	3
129	в другом	1	3
130	а также	6	3
131	как у	2	3
132	что и	1	3
133	того что	4	3
134	тот же	1	3
135	что он	3	3
136	во времени	9	3
137	все они	1	3
138	в качестве	14	3
139	и они	1	3
140	на протяжении	7	3
141	для него	4	3
142	тем что	1	3
143	в форме	2	3
144	что на	4	3
145	и даже	2	3
146	не было	3	3
147	не на	1	3
148	о чем	4	3
149	мира в	4	3
150	с помощью	1	3
151	не является	3	3
152	тем более	1	3
153	в этих	2	3
154	а в	13	3
155	к этому	1	3
156	том числе	1	3
157	о каждом	1	2
158	связи между	1	2
159	и есть	1	2
160	тем же	2	2
161	характерное для	1	2
162	и до	1	2
163	мы имеем	3	2
164	в сущности	2	2
165	жизни как	2	2
166	столько же	2	2
167	он был	1	2
168	бы она	1	2
169	и т.п	8	2
170	если в	2	2
171	к ним	2	2
172	друг от	1	2
173	опирается на	1	2
174	то в	4	2
175	и к	1	2
176	в этой	6	2
177	с одной	1	2
178	особое место	1	2
179	как он	1	2
180	не могла	2	2
181	человек не	1	2
182	о смерти	2	2
183	в корне	1	2
184	и вот	2	2
185	на земле	1	2
186	картины мира	3	2
187	людей и	1	2
188	по аналогии	1	2
189	мыслится как	2	2
190	лишь в	3	2
191	по себе	4	2
192	далеко не	1	2
193	с тем	1	2
194	со своими	1	2
195	которой он	1	2
196	одна и	1	2
197	мы видели	1	2
198	история о	1	2
199	автора и	1	2
200	смерть как	1	2
201	своей жизни	1	2
202	беседы с	3	2
203	в той	2	2
204	вплоть до	4	2
205	она не	2	2
206	там где	1	2
207	этом отношении	3	2
208	принадлежит к	1	2
209	могут быть	1	2
210	числе и	1	2
211	душе и	1	2
212	и потому	1	2
213	и о	3	2
214	от друга	1	2
215	здесь не	2	2
216	и от	2	2
217	не мог	6	2
218	особенно в	2	2
219	и та	1	2
220	утверждает что	1	2
221	можно сказать	5	2
222	это не	3	2
223	и только	2	2
224	в литературе	4	2
225	быть и	2	2
226	один из	6	2
227	со всеми	1	2
228	сами по	2	2
229	в конце	2	2
230	с настоящим	1	2
231	каждый из	2	2
232	протяжении всего	1	2
233	или иной	4	2
234	до сих	2	2
235	с другой	2	2
236	именно в	3	2
237	наконец в	1	2
238	их не	1	2
239	у нас	3	2
240	а на	2	2
241	не знает	1	2
242	жизни но	2	2
243	на друга	2	2
244	до конца	2	2
245	если не	2	2
246	не может	8	2
247	так же	1	2
248	как это	3	2
249	по своему	2	2
250	в данном	11	2
251	наряду с	1	2
252	сих пор	2	2
253	о его	2	2
254	друг на	2	2
255	ни для	1	2
256	в двух	1	2
257	ее и	1	2
258	у них	1	2
259	но это	1	2
260	значения в	1	2
261	между ними	2	2
262	жизни а	3	2
263	во всяком	2	2
264	все что	2	2
265	говоря о	1	1
266	например в	1	1
267	чтобы не	1	1
268	и то	3	1
269	на самом	1	1
270	значении этого	1	1
271	это и	1	1
272	идет о	3	1
273	времени но	2	1
274	он как	1	1
275	ни один	1	1
276	из того	1	1
277	подчеркнуть что	1	1
278	это время	1	1
279	в ней	4	1
280	между собой	2	1
281	он сам	3	1
282	в чем	2	1
283	с его	4	1
284	тем как	1	1
285	в нашем	3	1
286	самом деле	3	1
287	могло быть	1	1
288	и хронотопа	1	1
289	не входит	1	1
290	а он	1	1
291	в церковь	1	1
292	отличие от	2	1
293	иным образом	1	1
294	его на	1	1
295	из уст	2	1
296	о жизни	1	1
297	в него	1	1
298	в европейской	1	1
299	в полном	1	1
300	когда он	1	1
301	следующим образом	1	1
302	них как	2	1
303	в самом	6	1
304	в которой	1	1
305	совершенно чуждо	1	1
306	бы не	1	1
307	так в	4	1
308	и тот	1	1
309	в случае	2	1
310	стремится к	1	1
311	здесь однако	1	1
312	мы можем	2	1
313	не как	1	1
314	впаяны в	1	1
315	в человеческой	1	1
316	определенного смысла	1	1
317	его от	1	1
318	так например	1	1
