N	4gram	Vygotskiy__2	VeschiIm
1	бы то ни было	1	9
2	указывает на то что	1	3
3	дело в том что	1	2
4	заключается в том что	4	2
5	какого бы то ни	1	2
6	с одной стороны и	2	1
7	вопрос о том как	1	1
8	что как бы ни	1	1
9	таким же точно образом	1	1
10	и более или менее	1	1
11	мы видим таким образом	1	1
12	исходить из того что	1	1
13	в том что он	1	1
14	только на то что	1	1
15	не только то что	1	1
16	из того что в	1	1
17	в том смысле что	1	1
18	но эта точка зрения	1	1
19	что с точки зрения	1	1
20	том что он не	1	1
