N	2gram	Trubetskoy_1	FransuaR
1	и в	23	49
2	то есть	2	32
3	прежде всего	3	19
4	в его	5	18
5	и на	6	17
6	не только	7	17
7	и его	1	17
8	в этом	12	15
9	и не	8	15
10	в них	2	13
11	только в	6	13
12	но и	9	13
13	как и	9	11
14	как бы	10	11
15	в этой	6	10
16	вовсе не	2	10
17	в нем	3	9
18	для него	2	9
19	все это	11	9
20	в сущности	2	8
21	отношение к	4	8
22	то же	4	7
23	все же	13	7
24	все эти	19	7
25	таким образом	31	7
26	как мы	2	7
27	один из	1	7
28	не может	17	7
29	жизни и	2	7
30	мы уже	4	6
31	именно в	5	6
32	во всех	10	6
33	в истории	3	6
34	так и	10	6
35	и с	5	6
36	рядом с	1	6
37	точки зрения	13	6
38	в то	6	6
39	же время	2	6
40	в себя	2	6
41	то что	18	6
42	так как	7	6
43	сказать что	1	6
44	с точки	8	5
45	с его	1	5
46	из этих	8	5
47	но не	2	5
48	в своем	10	5
49	при этом	9	5
50	в эту	2	5
51	в своей	1	5
52	никогда не	4	5
53	уже говорили	1	5
54	роль в	1	5
55	тот же	3	5
56	уже в	1	5
57	в начале	2	5
58	может быть	16	5
59	и потому	3	5
60	и до	3	4
61	и к	5	4
62	но в	4	4
63	в себе	5	4
64	этот процесс	2	4
65	но все	5	4
66	лишь в	5	4
67	в жизни	3	4
68	в этих	3	4
69	и более	2	4
70	с ним	6	4
71	одна из	2	4
72	в области	4	4
73	с другой	6	4
74	мы находим	1	4
75	а в	3	4
76	тем что	1	4
77	до сих	8	4
78	не было	2	4
79	благодаря этому	1	4
80	сих пор	8	4
81	том что	19	4
82	в своих	2	4
83	как на	4	4
84	также и	2	3
85	в самом	8	3
86	почти все	2	3
87	и со	1	3
88	да и	1	3
89	но именно	1	3
90	всех этих	4	3
91	и вот	1	3
92	можно было	1	3
93	а затем	2	3
94	на все	5	3
95	и других	2	3
96	было бы	3	3
97	из них	5	3
98	далеко не	5	3
99	несмотря на	6	3
100	мы видели	2	3
101	на земле	3	3
102	во всем	3	3
103	их в	2	3
104	даже в	3	3
105	к этим	1	3
106	только с	1	3
107	и это	3	3
108	с ее	2	3
109	культуры и	9	3
110	так в	1	3
111	и вообще	3	3
112	в виду	2	3
113	о том	7	3
114	другими словами	2	3
115	в значительной	1	3
116	к нему	2	3
117	людей с	1	3
118	что он	7	3
119	с одной	3	3
120	и особенно	2	3
121	что для	4	3
122	одной стороны	2	3
123	в течение	4	3
124	и перед	1	3
125	и все	7	3
126	в большей	1	3
127	в том	30	3
128	жизни в	1	3
129	другой стороны	5	3
130	как известно	3	2
131	одним из	4	2
132	на самом	7	2
133	тех же	2	2
134	но даже	3	2
135	в ней	3	2
136	меньше чем	2	2
137	еще не	5	2
138	себе и	1	2
139	это и	1	2
140	что они	2	2
141	как к	5	2
142	целый ряд	4	2
143	только то	2	2
144	та же	3	2
145	в нашем	3	2
146	отчасти и	1	2
147	на то	9	2
148	этой культуры	3	2
149	вследствие этого	2	2
150	на его	1	2
151	перестает быть	1	2
152	и еще	1	2
153	в свет	2	2
154	в мире	6	2
155	на этой	2	2
156	зрения на	1	2
157	и традиции	2	2
158	смысл и	1	2
159	не во	1	2
160	затем и	1	2
161	можно найти	1	2
162	в отношении	1	2
163	и без	5	2
164	что касается	6	2
165	в их	4	2
166	жизнь и	3	2
167	точку зрения	2	2
168	и эти	1	2
169	мы должны	4	2
170	что в	8	2
171	того как	1	2
172	того чтобы	8	2
173	ничего не	1	2
174	что только	2	2
175	в самой	2	2
176	к ней	1	2
177	связи с	4	2
178	могут быть	1	2
179	половой жизни	1	2
180	в одну	4	2
181	здесь не	1	2
182	без всякого	1	2
183	культуры но	1	2
184	в дальнейшем	2	2
185	не были	1	2
186	по сравнению	5	2
187	другом месте	1	2
188	и т.д	4	2
189	в другом	2	2
190	же более	1	2
191	них еще	1	2
192	они являются	1	2
193	связаны с	1	2
194	всего что	1	2
195	в ту	2	2
196	и следовательно	1	2
197	сомнению что	3	2
198	проникнуть в	1	2
199	очень много	3	2
200	всяком случае	2	2
201	в качестве	1	2
202	есть в	2	2
203	этой новой	1	2
204	никто не	2	2
205	культура в	2	2
206	в конце	4	2
207	мы можем	6	2
208	у него	5	2
209	даже и	1	2
210	и даже	1	2
211	до конца	1	2
212	одну из	1	2
213	в связи	3	2
214	вместе с	6	2
215	так же	8	2
216	сравнению с	5	2
217	на эту	1	2
218	в тех	3	2
