N	2gram	Potebnia_M_2	EvropaiC
1	таким образом	11	32
2	в том	18	31
3	и в	24	24
4	том что	8	20
5	все эти	2	19
6	не может	12	18
7	то что	20	17
8	может быть	23	15
9	все же	5	15
10	самом деле	2	12
11	до сих	4	12
12	в этом	8	12
13	сих пор	4	12
14	с этим	7	11
15	между тем	6	11
16	все это	2	11
17	во всех	7	10
18	по отношению	2	10
19	так и	5	10
20	из себя	2	10
21	мы знаем	2	10
22	как бы	9	10
23	все что	3	10
24	того же	14	9
25	на то	5	9
26	при этом	13	9
27	как и	7	9
28	что в	16	9
29	а и	5	8
30	в самом	4	8
31	касается до	2	8
32	с точки	1	8
33	знаем что	1	8
34	не в	13	8
35	если бы	11	8
36	так же	2	8
37	и все	3	8
38	а между	4	7
39	на самом	2	7
40	из этих	4	7
41	о которых	3	7
42	или менее	8	7
43	не менее	5	7
44	того чтобы	2	7
45	по своей	1	7
46	к тому	1	7
47	о том	5	7
48	и что	4	7
49	что он	4	7
50	для того	5	7
51	но и	9	7
52	и не	19	7
53	более или	8	7
54	о котором	2	7
55	должна быть	1	6
56	еще не	4	6
57	и на	8	6
58	в общем	2	6
59	тогда как	10	6
60	что касается	1	6
61	в сознании	23	6
62	и при	3	6
63	от друга	1	6
64	с ним	5	6
65	что и	11	6
66	народов и	1	6
67	того что	7	6
68	только в	11	6
69	все они	1	6
70	так что	10	6
71	так как	10	6
72	мы можем	12	6
73	друг от	1	6
74	с другой	6	6
75	вместе с	11	6
76	отличается от	1	6
77	как на	3	6
78	между двумя	6	5
79	из всех	1	5
80	столь же	5	5
81	как к	1	5
82	но в	4	5
83	в которой	5	5
84	что это	3	5
85	в целом	3	5
86	в себе	10	5
87	тому же	1	5
88	не только	15	5
89	и если	4	5
90	но все	2	5
91	не будет	1	5
92	что все	2	5
93	и с	1	5
94	на все	3	5
95	лишь в	1	5
96	его в	3	5
97	между собою	7	5
98	и без	1	5
99	что с	2	5
100	в то	6	5
101	что при	1	5
102	по сравнению	1	5
103	в его	2	5
104	потому что	49	5
105	и их	5	5
106	у него	2	5
107	именно в	1	5
108	далеко не	3	5
109	ничем не	2	5
110	другой стороны	2	5
111	сравнению с	1	5
112	и для	3	5
113	и от	3	5
114	случае если	1	5
115	к этому	2	5
116	одним из	1	4
117	в такой	1	4
118	и то	3	4
119	первое время	1	4
120	то же	12	4
121	мы уже	1	4
122	из того	1	4
123	между собой	1	4
124	что его	3	4
125	отношение к	1	4
126	что как	1	4
127	хотя и	3	4
128	он не	1	4
129	всех этих	2	4
130	факт что	2	4
131	том случае	1	4
132	из них	5	4
133	должно быть	2	4
134	в их	1	4
135	сходства с	1	4
136	выше мы	1	4
137	тем не	6	4
138	том же	1	4
139	и проч	10	4
140	связи с	6	4
141	многие из	1	4
142	с течением	1	4
143	никогда не	4	4
144	на вопрос	3	4
145	сильнее чем	1	4
146	и у	3	4
147	если мы	3	4
148	не есть	6	4
149	не так	3	4
150	а потому	5	4
151	а с	2	4
152	которых мы	3	4
153	не могут	7	4
154	в течение	1	4
155	это есть	1	4
156	в состоянии	6	4
157	этом случае	1	4
158	мы должны	2	4
159	хотя бы	2	4
160	состоит из	1	4
161	в таком	4	4
162	с в	2	3
163	вопрос о	2	3
164	но даже	3	3
165	мы будем	1	3
166	очевидно что	3	3
167	которые не	3	3
168	в истории	1	3
169	еще больше	1	3
170	что по	1	3
171	и наконец	1	3
172	на нас	3	3
173	в нашем	2	3
174	в нем	9	3
175	на земле	1	3
176	и по	2	3
177	и может	3	3
178	заключается в	1	3
179	это не	3	3
180	в жизни	2	3
181	с тем	4	3
182	чем в	1	3
183	и того	6	3
184	одного и	6	3
185	в этих	3	3
