N	2gram	Medvedev_F_1	Myslijsy
1	потому что	1	33
2	то что	8	29
3	может быть	14	26
4	таким образом	13	24
5	в этом	15	23
6	в том	6	23
7	и в	24	23
8	в слове	1	22
9	и не	20	18
10	что в	4	17
11	в языке	1	16
12	при этом	5	15
13	только в	2	15
14	то же	10	14
15	в себе	3	14
16	как и	11	14
17	того что	5	14
18	так как	1	14
19	для нас	1	14
20	если бы	4	13
21	не было	3	12
22	а не	10	12
23	том что	1	12
24	не в	8	11
25	по себе	5	11
26	но и	7	11
27	не может	16	11
28	по отношению	4	10
29	не только	7	10
30	и потому	9	10
31	внутренней формы	1	10
32	между тем	2	9
33	не есть	2	9
34	мы не	3	8
35	в своем	11	8
36	но в	5	8
37	было бы	6	8
38	другими словами	1	8
39	сказать что	1	8
40	отношению к	4	8
41	и т	12	7
42	как в	8	7
43	с этим	2	7
44	на то	1	7
45	в нем	14	7
46	в силу	1	7
47	что такое	2	7
48	это не	2	7
49	что язык	1	7
50	и что	2	7
51	что и	2	7
52	вовсе не	10	7
53	с тем	2	7
54	могут быть	1	7
55	этого слова	3	7
56	что если	1	6
57	независимо от	4	6
58	и к	4	6
59	в которой	4	6
60	так и	18	6
61	тех пор	1	6
62	что не	1	6
63	до тех	1	6
64	в ряду	2	6
65	вместе с	2	6
66	говорить о	1	5
67	один и	1	5
68	хотя и	1	5
69	бы и	1	5
70	как бы	6	5
71	так сказать	3	5
72	должно быть	11	5
73	не менее	11	5
74	поэтического произведения	3	5
75	с ним	2	5
76	не имеет	1	5
77	есть только	1	5
78	к нему	1	5
79	так что	1	5
80	не можем	2	5
81	в его	23	5
82	для него	3	5
83	не из	4	5
84	что же	1	5
85	все это	9	5
86	тем более	1	5
87	а в	6	5
88	таким же	2	5
89	во всяком	4	5
90	а между	1	4
91	и о	1	4
92	в истории	4	4
93	что как	1	4
94	думать что	3	4
95	для человека	1	4
96	и с	8	4
97	его в	3	4
98	с другими	4	4
99	и тем	1	4
100	точки зрения	16	4
101	в котором	1	4
102	когда человек	1	4
103	сих пор	6	4
104	тем не	1	4
105	т п	4	4
106	и более	2	4
107	в то	9	4
108	это последнее	3	4
109	на котором	1	4
110	того чтобы	1	4
111	в сознании	1	4
112	если же	2	4
113	и может	4	4
114	можно сказать	1	4
115	что он	3	4
116	хотя бы	5	4
117	в одном	2	4
118	тогда как	1	4
119	от того	2	4
120	только на	5	4
121	до сих	6	4
122	а именно	1	4
123	но есть	2	4
124	так же	4	4
125	в данном	1	4
126	в той	1	4
127	и все	6	4
128	между ними	3	4
129	только как	2	4
130	по поводу	1	4
131	тем самым	3	4
132	например в	1	3
133	самом деле	6	3
134	на самом	7	3
135	и есть	1	3
136	в первом	1	3
137	и до	5	3
138	слова в	1	3
139	мы уже	1	3
140	той же	1	3
141	и значение	1	3
142	что между	1	3
143	еще не	6	3
144	и на	8	3
145	там где	1	3
146	в действительности	2	3
147	в самом	5	3
148	все эти	6	3
149	так в	1	3
150	и если	2	3
151	на его	2	3
152	т д	8	3
153	к одному	1	3
154	нашего времени	1	3
155	и по	1	3
156	в нее	1	3
157	на нее	2	3
158	в каждом	3	3
159	лишь в	8	3
160	но уже	1	3
161	в них	3	3
162	с точки	13	3
163	но это	3	3
164	чем более	1	3
165	не от	2	3
166	возможно только	1	3
167	в науке	2	3
168	только не	2	3
169	никогда не	4	3
170	же время	8	3
171	связи с	3	3
172	должны быть	5	3
173	к тому	3	3
174	языка и	1	3
175	что у	1	3
176	было в	1	3
177	ту же	1	3
178	из одного	1	3
179	связь между	1	3
180	мысли не	1	3
181	то в	1	3
182	уже не	2	3
183	и других	3	3
184	себе в	1	3
185	и их	10	3
186	всяком случае	4	3
187	самого слова	1	3
188	даже и	2	3
189	со стороны	5	3
190	и из	1	3
191	именно в	8	3
192	все более	2	3
193	ко всем	2	3
194	между прочим	1	3
195	в смысле	1	3
196	кроме того	1	3
197	в этих	1	3
198	только что	1	3
199	и состоит	1	3
200	в искусстве	5	3
201	в процессе	9	3
202	и поэзия	1	2
203	нам кажется	1	2
204	явления и	1	2
205	а как	2	2
206	словами в	1	2
207	как мы	5	2
208	гуманитарных наук	2	2
209	но даже	1	2
210	мы и	1	2
211	же что	1	2
212	в ней	10	2
213	проявляется в	1	2
214	и сами	1	2
215	в различных	2	2
216	тем как	1	2
217	внутренняя форма	1	2
218	значение и	3	2
219	и чем	3	2
220	эта связь	2	2
221	более и	2	2
222	в отдельных	1	2
223	оторваться от	1	2
224	мы различаем	1	2
225	так или	1	2
226	в нашем	2	2
227	из этих	1	2
228	как оно	1	2
229	не следует	1	2
230	по-видимому не	1	2
231	он не	3	2
232	не значит	1	2
233	состоит в	1	2
234	не как	4	2
235	из виду	2	2
236	том и	1	2
237	влияние на	3	2
238	наука не	1	2
239	в мире	4	2
240	человек не	3	2
241	она и	1	2
242	к значению	1	2
243	но что	1	2
244	представить себе	1	2
245	как наука	1	2
246	и без	1	2
247	в первый	1	2
248	значение то	1	2
249	от его	1	2
250	вопрос о	2	2
251	сами по	2	2
252	тому что	1	2
253	она не	6	2
254	даже не	1	2
255	виду что	2	2
256	самого начала	1	2
257	мысли в	2	2
258	с живым	1	2
259	и сама	1	2
260	искусств как	2	2
261	и притом	1	2
262	к ней	2	2
263	как она	3	2
264	и его	10	2
265	в более	1	2
266	этот образ	2	2
267	уже и	1	2
268	что на	1	2
269	в области	3	2
270	у нас	5	2
271	настоящего времени	2	2
272	не могут	1	2
273	оно не	4	2
274	но сама	1	2
275	из себя	1	2
276	и это	2	2
277	в ее	8	2
278	данном случае	1	2
279	в образе	1	2
280	не с	2	2
281	что от	1	2
282	сама она	1	2
283	действительность и	1	2
284	и здесь	6	2
285	в самой	2	2
286	все в	2	2
287	как нет	1	2
288	которые мы	1	2
289	бы в	3	2
290	в другой	2	2
291	еще более	1	2
292	для самого	1	2
293	быть и	4	2
294	один из	3	2
295	в двух	1	2
296	мы видим	1	2
297	бы ни	5	2
298	именно на	1	2
299	факт тем	1	2
300	конечно не	4	2
301	если мы	2	2
302	в большинстве	3	2
303	в виде	1	2
304	в понятие	1	2
305	большинстве случаев	2	2
306	не так	2	2
307	никто не	1	2
308	отношение к	3	2
309	друг друга	4	2
310	это значение	1	2
311	не были	1	2
312	и даже	3	2
313	с другой	5	2
314	или иначе	2	2
315	и нельзя	1	2
316	в свою	8	2
317	относящихся к	1	2
318	и др	5	2
319	к науке	1	2
320	есть лишь	2	2
321	нее как	1	2
322	к его	1	2
323	его содержание	2	2
324	из которых	1	2
325	по своему	1	2
326	если оно	1	2
327	есть одна	1	2
328	в это	1	2
329	художественное произведение	6	2
330	для мысли	1	2
331	и для	1	2
332	что делает	1	2
333	чтобы понять	1	2
334	довести до	1	2
335	и как	3	2
336	ни к	1	2
337	от ее	1	2
338	но эта	2	2
339	поэзии к	1	2
340	из этого	1	2
341	есть и	1	2
342	языка то	1	2
343	к другим	2	2
344	в своих	2	2
345	себя как	1	1
346	произведения но	1	1
347	можно говорить	1	1
348	также что	1	1
349	предполагает уже	2	1
350	художественного произведения	23	1
351	начинается с	1	1
352	представляем себе	1	1
353	он может	1	1
354	художественных произведений	4	1
355	науки о	2	1
356	идет о	2	1
357	этого в	1	1
358	должна быть	7	1
359	от чего	2	1
360	в их	11	1
361	со всех	1	1
362	всего того	1	1
363	бы уже	1	1
364	это совершенно	1	1
365	которую мы	1	1
366	смысле можно	1	1
367	происходит это	1	1
368	и новых	1	1
369	ему в	1	1
370	зависимости от	3	1
371	всех сторон	1	1
372	как совокупности	1	1
373	это время	1	1
374	свою очередь	6	1
375	меньше чем	1	1
376	как один	1	1
377	в чем	1	1
378	во всех	5	1
379	средств и	1	1
380	но конечно	1	1
381	но не	3	1
382	могло быть	1	1
383	самой природы	1	1
384	эта особенность	1	1
385	отличие от	1	1
386	человек стремится	1	1
387	друг от	2	1
388	нет и	2	1
389	и речи	1	1
390	как чего-то	1	1
391	его на	1	1
392	нет знания	1	1
393	бы при	1	1
394	словом в	1	1
395	как нам	1	1
396	перед нами	1	1
397	с понятием	1	1
398	где она	1	1
399	к предметам	1	1
400	и отчасти	3	1
401	наметить в	1	1
402	ее целом	3	1
403	данного явления	1	1
404	словом не	1	1
405	та же	1	1
406	именно того	2	1
407	и через	1	1
408	он в	2	1
409	историк искусства	1	1
410	его пониманием	1	1
411	от действительности	2	1
412	может считаться	1	1
413	в этой	6	1
414	и философии	1	1
415	эти величины	1	1
416	тем он	1	1
417	сюда относятся	1	1
418	жизнь как	3	1
419	иначе и	1	1
420	и те	2	1
421	не приводит	3	1
422	если он	3	1
423	быть только	1	1
424	этот процесс	1	1
425	вообще не	1	1
426	мы их	1	1
427	время и	1	1
428	от камня	1	1
429	выходя за	1	1
430	перестает быть	3	1
431	слова а	1	1
432	они в	1	1
433	оно должно	3	1
434	том чтобы	2	1
435	довольно часто	1	1
436	какой бы	1	1
437	приходим к	1	1
438	на этом	1	1
439	но все	2	1
440	от нее	2	1
441	и понятие	1	1
442	заключения от	1	1
443	касается до	1	1
444	главным образом	4	1
445	значение в	3	1
446	произведения с	1	1
447	и чтобы	1	1
448	на все	3	1
449	второй половины	1	1
450	входит в	6	1
451	заключается в	1	1
452	не умеет	1	1
453	утилитарных целей	1	1
454	деле в	1	1
455	может стать	1	1
456	действительности в	2	1
457	но самый	1	1
458	должен был	1	1
459	лучше чем	1	1
460	с конкретным	1	1
461	конкретности и	1	1
462	только одно	1	1
463	и легко	1	1
464	этого она	1	1
465	когда его	1	1
466	нет в	1	1
467	это положение	1	1
468	его частей	1	1
469	далеко не	1	1
470	а прежде	1	1
471	различаем в	1	1
472	в научном	1	1
473	мы видели	2	1
474	строгом смысле	2	1
475	и такая	1	1
476	мы с	1	1
477	что вне	1	1
478	этой вещи	1	1
479	и тогда	1	1
480	не мог	1	1
481	слово а	1	1
482	в эту	2	1
483	к тем	1	1
484	в своей	11	1
485	не во	1	1
486	еще менее	1	1
487	к истории	1	1
488	мы замечаем	1	1
489	в такой	1	1
490	литературы должна	1	1
491	бы к	1	1
492	а от	1	1
493	к предмету	1	1
494	дальнейшее развитие	1	1
495	своего рода	1	1
496	и отвлеченной	1	1
497	значение для	2	1
498	как предмет	1	1
499	страх и	2	1
500	бы мы	1	1
501	почти совершенно	2	1
502	иначе как	2	1
503	но он	1	1
504	друг другу	1	1
505	научной мысли	2	1
506	есть еще	1	1
507	словах в	1	1
508	тому чтобы	1	1
509	на всю	2	1
510	замкнутое в	2	1
511	бы быть	2	1
512	для нее	1	1
513	сомнению но	1	1
514	собой эту	1	1
515	от тех	1	1
516	в отношении	3	1
517	существует независимо	1	1
518	прямой зависимости	2	1
519	можно указать	1	1
520	но для	3	1
521	как о	4	1
522	непосредственно и	1	1
523	напротив это	1	1
524	нас это	1	1
525	к этим	1	1
526	не по	3	1
527	к изучению	1	1
528	но вместе	1	1
529	в систему	3	1
530	значения их	1	1
531	следовательно и	2	1
532	а для	1	1
533	ничего не	2	1
534	под этим	1	1
535	на наш	1	1
536	в звуке	1	1
537	гораздо большее	1	1
538	видим что	1	1
539	связанное с	1	1
540	во всем	2	1
541	оно устанавливает	2	1
542	не принадлежит	1	1
543	на предшествующее	1	1
544	эти три	1	1
545	из истории	1	1
546	на которой	1	1
547	в действительную	1	1
548	весь этот	1	1
549	только с	1	1
550	этом отношении	1	1
551	если только	1	1
552	от их	2	1
553	к таким	1	1
554	все то	1	1
555	здесь основная	1	1
556	относиться к	1	1
557	из самого	1	1
558	лежит в	1	1
