N	3gram	Bakhtin_Fr_6	VrazhdaK
1	то же время	5	4
2	в то же	5	4
3	в связи с	1	3
4	что в начале	1	2
5	с точки зрения	2	2
6	в эти годы	1	2
7	как раз в	1	2
8	но в то	1	2
9	не может быть	1	2
10	мотивы и образы	1	2
11	в том что	2	2
12	и в ней	1	1
13	в нем самом	1	1
14	на первый план	3	1
15	до сих пор	3	1
16	в мировой литературе	1	1
17	в своем увлечении	1	1
18	но нас интересует	1	1
19	более того в	1	1
20	в той же	4	1
21	в этом отношении	3	1
22	в литературе и	2	1
23	как он сам	1	1
24	и то что	2	1
25	о том как	1	1
26	и что он	1	1
27	в конце концов	1	1
28	а с другой	1	1
29	каждый из них	2	1
30	раз в году	1	1
31	все же не	1	1
32	с другой стороны	2	1
33	как бы в	1	1
34	к людям если	1	1
35	у него в	1	1
36	заключается в том	1	1
37	в то время	1	1
38	о том что	5	1
39	не забудем что	1	1
40	не знали что	1	1
41	с помощью которых	2	1
42	и из него	1	1
43	один раз в	1	1
44	в них много	1	1
45	и во всем	1	1
46	что уже в	1	1
47	и все что	1	1
