N	2gram	Bakhtin_Fr_1	OGranits
1	и в	65	13
2	и его	10	12
3	прежде всего	11	9
4	может быть	6	8
5	не может	3	8
6	и не	22	8
7	и т.п	17	7
8	в его	9	7
9	и их	3	7
10	и пр	5	7
11	точки зрения	7	7
12	только в	7	6
13	как бы	22	6
14	не только	10	6
15	то что	3	6
16	все же	6	5
17	и наконец	2	5
18	с точки	3	5
19	в процессе	2	5
20	хотя бы	1	5
21	и эта	3	5
22	мы не	1	4
23	слов и	1	4
24	еще и	5	4
25	на фоне	3	4
26	но в	14	4
27	то же	1	4
28	лишь в	1	4
29	в своей	5	4
30	было бы	1	4
31	все это	9	4
32	только и	1	4
33	не является	3	4
34	вполне понятно	2	4
35	связана с	5	3
36	в ее	3	3
37	самом деле	3	3
38	в пределах	1	3
39	так и	10	3
40	понятно что	2	3
41	говорить о	1	3
42	в их	4	3
43	по отношению	1	3
44	за пределы	8	3
45	только путем	1	3
46	тела и	6	3
47	с этим	1	3
48	в которой	1	3
49	в себе	3	3
50	в одном	5	3
51	так как	6	3
52	здесь мы	1	3
53	но и	10	3
54	как и	5	3
55	и уже	1	3
56	точку зрения	1	3
57	не в	4	3
58	да и	2	3
59	но для	3	3
60	и для	2	3
61	никогда не	6	3
62	и все	5	3
63	превращается в	5	3
64	отношению к	1	3
65	не столько	1	3
66	что в	3	3
67	в искусстве	3	3
68	произведения но	1	2
69	и др	24	2
70	в произведении	1	2
71	и может	1	2
72	роль в	2	2
73	на две	1	2
74	конечно в	2	2
75	мы уже	12	2
76	те же	1	2
77	подойти к	1	2
78	живой исторической	1	2
79	в ней	6	2
80	в чем	2	2
81	вне всякой	1	2
82	мы понимаем	1	2
83	между тем	5	2
84	в общем	4	2
85	в языке	1	2
86	во всей	3	2
87	наконец в	1	2
88	чем же	1	2
89	и следовательно	1	2
90	его на	2	2
91	как в	5	2
92	в которую	1	2
93	в этом	15	2
94	в полном	1	2
95	в том	16	2
96	двух разных	1	2
97	мы видим	2	2
98	с ними	1	2
99	от этого	1	2
100	в этот	1	2
101	во времени	1	2
102	в целом	2	2
103	все эти	10	2
104	с одной	2	2
105	уже в	1	2
106	иным как	1	2
107	в нем	13	2
108	связанные с	1	2
109	при этом	6	2
110	языка но	1	2
111	для него	5	2
112	отношений между	1	2
113	вовсе не	18	2
114	тем что	1	2
115	в них	5	2
116	связанных с	1	2
117	в области	7	2
118	литературного языка	1	2
119	с другой	3	2
120	всей своей	1	2
121	а как	1	2
122	в самом	4	2
123	входит в	4	2
124	может стать	1	2
125	не чем	1	2
126	одной стороны	2	2
127	он только	1	2
128	более того	2	2
129	не на	1	2
130	а не	1	2
131	другой стороны	1	2
132	там где	1	2
133	несмотря на	2	2
134	в связи	1	2
135	том что	6	2
136	от своего	2	2
137	и при	1	2
138	и ее	1	2
139	в отношении	6	2
140	телом и	1	2
141	своего рода	1	2
142	в течение	1	2
143	в тех	3	2
144	описания и	1	2
145	слова и	1	2
146	не менее	1	2
147	в книге	2	2
148	форм и	9	2
149	на язык	1	2
150	от всех	3	2
151	бы в	1	2
152	во всем	2	2
153	нужно отметить	3	2
154	еще в	1	2
155	нет ничего	3	2
156	и к	4	2
157	имеет место	1	2
158	могут быть	2	2
159	чем иным	1	2
160	с телом	1	2
161	в своих	5	2
162	в подборе	1	2
163	к тому	2	2
164	данную эпоху	1	1
165	и это	2	1
166	можно говорить	3	1
167	одним из	2	1
168	своего развития	1	1
169	xvii века	4	1
170	человека и	1	1
171	функции в	1	1
172	в виду	3	1
173	значительной мере	2	1
174	в некоторых	2	1
175	в эстетике	1	1
176	это и	1	1
177	в собственном	1	1
178	последнее время	1	1
179	нам кажется	2	1
180	в организации	1	1
181	здесь и	4	1
182	проявляются в	1	1
183	в себя	3	1
184	предмет исследования	1	1
185	существующего в	1	1
186	включает в	1	1
187	и до	4	1
188	он всегда	1	1
