N	3gram	Propp_Isto_5	Komedia
1	в том что	2	9
2	в то время	1	5
3	с другой стороны	8	5
4	то время как	1	4
5	то же время	1	4
6	в то же	1	4
7	и т д	18	4
8	по отношению к	2	3
9	после того как	3	3
10	с одной стороны	7	3
11	о том что	4	3
12	несмотря на всю	1	3
13	до н э	1	2
14	но и в	2	2
15	и тем что	1	2
16	до сих пор	2	2
17	т е в	3	2
18	как и в	2	2
19	во всяком случае	1	2
20	и таким образом	2	2
21	в тех же	1	2
22	на то что	2	2
23	таким образом в	1	2
24	к этому же	1	1
25	я думаю что	1	1
26	в подземное царство	1	1
27	другой стороны в	1	1
28	состоит в том	1	1
29	подобно тому как	1	1
30	в том числе	1	1
31	мы и здесь	2	1
32	в соответствии с	1	1
33	же как и	2	1
34	видно как из	1	1
35	с этой точки	1	1
36	и здесь найдем	1	1
37	и не только	1	1
38	в зависимости от	1	1
39	вместе с тем	6	1
40	сам по себе	1	1
41	состоит не в	1	1
42	с этим и	1	1
43	и здесь мы	1	1
44	что все это	1	1
45	в это время	2	1
46	так же как	3	1
47	в данном случае	2	1
48	обращает на себя	1	1
49	к заключению что	3	1
50	не только в	2	1
51	это ясно из	1	1
52	только в виде	1	1
53	в отличие от	1	1
54	в одном случае	1	1
55	о которых идет	1	1
56	мы знаем о	1	1
57	ни у одного	1	1
58	этой точки зрения	1	1
59	т д все	1	1
60	что он не	1	1
61	же как мы	1	1
62	из них он	1	1
63	едва ли можно	1	1
64	что у него	1	1
65	с самого начала	1	1
66	о том чем	1	1
67	совершенно очевидно что	1	1
68	тем не менее	4	1
69	как мы видели	1	1
70	мы уже знаем	1	1
71	для того чтобы	3	1
72	формы его проявления	1	1
73	может быть в	1	1
74	которых идет речь	1	1
