N	3gram	Bakhtin_Fr_3	Hudozhes
1	по отношению к	2	10
2	в отличие от	3	7
3	то же время	6	6
4	в то же	6	6
5	с другой стороны	1	5
6	той или иной	2	5
7	в том что	1	5
8	с точки зрения	1	3
9	можно сказать что	2	3
10	в той или	2	2
11	что в основе	1	2
12	в основе своей	1	2
13	войне и мире	1	2
14	в значительной степени	2	2
15	в свою очередь	1	2
16	для того чтобы	3	2
17	том числе и	2	2
18	в том числе	3	2
19	и прежде всего	3	2
20	и в сущности	1	1
21	что иное как	1	1
22	прежде всего в	1	1
23	одним и тем	1	1
24	имеем в виду	1	1
25	подобно тому как	1	1
26	в настоящее время	1	1
27	в этом случае	1	1
28	в таких случаях	1	1
29	встречаемся с ним	1	1
30	бы то ни	1	1
31	только то что	1	1
32	и др в	1	1
33	шире и глубже	3	1
34	может быть и	1	1
35	как раз в	2	1
36	в особенности в	1	1
37	то что может	1	1
38	об этом так	1	1
39	и состоит что	1	1
40	то ни было	1	1
41	таким образом и	1	1
42	мы встречаемся с	1	1
43	во втором случае	1	1
44	или иной форме	1	1
45	и в этой	1	1
46	же время оно	1	1
47	в связи с	4	1
48	своей причастности к	1	1
49	все то что	2	1
50	именно эта сторона	1	1
51	в свое время	1	1
52	жизни то есть	1	1
53	по ту сторону	1	1
54	есть не что	1	1
55	и здесь остается	1	1
56	в нашем примере	3	1
57	имея в виду	1	1
58	это и есть	1	1
59	о том что	2	1
60	и в самом	1	1
61	включает в себя	1	1
62	отношение к объекту	1	1
63	мы имеем в	1	1
64	в данном контексте	1	1
65	не что иное	1	1
66	в области литературы	1	1
67	тех или иных	1	1
68	и тем же	1	1
69	особое отношение к	1	1
70	не может быть	2	1
71	как и в	2	1
