N	3gram	Bakhtin_Pr_1	Literetu
1	то же время	3	7
2	в то же	3	7
3	в этом отношении	2	5
4	в отличие от	5	5
5	по отношению к	19	4
6	не говоря уже	1	4
7	в данном случае	4	4
8	с одной стороны	3	4
9	в том что	3	4
10	с точки зрения	6	3
11	говоря уже о	1	3
12	не может быть	11	3
13	к себе самому	1	2
14	эстетический объект в	5	2
15	в самом деле	3	2
16	подобно тому как	1	2
17	то же самое	2	2
18	одной стороны и	1	2
19	бы то ни	3	2
20	но и в	2	2
21	и в частности	2	2
22	не только в	2	2
23	то ни было	2	2
24	искусства и если	1	2
25	с другой стороны	4	2
26	и тем самым	2	2
27	и в самом	1	2
28	той или иной	2	2
29	на то что	1	2
30	только тем чего	1	1
31	в этом его	1	1
32	существенно живет на	1	1
33	что иное как	1	1
34	хотя и не	1	1
35	и значительность отвлеченный	1	1
36	все моменты произведения	1	1
37	данном случае со	1	1
38	на самом деле	3	1
39	эстетического объекта и	4	1
40	о том как	1	1
41	имеется в виду	1	1
42	только по отношению	4	1
43	не вмешивается в	1	1
44	я чувствую себя	1	1
45	именно то что	1	1
46	хотя бы и	1	1
47	значительность отвлеченный от	1	1
48	со всеми другими	1	1
49	в эстетическом объекте	2	1
50	при этом в	1	1
51	каждый культурный акт	1	1
52	эти два момента	1	1
53	то что в	1	1
54	по аналогии с	1	1
55	и т п	13	1
56	на нее и	1	1
57	могли бы быть	1	1
58	отвлеченный от границ	1	1
59	может быть только	3	1
60	и тем не	1	1
61	он теряет почву	1	1
62	эстетический объект и	4	1
63	превращает его в	1	1
64	в значительной степени	1	1
65	которые могли бы	1	1
66	или о чем	1	1
67	не что иное	1	1
68	как бы уже	1	1
69	вырождается и умирает	1	1
70	его серьезность и	1	1
71	нет дела до	1	1
72	почву становится пустым	1	1
73	незаместимое место в	1	1
74	на границах в	1	1
75	это и есть	1	1
76	в связи с	1	1
77	и к предмету	1	1
78	живет на границах	1	1
79	заносчивым вырождается и	1	1
80	становится пустым заносчивым	1	1
81	вопрос о том	1	1
82	художественного творчества в	1	1
83	для того чтобы	2	1
84	и в том	1	1
85	сказать и о	2	1
86	между тем как	5	1
87	факторов художественного впечатления	1	1
88	художественного произведения в	1	1
89	которое может быть	1	1
90	как совокупность факторов	1	1
91	в свою очередь	1	1
92	серьезность и значительность	1	1
93	начало и конец	2	1
94	в событии бытия	1	1
95	теряет почву становится	1	1
96	в конечном счете	4	1
97	границах в этом	1	1
98	этом его серьезность	1	1
99	может и не	2	1
100	в эстетический объект	12	1
101	произведения в его	1	1
102	но отнюдь не	7	1
103	это как бы	1	1
104	пустым заносчивым вырождается	1	1
105	к тому что	1	1
106	эстетическом объекте в	1	1
107	тем не менее	3	1
108	совокупность факторов художественного	1	1
109	быть не может	1	1
110	художественное произведение является	1	1
111	эстетического объекта в	5	1
