N	2gram	Losev_Vlad_3	Komedia
1	и в	40	22
2	и не	25	21
3	молодого человека	1	14
4	том что	18	13
5	таким образом	11	12
6	в том	18	12
7	так как	7	11
8	со стороны	2	11
9	ни в	10	10
10	потому что	11	10
11	в самом	4	9
12	до сих	1	9
13	вместе с	7	9
14	сих пор	1	9
15	в этом	16	8
16	его в	2	8
17	в глазах	1	8
18	в своем	8	8
19	о том	11	8
20	если бы	3	8
21	в его	14	8
22	что и	7	8
23	что он	5	8
24	молодой человек	1	8
25	едва ли	11	7
26	то же	4	7
27	при этом	3	7
28	об этом	6	7
29	в конце	12	7
30	о чем	1	7
31	только что	2	7
32	а в	7	7
33	в свою	1	7
34	того же	2	6
35	самом деле	1	6
36	еще не	4	6
37	так что	14	6
38	тому же	5	6
39	iii в	1	6
40	в то	7	6
41	и его	10	6
42	к тому	7	6
43	того чтобы	3	6
44	ясно что	1	6
45	и что	8	6
46	для того	2	6
47	может быть	8	6
48	как раз	10	6
49	во время	1	6
50	к этому	2	6
51	речь идет	1	5
52	не хочет	2	5
53	что его	2	5
54	но в	4	5
55	не только	25	5
56	он не	8	5
57	в своей	9	5
58	в которых	1	5
59	то это	10	5
60	не менее	9	5
61	же время	2	5
62	связи с	2	5
63	и сам	1	5
64	хотя и	7	5
65	к нему	3	5
66	что в	17	5
67	из них	2	5
68	тем что	5	5
69	прежде всего	10	5
70	как это	4	5
71	все это	1	5
72	он знает	1	4
73	на себя	2	4
74	в ней	5	4
75	он был	2	4
76	с другой	5	4
77	тут же	5	4
78	нет и	1	4
79	и речи	2	4
80	отнюдь не	5	4
81	все же	4	4
82	когда он	1	4
83	то что	28	4
84	в себе	9	4
85	что она	2	4
86	но все	3	4
87	и с	9	4
88	должен был	2	4
89	с тем	7	4
90	несмотря на	7	4
91	точки зрения	13	4
92	не в	3	4
93	в отношении	5	4
94	самого начала	1	4
95	на него	2	4
96	у него	24	4
97	и здесь	6	4
98	с самого	1	4
99	друг друга	2	4
100	так и	6	4
101	здесь нет	2	4
102	и поэтому	1	4
103	не дает	1	4
104	вовсе не	13	4
105	само собой	3	4
106	но и	18	4
107	до конца	4	4
108	а не	8	4
109	в связи	3	4
110	не является	2	4
111	и для	3	4
112	бы в	2	4
113	хотя бы	6	4
114	так же	8	4
115	который в	2	3
116	с его	2	3
117	в ее	1	3
118	с этим	2	3
119	и к	2	3
120	в которой	2	3
121	в этой	8	3
122	как он	1	3
123	на то	4	3
124	в нем	3	3
125	что ни	1	3
126	то ни	3	3
127	было бы	4	3
128	в них	1	3
129	все равно	1	3
130	далеко не	3	3
131	как и	7	3
132	чем в	4	3
133	и еще	2	3
134	но если	5	3
135	том как	1	3
136	себе в	2	3
137	с точки	6	3
138	тем не	10	3
139	их в	1	3
140	не имеет	4	3
141	никогда не	11	3
142	ничего не	5	3
143	же самое	3	3
144	возможно что	1	3
145	в глаза	4	3
146	одного из	1	3
147	не позволяет	1	3
148	и мы	1	3
149	тех пор	1	3
150	не о	2	3
151	одной из	2	3
152	нисколько не	3	3
153	с одной	3	3
154	в начале	2	3
155	у того	1	3
156	это обстоятельство	1	3
157	не так	3	3
158	всяком случае	3	3
159	и даже	6	3
160	даже не	3	3
161	ему не	1	3
162	на этот	1	3
163	один из	1	3
164	если не	6	3
165	в частности	1	3
166	не может	14	3
167	конечно не	1	3
168	по своему	1	3
169	одной стороны	3	3
170	в течение	4	3
171	как бы	3	3
172	с этой	2	3
173	в целом	2	3
174	бы он	1	3
175	все что	1	3
176	в какой	2	3
177	во всяком	3	3
178	отношения к	5	2
179	человека и	3	2
180	такое же	1	2
181	здесь и	2	2
182	из его	1	2
183	его не	1	2
184	не спасает	1	2
185	мы не	2	2
186	в сущности	2	2
187	время как	2	2
188	представление о	1	2
189	можно предполагать	2	2
190	и он	1	2
191	и на	6	2
192	бы то	3	2
193	во всех	1	2
194	в изображении	2	2
195	он говорит	1	2
196	отличие от	3	2
197	за пределы	3	2
198	что они	1	2
199	как в	1	2
200	стороны и	2	2
201	что касается	2	2
202	в результате	4	2
203	так или	2	2
204	бы не	1	2
205	ни было	1	2
206	и если	7	2
207	после этого	1	2
208	о которой	1	2
209	кто из	1	2
210	в силу	2	2
211	чтобы в	1	2
212	исходя из	1	2
213	в мире	2	2
214	из всех	1	2
215	не с	4	2
216	это не	3	2
217	я говорю	1	2
218	не мог	6	2
219	которую он	1	2
220	и без	1	2
221	в котором	4	2
222	в их	2	2
223	в одном	5	2
224	того кто	1	2
225	что эта	2	2
226	сам он	1	2
227	тому что	4	2
228	она не	2	2
229	что с	1	2
230	шла о	1	2
231	же между	1	2
232	что их	1	2
233	в основе	1	2
234	больше чем	2	2
235	ему и	1	2
236	и после	1	2
237	хочет быть	2	2
238	в руки	1	2
239	он называет	2	2
240	нет ни	2	2
241	не считает	1	2
242	все еще	1	2
243	и это	6	2
244	как мы	8	2
245	и о	4	2
246	в виду	3	2
247	здесь не	3	2
248	без всякого	1	2
249	то время	4	2
250	роль в	2	2
251	можно было	5	2
252	она была	4	2
253	наряду с	2	2
254	разумеется что	1	2
255	хотя это	1	2
256	а также	8	2
257	в другом	2	2
258	на вопрос	1	2
259	и во	1	2
260	которой мы	1	2
261	нуждается в	1	2
262	речь шла	1	2
263	не как	2	2
264	могло быть	2	2
265	пор не	1	2
266	к отцу	1	2
267	по мнению	4	2
268	в качестве	3	2
269	уже в	3	2
270	если мы	4	2
271	за ним	1	2
272	этот раз	1	2
273	мы знаем	3	2
274	был бы	3	2
275	понимает что	2	2
276	до того	1	2
277	при всей	1	2
278	этом отношении	2	2
279	от того	4	2
280	представляют собой	1	2
281	или иначе	2	2
282	собой разумеется	2	2
283	себя и	1	2
284	что для	1	2
285	к человеку	1	2
286	не было	5	2
287	а сам	1	2
288	что мы	2	2
289	ближе к	1	2
290	его на	1	2
291	из которых	1	2
292	к своему	2	2
293	не могут	2	2
294	по существу	4	2
295	для понимания	2	2
296	его от	1	2
297	этом случае	1	2
298	только для	1	2
299	видно что	1	2
300	нет ничего	2	2
301	при всем	2	2
302	ли в	1	2
303	с известной	1	2
304	и все	4	2
305	конце концов	5	2
306	даже при	1	2
307	он понимает	2	2
308	не будет	6	2
309	а о	2	2
310	между ними	1	2
311	только как	1	2
312	другой стороны	2	2
313	совершенно не	2	2
314	которым он	1	2
315	из этого	2	2
316	к этой	2	2
317	в своих	7	2
318	в таком	3	2
319	я и	1	1
320	два года	1	1
321	касается такого	1	1
322	например в	1	1
323	чтобы не	1	1
324	по адресу	1	1
325	употреблять его	1	1
326	сын и	1	1
327	себе путь	1	1
328	значительно расширили	1	1
329	ней нет	1	1
330	большое распространение	1	1
331	мы имеем	3	1
332	и само	2	1
333	это совершенно	1	1
334	вопрос о	4	1
335	начинается с	1	1
336	еще до	2	1
337	принадлежит к	1	1
338	указывая на	1	1
339	я не	3	1
340	вполне возможны	1	1
341	они были	1	1
342	для нашей	1	1
343	если говорить	1	1
344	как впрочем	1	1
345	жизни это	1	1
346	это время	2	1
347	и говорить	1	1
348	он сам	2	1
349	первый план	2	1
350	все эти	5	1
351	не был	8	1
352	говоря уже	1	1
353	в чем	3	1
354	сделать ее	1	1
355	конечно это	1	1
356	и главное	1	1
357	подходить к	1	1
358	но не	4	1
359	с ]	17	1
360	но как	2	1
361	заметим что	3	1
362	к которой	1	1
363	в сторону	2	1
364	черты и	1	1
365	если в	1	1
366	должны были	1	1
367	очевидно что	1	1
368	себе и	2	1
369	себе отчет	3	1
370	к сожалению	1	1
371	относится к	1	1
