N	2gram	Vinokur_St_1	Istorich
1	и т	30	27
2	и в	44	26
3	т д	21	24
4	так же	5	18
5	т е	15	18
6	то что	18	16
7	не только	18	15
8	может быть	15	14
9	что в	30	14
10	же как	3	13
11	но и	10	12
12	так и	9	10
13	таким образом	7	10
14	показывает что	1	10
15	и его	8	10
16	что он	10	10
17	при помощи	2	10
18	все же	8	9
19	его в	2	9
20	что и	6	9
21	так как	5	9
22	и не	16	9
23	то же	5	8
24	а в	17	8
25	мы имеем	2	7
26	в этом	21	7
27	он не	2	7
28	об этом	3	7
29	как и	9	7
30	в этих	2	7
31	во время	3	7
32	их в	2	7
33	нас к	1	7
34	как в	13	7
35	что здесь	2	7
36	в качестве	4	7
37	превращается в	2	7
38	и то	5	6
39	еще не	3	6
40	что они	7	6
41	как он	1	6
42	не всегда	2	6
43	могут быть	5	6
44	к нему	2	6
45	потому что	6	6
46	а не	16	6
47	не может	8	6
48	вместе с	1	6
49	в иной	1	6
50	это и	4	5
51	то это	3	5
52	но не	3	5
53	но в	10	5
54	уже не	1	5
55	и только	3	5
56	и по	5	5
57	но все	4	5
58	в другом	3	5
59	и с	3	5
60	это не	8	5
61	не в	12	5
62	точно так	1	5
63	ничего не	2	5
64	и у	2	5
65	как мы	1	5
66	на нем	1	5
67	и что	4	5
68	в его	9	5
69	в одном	1	5
70	у него	2	5
71	тем что	5	5
72	до сих	7	5
73	и др	1	5
74	в некоторых	1	5
75	из которых	1	5
76	сих пор	7	5
77	к этому	1	5
78	вопрос о	4	4
79	на себя	1	4
80	в числе	2	4
81	в которых	5	4
82	не просто	1	4
83	он в	1	4
84	но он	2	4
85	в своей	6	4
86	но эта	1	4
87	что этот	2	4
88	даже в	3	4
89	того как	1	4
90	так в	1	4
91	о том	17	4
92	и даже	5	4
93	которых можно	1	4
94	вовсе не	19	4
95	с другой	9	4
96	такое же	1	4
97	а на	3	4
98	а по	1	4
99	в тех	3	4
100	другой стороны	7	4
101	например в	8	3
102	лошади в	1	3
103	из этих	6	3
104	более поздний	1	3
105	в одной	1	3
106	перед нами	1	3
107	все эти	5	3
108	и и	2	3
109	на то	4	3
110	что она	4	3
111	связанные с	3	3
112	при этом	2	3
113	он должен	2	3
114	что у	4	3
115	что ни	2	3
116	должен был	2	3
117	том что	29	3
118	от своего	1	3
119	и при	1	3
120	и более	2	3
121	как это	4	3
122	что эта	2	3
123	меня не	2	3
124	не имеет	4	3
125	на котором	1	3
126	на него	2	3
