N	2gram	Voloshinov_1	Problema
1	то что	5	42
2	вовсе не	1	35
3	то есть	1	33
4	и в	12	32
5	и не	10	31
6	не есть	2	29
7	в этом	4	19
8	не менее	3	19
9	тем не	3	18
10	не только	4	17
11	в себе	3	15
12	по себе	3	15
13	в виде	1	15
14	а не	5	15
15	но в	5	14
16	у нас	1	14
17	может быть	14	14
18	как бы	13	14
19	что мы	5	13
20	в нем	6	13
21	и тем	1	13
22	при помощи	1	13
23	сказать что	7	13
24	вещи и	2	12
25	том что	5	12
26	что в	2	12
27	так и	4	12
28	так как	9	11
29	о том	3	11
30	если мы	1	11
31	ничего общего	1	11
32	то же	5	10
33	отнюдь не	5	10
34	ничего не	2	10
35	прежде всего	8	10
36	нет ничего	2	10
37	еще не	3	9
38	но не	2	9
39	того чтобы	1	9
40	же самое	2	9
41	и это	1	9
42	и что	2	9
43	но и	3	9
44	в данном	2	9
45	в том	6	9
46	так же	3	9
47	в таком	1	9
48	и о	1	8
49	и ее	3	8
50	и на	4	8
51	общего с	2	8
52	все эти	3	8
53	было бы	1	8
54	в своей	3	8
55	когда мы	1	8
56	есть только	1	8
57	на нечто	1	8
58	данном случае	2	8
59	как нечто	1	8
60	даже и	1	8
61	не может	16	8
62	но это	2	8
63	сам по	1	7
64	во всех	1	7
65	ни в	3	7
66	в них	3	7
67	и является	4	7
68	как мы	1	7
69	здесь не	3	7
70	никогда не	5	7
71	того что	3	7
72	только в	6	7
73	все это	3	7
74	и все	2	7
75	во всяком	1	7
76	и то	2	6
77	самом деле	3	6
78	на самом	4	6
79	за пределы	4	6
80	в самом	4	6
81	при этом	6	6
82	его в	4	6
83	это не	2	6
84	в то	2	6
85	таким образом	12	6
86	в виду	5	6
87	и здесь	2	6
88	в его	2	6
89	этом смысле	1	6
90	о чем	1	6
91	как это	2	6
92	не существует	1	6
93	хотя и	1	6
94	ни его	1	5
95	не имеют	1	5
96	мы уже	1	5
97	в своем	2	5
98	перед нами	1	5
99	то в	1	5
100	что она	1	5
101	но уже	1	5
102	все равно	1	5
103	далеко не	1	5
104	в котором	3	5
105	связи с	1	5
106	и которые	1	5
107	можно сказать	5	5
108	для нас	7	5
109	есть в	1	5
110	не является	1	5
111	тем более	1	5
112	мы должны	1	5
113	бесконечное количество	1	4
114	литературы и	4	4
115	сама по	1	4
116	в истории	1	4
117	как в	5	4
118	входит в	1	4
119	что всякий	1	4
120	не в	4	4
121	и притом	2	4
122	только то	1	4
123	если бы	9	4
124	и только	1	4
125	в литературе	4	4
126	ровно ничего	1	4
127	литературе и	1	4
128	только на	3	4
129	мы можем	2	4
130	именно в	1	4
131	и пр	3	4
132	не было	1	4
133	и вообще	3	4
134	ни на	2	4
135	и для	3	4
136	не хочет	1	3
137	не нужно	1	3
138	в чем	2	3
139	в ее	1	3
140	что они	1	3
