N	3gram	Bakhtin_Fr_4	Literetu
1	то же время	8	7
2	в то же	8	7
3	в этом отношении	1	5
4	в отличие от	1	5
5	к тому же	1	5
6	в данном случае	1	4
7	с одной стороны	2	4
8	о том что	2	4
9	в том что	1	4
10	в том числе	3	3
11	в соответствии с	1	3
12	с точки зрения	2	3
13	не может быть	1	3
14	подобно тому как	3	2
15	то же самое	1	2
16	одной стороны и	1	2
17	но и в	3	2
18	том числе и	2	2
19	не только в	2	2
20	с другой стороны	3	2
21	тем что он	1	2
22	в конце этой	1	1
23	именно там где	1	1
24	то уж тут	1	1
25	на самом деле	1	1
26	имеется в виду	2	1
27	и к тому	1	1
28	жизни в ее	1	1
29	а также в	1	1
30	со всеми другими	1	1
31	но это не	1	1
32	с тех пор	1	1
33	некоторые из них	2	1
34	и то что	1	1
35	как раз в	1	1
36	с глубокой древности	1	1
37	в самом начале	1	1
38	на первый взгляд	1	1
39	это и есть	3	1
40	в связи с	1	1
41	жизни как и	1	1
42	для того чтобы	3	1
43	что ему нужно	1	1
44	еще раз в	1	1
45	то есть когда	1	1
46	в самую гущу	1	1
47	того что у	1	1
48	и вот в	1	1
49	более или менее	3	1
50	в свою очередь	1	1
51	при этом и	1	1
52	с того что	1	1
53	в конечном счете	1	1
54	в этой системе	3	1
55	мы уже не	1	1
56	и т.п и	1	1
57	с таким расчетом	1	1
58	таким расчетом чтобы	1	1
59	в чем дело	1	1
